number,content
3121,"
일단 말없는 성격때문인지 사교성이 부족해낯선 환경에선 누가 말을 걸어줄때까지말을 먼저 걸지 않음.근데 정보를 얻기 위한 질문이나 본인의 이득을취하기 위해(남한테 피해줘서 해쳐먹거나 이런거 아님)부탁을 한다던가 이런건 잘함.그래서 그런지 친목을 하기 위해 만들어진집단에선 적응을 잘 못하고 어울리는것을 힘들어함.학교생활 같은 경우 친목을 하기위해 만들어진동아리같은 경우 친해지는것이 힘들었는데과 내에선 공부라는 목적이 있으니 전공에 대해서학업에 대해서 얘기하고 모르는거 묻고 답하며 금방친해짐.군대생활 같은 경우 일과,훈련이란 목적이 있으니그거에 대해 같이 고생하며 친해졌으나일과나 훈련이 끝나고 생활관에선 그냥 쉬거나놀거나 하는 분위기니 어울리기 힘들었음.그래서 나같은 경우 같은 보직이나 분대원하곤 친해도동기나 생활관 애들하곤 안친했음.개인정비 시간이래도 가끔 운동하러 헬스장가면운동이란 목적이 있기에 친해지는 경우도 있었음.추가로 평소엔 말이 없는데 궁금한거 있으면무조건 질문하고 손해나 피해를 보게 생기면사정사정하면서 부탁하는건 잘해서 주변사람들이놀라는 경우 많음. "
3120,"
어쩔 수 없이 들어간 친목 단톡방들 나오고 싶어서 좀쑤시지 않냐 "
3119,"
istj유형도 친구에서 연인으로 발전할 수 있나요? 친구였던 사람에게 마음이 가고 있어요  "
3118,"
실수 한 번하면 엄청 불안하고 심장아픔  "
3116,"
할머니들이 엄청 좋아함.  "
3115,"
건강하거나 걱정없이 여유있을땐 ISTJ 나오는데멘탈 흔들리거나 인간관계 스트레스, 내 행동에 대한 후회가 크면 ISFJ 쪽 성향이 됨예전에는 T가 8정도 였다면사회생활 하다보니 F가 많이 쌓인듯 ㅠ그래서 지금은 T가 5.5정도고 F가 4.5정도야다시 T가 많았으면 좋겠다 "
3113,"
한달에 한번꼴로 계속 만나는 사이일때ㅈㄱㄴ아마 티안내고 지혼자 끝낼듯ㅋㅋ "
3112,"
나이 스물셋 처먹고 아직도 모솔아단데 이제는 나한테 뭔가 하자가 있나 싶다ㅅㅂ  "
3109,"
일단 나부터..  "
설문,
3108,"
난 ENFP여서 ㄹㅇ 훅 들어온단 말이야....근데 아는 친구가 ISTJ인데 부담스러워하는 티는 안 내지만 그 친구가 좀 많이 소심해서....내가 평소대로 다가가면 안 될 거 같아....너넨 어떻게 다가오는 게 좋아?  - dc official App "
3104,"
ST까진 정확한편이고 가끔 E일때 있고 J랑 P사이인거같음  대통령 INFJ라고하든데 NF는 진짜 나랑 안맞는거같다 쓸데없는 공감에 뜬구름 잡는 이상론만 주구장창얘기하면서 현실 갉아먹음  - dc official App "
3103,"
새로운 일을 하는게 싫은 것보다 그 일에 정해진 프로세스나 메뉴얼이 없는게 너무 싫음그래서 항상 뭔갈 할 때 경험을 바탕으로 알고리즘처럼 어떻게 할지 다 짜놓고 그거 따라감처음하는 일은 가능한 많이 정보를 모아서 그걸로라도 대충 대비를 해놔야 마음이 편함전혀 예상치 못한 일이 생기면 일단 어떻게든 처리를 하긴하는데순간 뇌정지 와서 약간 횡설수설하기도 하더라 "
3102,"
사람 자체가 가식이 없고 똑 부러진다는 점에서 1차로 반했고 내면은 의외로 따스한 마음을 갖고 있다는 것에서 2차로 반했어요 mbti 과몰입 보단 사람대 사람으로 봐야하는게 정확하지만, 제 주관적인 생각으론 istj 만이 가지고있는 매력은 누구도 뛰어넘지 못해요,,  "
3101,"
중, 고등학교때 했던 mbti검사에서 istj가 나왔었는데거의 10년이 지난 최근 다시 했는데 똑같이 나오더라 ㅋㅋ내 자신을 보면서 그래도 조금은 바뀌었다고 생각했는데마음속 깊이 뿌리박힌 건 그대로더라 "
3100,"
무엇이 좋다 싫다누가 좋다 싫다처럼 많은 기준을 두고 살잖음?근데 내가 아는 istj들 중에 유달리 유연한 생각이 있는 애가 있거든? 걔는 istj는 맞는데 자기가 한 판단을 바꾸는 결단을 내릴 수 있는 능력이 있음. 그래서 객관적으로 일도 연애도 인간관계도 엄청엄청 능숙해.이게 얘가 특이한건지 아니면 학습을 통해 istj가 바뀔 수 있다는 건지 궁금함.너네도 너네가 심사숙고해서 내린 판단이나 결정 혹은 사람에 대한 결론을 바꾼적이 있어? 그렇다면 왜 바꿨었어? "
3099,"
이거 돈주고 샀어? ㄹㅇㅋㅋ가면을 부캐라고 표현해주니 뭔가 상냥하군앞으로 부캐라고 해야지ㅋㅋ "
3098,"
유료검사 받았다 vs유사 mbti 무료검사 (16personalities)만 봤다 "
3097,"
옳지 못한 일인데 나이들어서그렇다고 그 옳지 못한 일을 합리화 시켜서 남들의 이해를 바라는거 극혐이지 않냐?요즘 엄마가 본인 얘기를 하든 할머니 얘기를 하든 말하다가 조금 잘못된 부분엔 나이들어서그래 라는 식으로 퉁쳐버리는데 너무 짜증남.나이가 들어서 신체적으로 노화돼서 힘드니까 그런 부분으론 이해가 필요하다고 생각하는데논리적이지 못하고 감정적으로 막 쏟아내는 식의 행동들을 나이들어서그래 라는 식으로 말하는건 진짜 짜증남.솔직히 그건 나이들어서 그런게아니고 각자 본성이 드러나는 것 같음.그리고 나이 많다고 더 대접받길 바라는 것도 극혐임.내 기준에 이 세상에서 제일 얻기 쉬운게 나이라고 생각함. 나이는 아무것도 안하고 그냥 가만히 있기만해도 먹는건데ㅋㅋㅋ호의를 권리인 줄 아는 어르신들 너무 역겹다. "
3096,"
주어진 체계 안에서는 mbti중 최강의 효율을 자랑함 강약점이 분명하다는 거지 강좀은 키우고 약점은 인팁같은 애들이랑 어울리면서 보완하자 "
3094,"
난 ENFP 남자고 후배는 ISTJ 여자인데 둘이서 같이 술 먹으면 내가 말 많이 하고 후배가 ""맞아요 맞아요!""하며 호응해주는 편이야 근데 가끔식 '이 애가 진짜로 공감해서 호응해주는 게 아니라, 공감은 안 되지만 그냥 맞춰주는 건가...??' 이런 의문이 들거든...아직 많이 안 만나서 맞춰주는 거고 친해지면 자기 목소리도 낼려나?? 근데 어디 둘이서 같이 가자고 하면 디게 좋아하거든...그래서 애가 어떤 생각하는지 모르겠어...ㅠㅠ 너넨 어떻게 생각해??  - dc official App "
3093,"
ㅇㅇ  - dc official App "
3092,"
농담입니다. 납치하고싶을정도로 귀엽다는 비유법이죠 오해하진 마시길 ㅠ 잇티제가 젤 귀여움 "
3091,"
난 그냥 내가 당했을때 싫은거 남한테 절대 안하고 남도 나한테 그정도만 해주길 바라고 배려한건데저런소리하는 개새끼들은 결국엔 날 호구병신취급하고 착한애니깐 이정도는 나대신 해주겠지~이런게 당연시되더라심지어 남도 아니고 가족들도 그래엄마 힘들까봐 집안일 다 옆에서 도와주고 진짜 토나오게 싫은 설겆이하고하니깐 아무도 안해내가 소중하게 생각해서 배려해주면 그게 배신으로 돌아옴 결국엔사람이 증오스럽고 혐오스럽다 진짜 "
3089,"
MBTI를 진작 알았었다면, 마음 속의 폭풍은 없었을 듯.나는 전형적인 ISTJ였던것. 늘 내 할일이 무엇인가 생각했고, 늘 정해진 시간보다 일찍 끝냈고, 약속 시간은 정말 목숨처럼 지키며 살았...문자가 오면 곧장 답을 하는 것이 기본이라고 생각했고, 내가 혹시 전화를 못 받거나 문자를 늦게 봤으면 대부분 답을 보내는 성격이었음. 정말 호감가는 친구를 만나 우정을 20년 넘게 지속해왔는데, 솔직히 정말 힘들었슴. 내 본성을 극복하는 과정이었슴. 내색은 하지못했고. 혼자 삭이며 이것이 너무 일방적인 건가? 수없이 고민 하면서도, 너무 좋아하니까 버티고 관계를 지속했슴. 동성 친구임. 이성 친구였으면 애저녁에 끝났을거임. 그 친구가 INTP인걸 최근에 들었슴. 그제서야, 그 친구가 나에게 나름 최선을 다한 것이었다고, 내가 그의 베프인데도 그 정도 였음을 간접적으로 알게 되어 20년 고민이 해결되었슴. MBTI or 16 personalities가 정확하진 않겠지만, 상대방을 이해하고 배려하는데, 스스로에대해 알게되는 것에 많은 도움을 줌. "
3088,"
성격은 isfj일것 같고 성향은 같은 stj인 estj랑 좀 더 비슷하지 않을까 싶다 "
3087,"
ㅇㅇ "
3086,"
아니 내 친구가 잇팁이었던 엣팁인데 걔가 걍 딱 잇티제 성향이 있음. 좀 더 쎈거랑 J 빼고 다 비슷한 느낌? 너네 잇팁이랑 비슷한 거 말해봐봐. 약간 내가 느낀건 둘 다 효율 중시하고 좀 무심한것도 있어  "
3085,"
근데 난 이 시험 자체의 신뢰성이 거의 제로라고 생각하고 무슨 MBTI별 특징 이래놓고 페북짤로 정리해놓은거보면 바넘효과, 피그말리온효과를 입증하는것 그이상그이하도 아니라고 생각함혹시 ISTJ 중에서 MBTI 검사 결과를 신뢰하지 않음 특징도 있냐 "
3084,"
이름부터가 다르고 위키 문서도 각각 나뉘어있는데 왜 다들 여기서 검사하고 있냐? 같은시험인거 맞아? "
3083,"
ㄹㅇ로 한두살 차이인데 친구먹는거 이해못하고 그래? "
3082,"
그 이성이 몇 년 친구일 때 어떻게 행동해? 연락 빈도나 대화 내용, 좋아하는 사람 앞에서의 태도, 주변 사람이 볼 때 그런 게 보이는지 등등 ... 너무 궁금해 나는 썸이라고 생각했는데 맞는지 아닌지 알고 싶어서 ... 짧게라도 알려주면 너무 도움될 것 같아 !!! "
3081,"
꼰데들 "
3080,"
약속을 하면 자주 늦음일부러 늦으려고 하는 사람이 어딨겠냐만나는 머릿속으로 시뮬레이션 돌려보고 이러면 되겠다 싶어서 그렇게 하다가매번 이러저러한 이유로 계획대로 안되니 시간에 늦거나 급해지게 됨..그래서 남들이 늦는 것도 그럴 수 있다고 생각하긴 함ㅋㅋ대신 약속 자체를 깨지는 않음 아예 지키지 못할 약속은 처음부터 절대 안하고저래서 늦더라도 나가는건 무조건 나감무례한거 알고 미안한데 게을러서 고치는게 쉽지않더라 "
3079,"
같은 인간으로 노이해네.. 근데 나도 잇티제지만.. 감정적이고 게을러지고 꽁 해지고 망상 돌릴 때가 있고  인프피 스러워질 때가 있어서 반성한다  "
3077,"
눈에 보이는 컵이나 접시같은 건 ""웬만하면"" 색깔 별로 맞춤.단 장식장 안에 들어있는 것들은 색깔이나 모양같이 쓸데없는 부분은 신경 안씀.공통적인 원칙은 결벽증이 효율성을 침범해서는 안됨.100%의 깔맞춤과 90%의 효율이라면 효율 쪽을 선택함 (이 효율이라는 게 정확히 뭔진 나도 설명하기 어려움). "
3076,"
1. 본인이 차였을 경우 미련 있다Y/없다N.2. 본인이 찼을 경우 미련 Y/N3. 헤어진 전 애인 카톡이랑 SNS계정 끊음 여부 Y/N4. 헤어진 전 애인이랑 가끔 연락 여부 Y/N5. 헤어진 전 애인이 만나자고 하면 얼굴 보러감 여부 Y/N6. 시간 흐른 뒤 전 애인과 다시 사귈수도 있다Y/없다N내 친구는 자기가 istj라고 했는데, 자기가 마음 떠났다고 5년정도로 오래사귄 여친 차더니 엄청 힘들어 하더라고...? 문항으로 따지면 2- 6번 올 예스임. 너무 오래 만났었어서 자기 감정을 쉽게 판단한거같대.이 갤만 보면 무슨 자로 잰 것 같은 답변만 하길래, 공통적인 경향은 확실히 있나보다 했는데 역시 사바사인가??너넨 어케생각하냐 "
3075,"
S라 개발직 정치인 이런건 일단 논외고그냥 불평없이 벽돌 잘 나를거같은 유형 ㅇㅇ "
3074,"
너무 싫더라. 남한테 싫다는 말 진짜 절대 안하고 그냥 조용히 손절하는데 처음으로 짜증냈음.  "
3073,"
현재 민간인이 아닌 노예인데 사회에 있을때도 거의 항상 시간 확인하고 지냄 내 눈이 바로 도달할 수 있는 곳에 탁상시계 놓고 밖에 나가면 계속 핸드폰으로 시간 확인하고 군대에서도 손목시계로 시간 확인함 근데 어제 시계 잃어버리니까 너무 답답하더라 그나마 계원이라 컴퓨터 시계가 있긴한데 평소엔 손목시계 써서 자꾸 팔 들여다 보고 싸구려라도 시계 빨리 살까 생각 중이었음 다행히 밤에 찾았지만 님들도 시간 자주 확인함? 난 거의 강박 수준인거 같던데  - dc official App "
3070,"
화나면 나 이런 사람 아닌데 니가 잘못해서 이렇게 만든 거임 빼애액 이러고 내가 사과 할때까지 절때 고집 안 굽힘; 이럴때마다 개 패고 싶다 ㅅㅂ "
3069,"
사춘기 이전은 그렇다 치고특히 성인 이후에 그렇게 사람 성향이 확확 바뀔 수가 있나?내 생각엔 바뀌었다고 착각하거나 자기 자신을 속이는 것 같음머리 검은 짐승은 거두는 거 아니라고 (사람은 안 바뀐다) 하잖아나도 istj 중딩 때 이후로 단 한 번도 바뀐 적 없거든..어떤 성향이 중간 쯤에 걸쳐 있어서 검사할 때마다istp istj 둘 중 하나가 번갈아가며 나올 수는 있어도예를 들어서 esfp가 istj가 되는 게 가능한 일임?난 아니라고 봄 "
3068,"
제곧내  혹은 가담해서  - dc official App "
3067,"
작년 11월달에 어플 통해서 만났고 그 뒤로도 계속 만나고 있는 중이야.내가 실수를 해서 부끄러워하고 미안해하면 자기는 신경 안쓴다 그러고 괜찮다 그랬던거가 맨 처음 좋아하게 된 계기? 호감이었고뭔가 나를 안아줄때 기분이 좋았음. 그래서 처음에는 호감? 정도로 가볍게 생각했다가,집 비밀번호도 알려주고 그러는거야. 그래서 나를 신뢰하는구나 싶어서 잘해주려고그 사람집에 매주 가서 청소해주고 같이 밥먹고 응응이도 하고 그랬어.혼자 살아서 과일같은 거 잘 못먹겠구나 싶어서 토마토 안좋아하는 거같길래 청포도 소분되어있는거 사주고아프다길래 당장 죽해주러 갈 상황이 안되서 죽사주고 해달라는거, 원하는거는 거의 다 해준 거같아. 군말없이.근데 내가 워낙 생각이 많아서 자주 현타가 오는데 어느 순간 그 현타 주 내용이 잇티제에 대한 내용으로 덮어지더라고.그래서 내가 생각을 좀 하다가 물어봤어.나 왜 좋아해?- 너는? - 오빠 좋아하니까.나 왜 만나? -넌? - 좋아하니까. 우리 그럼 섹파야? - 대답없음/ 썸이야? - 것도 대답없음나는 오빠 좋아해. - 넌 나랑 사귀고 싶어? - 응. - 우린 정상적으로 만난 관계가 아니라서 힘들 거같아.이런 식으로 내쳐졌는데도 뭔가 그냥 이 사람이 왜 이러는지 속 마음은 모르겠지만,우선 나는 이 사람한테 감정이 있으니까 그냥 내 감정이 죽을 때 까지만이라도 만나자.이 생각으로 계속 만났던 거같아.근데 원래 본인 커피만 사오고 안데려다주고 밥도 잘 안사주고 그랬는데 내가 계속 몸 갈아주니까미안했는지 역까지 데리러 오기도 하고 커피도 내거도 같이 사주고 집까지는 아니어도 집가기 편하게 데려다주고 심지어 밥까지 해주는거야.언제는 전남친한테 연락와서 애절하게 붙잡길래 조금 흔들려서 바로 잇티제한테 전화걸어서 울면서 흔들렸다고 하니까 연차쓰고 만나주더라.근데 저번에 봤을때 씻고 나왔는데 난 쓴 적 없는 머리끈이 나와있고(그 자리에 원래 없었음) 뭔가 쎄해서 물어봤는데뭔소리냐면서 집안에 있는 머리끈 다 가지고 와서 다 니꺼라고 집에 온 사람 너랑 엄마밖에 없고 회사에도 집 이사했다고 안알려주고그랬다면서 화내는거야. 그래서 그냥 넘어갔는데이번주 일요일에 내 생일이란 말이야. 토요일에 자고 가려고 했는데 이미 선약 있다면서대학동기(수학교육과)가 2박3일 놀러온다고 (금토일) 못보겠다 그래서 너무 서운했어.애써 이해하려고 했는데 머리로는 이해되어도 속상하고 그러더라.나도 내가 왜 이렇게 까지 매달리는지 모르겠어. 같은 잇티제로써 내용에 대해 어떻게 생각해,, 욕 박아도 괜찮아.. "
3066,"
이름만 달랑 보내고 내가 답장하기 전까지아무말 없는 사람. 애초에 처음 연락할때부터 본론만 말해줬으면 좋겠다.상대 : ㅇㅇ이~ 나 : 응? 상대 : (안부인사 후 본론 얘기)나 : 대답난 최소한의 카톡만 하고 싶어 "
3065,"
기분 안좋다고 남한테 완전 말 안하거나 표정에서 티나고 말이나 행동으로 드러낼때 너무 짜증남.. 난 기분 안좋아도 드러내지 않는데  "
3063,"
일할때 ㄹㅇ 나좀내버려뒀으면.. 자꾸잡담하려고말거는거극혐 "
3062,"
싸웠다기보다는 서로에게 감정이 상한 상태고 제대로 얘기하지는 않았어 잇티제 친구가 일단 같이 하던 것부터 끝내자고 해서 ..... 끝나고 얘기해보고 싶은데 싫을까? 이 친구가 인간관계를 고민 많이 하고 칼 같이 끊은 걸 몇 번 봤어서 나도 그렇게 손절당할까봐 무서워 .. 이 친구랑은 되게 친한 사이야 .... 너희라면 어떨 것 같아 ..?+ 댓글 보고 추가했어1. 같이 해야 할 과제가 있었고, 잇티제 친구-나-다른 친구 이렇게 같은 팀이야. 우리 셋 다 친한데 잇티제 친구랑 내가 특히 친한 편이고 .. 근데 같이 진행하다가 잇티제 친구가 집중 안 하고 다른 친구(같은 팀 친구 말고 아예 다른 팀의 친구)랑 떠들길래 몇 번 정도 얘기하지 말고 집중해서 하자고 말했고, 그런데도 다른 친구랑 계속 얘기하더라고2. 난 일단 거기에 감정이 상했고 얘 왜 이러나 싶어서 좀 빡쳐 있긴 했어 어제부터 계속 이어진 마찰이라 평소보다 더 참기 힘들기도 했고 ... 그러다가 저녁 시간 쯤에 잇티제 친구가 나에게 화났냐고 물어봤고, 그 때는 별로 대화하고 싶지 않아서 아니라고 했어3. 저녁 시간 이후 약 1시간 반 정도가 지나서 우리 팀이 다시 만났고, 그 땐 잇티제 친구도 빡쳐 보이더라 .... 모둠 내 다른 친구가 해 준 말은 ""얘(잇티제 친구)는 진짜 자기한테 화난 걸 말을 해줘야 알더라 너도 말해봐"" 여서 내가 말 안 하고 티만 내서 빡쳤나 싶기도 했음4. 어찌저찌 하다가 밤에 다시 연락이 왔어 생각이 많으면 차분해져서 빡친 것처럼 보였을 거라고 일단 같이 하던 것부터 끝내자고 하더라 알겠다 했고 .... 새벽까지 같이 하다가 다음 날 아침이 됐어5. 나랑만 말을 안 해 그냥 없는 사람 취급하는 느낌 .... 얘기하고 싶은데 회피하는 것 같기도 하고이 상황에서 내가 잇티제 친구에게 손절당할 것 같아? 그게 아니라면 나에 대한 모든 감정을 정리했을까? 내가 아니라 그 친구가 잘못한 부분인데 내가 왜 걱정하는지 진짜 ... 겉에서 보면 감정이 아예 안 드러나서 연락하면서 얘가 어떻구나 생각하는데 연락도 못하니까 답답해.. 이 상황에서 내가 한 번 더 얘기해 보자고 연락하는 게 맞을까? 글 이해 잘 안 되면 미안 멘탈 나간 상태에서 쓴 거라 ㅜㅜ ... 친구들도 잇티제 친구의 감정을 잘 몰라서 물ㅇㅓ볼 데가 여기 밖에 없어 ........ "
3058,"
궁금ㅇㅇ- dc official App "
3057,"
원칙과 절제는 있고 탐욕은 없다 "
3056,"
너네가 조금 거북스러운 사람이 있는데,(싫은건 아니고 굳이 만날필요 없는 사람)그 사람이랑 하루정도 만나서 뭘 해야함.이때 어떤 경우가 istj들이 그 사람을 만날 수 있게 설득할 수 있을까?1. 그 사람을 만나면 ~~한 이점/좋은점이 생길때2. 그 사람을 만나지 않으면 ~~한 불이익/안좋은 점이 발생할때그리고 번외로, 너네에게 하기 싫거나 굳이 안해도 되는 일을 시켜야할때 어떻게 말하면 설득이 될거같음? "
3055,"
XXFP 애들 다 포함한거야? 주변 사람들 MBTI 몰라가지고 뭔지 모르겠음  - dc official App "
3053,"
프로젝트 같은 거 할때, 다른사람들이랑 마찰 많아???난 마찰같은 거는 없어도 혼자하는 것이 편한 것 같음.의견좀 ㅠ "
3051,"
엣프피라 나랑 다 다르니 호기심에 놀러갔는데, 150년을 살거라는 글 보고 비현실적이라는 것에 충격받아서 ㅋㅋ 현실적인 팩폭하고 옴.. 아무리 인티제지만 예네도 n은 n이구나 라고 느낌.그리고 저런 비현실적인 소리나 하는데 뭐가 이성적인지도 모르겠음. 애초에 이성적이면 저런 말도 안되는 소리를 어케 해.. 오히려 자제시키는 측에 들겠지 안그렇냐?인티제 잇티제 가장 생각깊고 똑똑한 이미지인데 잇티제만 그런 이미지인걸로.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
3050,"
내 잇티제 친구는 자기 이야기 엄청 하던디  물론 내가 잘 들어주긴 함   - dc official App "
3048,"
본인은 ㄹㅇ 틀린거 하나 없음  - dc official App "
3047,"
올해 수능 준비하는 재수생입니다성격상 계획을 세우고 실행하는 편이라 계획을 진짜 중요시하는데몇시간,몇분 이렇게 세우니까 조금이라도 시간이 초과돼서 계획이 어긋나면 너무 스트레스 받고 자존심상해요..예를들어서아침 8시부터 11시까지 국어를 한다고 계획을 세웠는데 11시 반에 끝나면아 시발.. 오늘 계획은 망했다 ..이런 생각이 들면서 집중력 낮아지고 하기 싫어져요..물론 다른 과목에서 빨리 끝내면 되고, 계획을 할당량으로 짜면 된다는걸 아는데도쉽지가 않네요..조언좀 부탁드려요! "
3046,"
먹고사는데 지장안주면 회식같은건 절대 참여파고싶지 않음 ㅅㅂ 내버려뒀으면  "
3044,"
최근에 해보니 intj로 바뀜뭐가 바뀐거임? "
3042,"
샤프,샤프심,지우개,삼색볼펜,형광펜 5개 끝혹시 필통 안들고 갈까봐 가방에 샤프,지우개 여분으로 들고다님솔직히 형광펜 여러개 볼펜도 같은 색 여러개 가지고 다니는 사람 이해 안감. 그걸 다 쓰나? "
설문,
