number,title,writer,ip,date_dict
344907,애니어그램 했는데 이거 좋은거임?,ㅇㅇ,(222.105),"{'class': ['gall_date'], 'title': '2021-07-23 20:52:10'}"
344906,ufo가 미래에서 여행온 사람이었으면 좋겠다,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 20:51:40'}"
344905,감정이 요동쳐,트리링,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:50:46'}"
344904,니들은 존나 문제가 많아!! 알아 쳐먹어?,ㅇㅇ,(58.127),"{'class': ['gall_date'], 'title': '2021-07-23 20:50:42'}"
344903,지금 달 정신나감,당근,(110.70),"{'class': ['gall_date'], 'title': '2021-07-23 20:49:27'}"
344902,투표,잇팁,(49.246),"{'class': ['gall_date'], 'title': '2021-07-23 20:46:16'}"
344901,이거 무조건 공지 올려라,ㅇㅇ,(58.127),"{'class': ['gall_date'], 'title': '2021-07-23 20:42:10'}"
344900,수면내시경 조심해 얘들아.. ,22328,(110.70),"{'class': ['gall_date'], 'title': '2021-07-23 20:41:18'}"
344899,완장 왜 한명 더 늘었음?,ㅇㅇ,(58.127),"{'class': ['gall_date'], 'title': '2021-07-23 20:37:38'}"
344898,무안에 ufo 신고 여러건 있었다는데,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 20:36:48'}"
344897,얘네둘이 다른캐임! 알아옴!!!!,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:36:35'}"
344896,모야 비추가사라졌어,숩이,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:36:04'}"
344895,후... 내가 선택한 업이다 악으로 깡으로 버틴다,하뷰러리배터리,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:34:53'}"
344894,흐음 좆같다,ㅇㅇ,(211.114),"{'class': ['gall_date'], 'title': '2021-07-23 20:34:52'}"
344893,나는 내가 할 수 있는 최선을 다하고잇는건데,트리링,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:31:32'}"
344892,아나 인프피,ㅎㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:30:53'}"
344891,얘가 얘 때리는데? ,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:30:47'}"
344890,너네 밥먹을 때 물 마시니?,ㅇㅇ,(119.206),"{'class': ['gall_date'], 'title': '2021-07-23 20:29:48'}"
344889,몰라콘 너무 좋아..,인픞갤전용아이디,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:28:50'}"
344888,님들 시간있음?,아에올리스,(106.101),"{'class': ['gall_date'], 'title': '2021-07-23 20:28:07'}"
344887,식은 양념치킨 맛있게 먹는 법,잇팁,(49.246),"{'class': ['gall_date'], 'title': '2021-07-23 20:27:30'}"
344886,스스로를 돌봐야 해,트리링,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:27:23'}"
344885,사랑한다고 말하는거 기분 좋자나,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:26:42'}"
344884,빌런이 카리스마있고 강력할수록,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:23:44'}"
344883,애듀라,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:23:05'}"
344882,기상,두번째달,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:19:52'}"
344881,인프피 신기한점,잇팁,(49.246),"{'class': ['gall_date'], 'title': '2021-07-23 20:19:39'}"
344880,찬물의 계절,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:17:52'}"
344879,니들도 마춤뻡안지키면 극혐하냐,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:16:35'}"
344877,졸립다,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:14:29'}"
344876,응애 나 좆소 인프피 사장,ㅇㅇ,(119.206),"{'class': ['gall_date'], 'title': '2021-07-23 20:14:03'}"
344875,밑글 보고 풋풋한 느낌에 설렜다,ZENA,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:11:55'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
344874,인프피들은 gta안좋아할것같아,잇팁,(49.246),"{'class': ['gall_date'], 'title': '2021-07-23 20:11:15'}"
344873,infpa 8시 20분까지 질문받아요,그대나를사랑,(110.12),"{'class': ['gall_date'], 'title': '2021-07-23 20:09:47'}"
344872,클리셰가 제일 효과적이니까 클리셰가 된거겠지?,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:09:19'}"
344871,우라​통 터​진다는게 먼말​임 ??​?,ㅇㅇ,(49.175),"{'class': ['gall_date'], 'title': '2021-07-23 20:09:11'}"
344870,infp와의 관계가 고민이라면 참고할만한거,ㅇㅇ,(49.168),"{'class': ['gall_date'], 'title': '2021-07-23 20:09:07'}"
344869,하아 퇴근,트리링,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:07:44'}"
344867,탈갤할게,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 20:06:11'}"
344864,빚쟁이 석사 vs 돈많으 고졸,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 20:02:43'}"
344862,질문 받음,잇팁,(49.246),"{'class': ['gall_date'], 'title': '2021-07-23 20:00:28'}"
344861,KBS에서 대한민국 국가대표 1명 1명 보여주는데 다들 너무,스텔라^_^,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:57:44'}"
344860,오늘 묭실가따와써,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-23 19:57:24'}"
344859,TJ 유형들 공통점,아에올리스,(106.101),"{'class': ['gall_date'], 'title': '2021-07-23 19:52:55'}"
344858,이거,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:50:46'}"
344857,영웅이 악당때려잡는 이야기는 너무 뻔한데,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:50:43'}"
344856,검사하면 애매하게 나와 매번,우리집율마는햇빛을좋아해,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:48:58'}"
344855,추천요정 일로와,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:48:45'}"
344853,오늘 받은 내 식물 구경해,우리집율마는햇빛을좋아해,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:43:43'}"
344852,올해는 레몬이다,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:42:58'}"
344851,남의 기분 신경 안쓰고 살려고 노력중이야,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:40:18'}"
344850,infp 애니어 6번유형 있어?,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-23 19:38:18'}"
344849,가게 갈아엎고싶다,하뷰러리배터리,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:37:54'}"
344847,나 infp인줄 알았는데 전혀 정 반대였네,메렁,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:36:39'}"
344844,도쿄야경 아름다운 거 봐,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-23 19:35:57'}"
344843,올림픽은 동계올림픽이지,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-23 19:35:48'}"
344842,온젠간 헬스 할거야,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:35:38'}"
344840,infp가 가스라이팅 당하는쪽은 아닌듯,ㅇㅇ,(49.168),"{'class': ['gall_date'], 'title': '2021-07-23 19:33:53'}"
344839,올림픽 개회식 같이보자~,아게무리,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:32:22'}"
344838,인프피인데,135,(122.37),"{'class': ['gall_date'], 'title': '2021-07-23 19:32:12'}"
344837,화난건 참는데 억울한건 못참겠어,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-23 19:31:40'}"
344836,외모 보는게 까일 일인가?,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:30:32'}"
344835,인프피들 매도하고싶다. 가스라이팅마렵다,ㅇㅇ,(61.84),"{'class': ['gall_date'], 'title': '2021-07-23 19:29:09'}"
344834,인붕갤 비추 없어졌네,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-23 19:28:45'}"
344833,인프피 특,ㅇㅇ,(222.238),"{'class': ['gall_date'], 'title': '2021-07-23 19:28:19'}"
344832,아예 쑥맥도 아니고 연애경험 있는 infp한테는,ㅇㅇ,(49.168),"{'class': ['gall_date'], 'title': '2021-07-23 19:26:27'}"
344831,인붕이드라 나 익어,ㅇㅇ,(218.48),"{'class': ['gall_date'], 'title': '2021-07-23 19:25:50'}"
344830,그놈의 신호드립,ㅇㅇ,(121.175),"{'class': ['gall_date'], 'title': '2021-07-23 19:24:57'}"
344829,내가전화하자해주면 전화해주는 남자한명 있는데,옌이일,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:20:53'}"
344828,인프피가 당당해지기 어려운 이유중에 외모도 큰 것 같음,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 19:16:42'}"
344827,타성향갤가서 질문받아보려는데 어디로 갈까,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:14:07'}"
344826,오늘 너한테 이 노래를 보내줄거야,INFP,(175.208),"{'class': ['gall_date'], 'title': '2021-07-23 19:13:58'}"
344825,엣팁있어? ,ㅋㅋ,(116.43),"{'class': ['gall_date'], 'title': '2021-07-23 19:12:49'}"
344824,인프피 남자친구 심리가 뭘까,ㅇㅇ,(211.231),"{'class': ['gall_date'], 'title': '2021-07-23 19:05:10'}"
344823,요즘 날 웃게 만드는 여자 때문에 매일 두근거린다,INFP,(175.208),"{'class': ['gall_date'], 'title': '2021-07-23 19:04:54'}"
344822,인프피들이 화낼땐 칭찬해줘야해,ㅋㅋ,(116.43),"{'class': ['gall_date'], 'title': '2021-07-23 19:03:30'}"
344821,엣팁 부럽다,ㅋㅋ,(116.43),"{'class': ['gall_date'], 'title': '2021-07-23 19:02:44'}"
344819,훅없이 잽만 보내면 모른다고 하니 생각난다,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:02:13'}"
344816,겨울딸기,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 19:01:26'}"
344814,앨범 와따,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-23 18:56:06'}"
344813,estp한테도 질문해줘,ㅇㅇ,(211.231),"{'class': ['gall_date'], 'title': '2021-07-23 18:55:39'}"
344811,나만큼 파란색 좋아하는 인붕이 있나,씨발,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:51:37'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
344810,남자한테 최종신호 보냈는데도 별 미동이 안보이면,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:50:40'}"
344808,난 연애같은거 안함,인프피아재,(211.36),"{'class': ['gall_date'], 'title': '2021-07-23 18:49:33'}"
344807,우리 인붕이들은 estj에 관심이 많구나,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 18:49:30'}"
344806,2 pac 형님 보구가,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 18:48:17'}"
344805,나빼고 다 연애하네 ,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:45:08'}"
344804,지금 듣는거,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:44:43'}"
344803,인프피여자가 이상형 물어보는거,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 18:43:54'}"
344802,ㅁㅊ 돼지갈비찜 그냥 기름맛이였네,잉뿌삐,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:42:17'}"
344801,에이셉 노래,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 18:42:04'}"
344800,난 남자한테 신호 이렇게보내는데 ,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:39:23'}"
344799,"피싱주의, 남의 말 곧이곧대로 듣는거 아님",ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 18:37:33'}"
344798,선을 넘지 않으려면 어떻게 해야 할까,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:37:21'}"
344797,어그로나 관종이 가장 무서워하는거 ,아에올리스,(106.101),"{'class': ['gall_date'], 'title': '2021-07-23 18:35:50'}"
344796,원래 그린라이트 신호는 장난인척 미친척하고 주는거지,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:33:15'}"
344795,뭐야 비추 없네,동네뉴비,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:32:08'}"
344794,여자가 장난으로라도 이런말 할 수가 있음??,ㅇㅇ,(218.158),"{'class': ['gall_date'], 'title': '2021-07-23 18:25:33'}"
344793,P와 j는 바뀌기도 하는거 같음,인프피아재,(211.36),"{'class': ['gall_date'], 'title': '2021-07-23 18:14:33'}"
344792,펌) 9급까는사람들의 직업,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:12:37'}"
344791,애매하면 고백을 박아,로승진,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:10:23'}"
344790,내사랑 다시 어떻게든 되찾고싶엉,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 18:05:09'}"
344789,선 미치게 그은 것 같다,ㅇㅇ,(39.120),"{'class': ['gall_date'], 'title': '2021-07-23 18:04:47'}"
344788,어렸을적 내꿈,인프피아재,(118.37),"{'class': ['gall_date'], 'title': '2021-07-23 18:04:30'}"
344787,펌) 올바르게 디시하는법,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:58:06'}"
344785,코로나 감기라 여름엔 덜 할거라며 뻥쟁이들 믿은 내가 바보,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 17:54:43'}"
344784,감정이 없으면 행복을 느낄수가 없지,나강림,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:48:55'}"
344783,속보,무지개는있다,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:47:36'}"
344782,인프피한테 칭찬했는데 부담이래...,ㅇㅇ,(180.182),"{'class': ['gall_date'], 'title': '2021-07-23 17:47:03'}"
344781,ESTJ남자 질문받을게.,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 17:38:19'}"
344780,ENTP X INFP,ㅇㅇ,(1.227),"{'class': ['gall_date'], 'title': '2021-07-23 17:35:47'}"
344779,조따빡치네 진짜,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:34:58'}"
344778,(2021.07.23)백신 부제-개강,public,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:34:45'}"
344777,난 이번 인연이 마지막이라고 생각중임,ㅇㅇ,(123.214),"{'class': ['gall_date'], 'title': '2021-07-23 17:32:41'}"
344776,연애할 때 안 불안하니,ㅇㅇ,(121.180),"{'class': ['gall_date'], 'title': '2021-07-23 17:25:08'}"
344775,아씨 노래,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 17:24:42'}"
344774,근데 확실히 경쟁을 붙여야 성장이 빠르긴해,ㅇㅇ,(123.214),"{'class': ['gall_date'], 'title': '2021-07-23 17:23:35'}"
344773,생각나는 대로 끄적은 글,ㅇㅇ,(114.201),"{'class': ['gall_date'], 'title': '2021-07-23 17:23:06'}"
344771,나 고등학교때,산호,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:17:51'}"
344770,신기한게 인픕은,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 17:17:40'}"
344768,애들아 너희들은 패드립 어떠케 생각해?,57렙냥독증,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:15:56'}"
344767,혼자 나갔다오고싶은제,음음음,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:12:35'}"
344766,얘들아 나 중고등학교시절 궁금한점있음,수희,None,"{'class': ['gall_date'], 'title': '2021-07-23 17:06:01'}"
344765,CORONA 코로나 블루 레드 대처법,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 17:02:42'}"
344764,일이 눈에안들어온다,무지개는있다,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:58:36'}"
344763,요즘은 진짜 이정도 오르막 걸어가서 도서관가기도 귀찮아,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 16:57:49'}"
344762,Infp들이 좋아하는 짤,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-23 16:56:31'}"
344761,아빠 친구분이랑 이야기 하는데 울뻔했어,뀨흉,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:56:14'}"
344760,이것도 인프피 특일까,ㅇㅇ,(1.244),"{'class': ['gall_date'], 'title': '2021-07-23 16:49:24'}"
344759,나 심심해,옌이일,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:44:02'}"
344758,정신병이 있다고 진단받으면 덜 우울할까,ㅇㅇ,(222.238),"{'class': ['gall_date'], 'title': '2021-07-23 16:43:40'}"
344757,목표 달성하고 더 우울해지는 사람 있니,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-23 16:43:04'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
344756,발사이즈 250인데,ㅇㅇ,(110.47),"{'class': ['gall_date'], 'title': '2021-07-23 16:38:45'}"
344754,다들 감정 컨트롤하는 노하우 있냐,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 16:29:23'}"
344752,와 진짜 장난하나...장난둘,당근,(211.222),"{'class': ['gall_date'], 'title': '2021-07-23 16:20:25'}"
344751,근데 요즘 10~20대들이 신세대적이라고 할 수 있음?,ㅇㅇ,(220.74),"{'class': ['gall_date'], 'title': '2021-07-23 16:20:08'}"
344749,기억에 많이 남은 만화,57렙냥독증,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:15:06'}"
344747,요즘 즐겨 하는 겜,ㅇㅇ,(61.84),"{'class': ['gall_date'], 'title': '2021-07-23 16:13:58'}"
344746,와 심각하다 뉴스 보니 코로나 연예인 운동선수 전방위 확산 중이다,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 16:13:47'}"
344745,폰바꿨다아아아,옌이일,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:12:41'}"
344744,도서관 책이음 서비스 처음에는 와 완전 편해 이랬는데,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 16:09:05'}"
344743,도서관하니 생각나는데,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 16:05:16'}"
344742,코로나 내년까지 힘 내주면 좋을듯,메렁,None,"{'class': ['gall_date'], 'title': '2021-07-23 16:03:41'}"
344740,코로나 피해 큰 곳 중 하나가 영화관 폐업 속출,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 15:55:32'}"
344739,롱보드잘타는여자 ㅈㄴ멋져,둘만아는비밀,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:54:40'}"
344738,횡단보도 기다리면서 새 찍었어,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:53:43'}"
344737,인프피들은 책좋아하니까 도서관 가는거 좋아해?,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 15:48:37'}"
344736,친구가 잘못해서 손절했는데,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-23 15:46:17'}"
344735,요새 드럼에 빠짐,코코¡,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:46:03'}"
344732,대인배가 되세요,클린맨,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:41:12'}"
344731,인프피들은 극마초 사회에서 어떻게 살아남음? ,ㅋㅋ,(116.43),"{'class': ['gall_date'], 'title': '2021-07-23 15:41:06'}"
344730,여긴 왜 비추가 없지,ㅇㅇ,(218.53),"{'class': ['gall_date'], 'title': '2021-07-23 15:39:36'}"
344729,인프피 마을.jpg,ㅇㅇ,(59.12),"{'class': ['gall_date'], 'title': '2021-07-23 15:38:39'}"
344728,코로나에 강하다 내가 돈 있으면 이 주식 삼,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 15:38:05'}"
344727,장점이 장점이 아니어써,산호,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:32:57'}"
344726,요새 아무이유없이 사람 패고싶음,57렙냥독증,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:32:30'}"
344724,면접거절 두번했던 회사에서 연락옴,ㅇㅇ,(220.74),"{'class': ['gall_date'], 'title': '2021-07-23 15:32:19'}"
344723,인붕이들의 사회공동체가 필요하다,당신도기릿하시오,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:28:15'}"
344722,서울 장점,산호,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:27:32'}"
344721,공짜 섹스 개념을 생각하면서 행동해? ,ㅋㅋ,(116.43),"{'class': ['gall_date'], 'title': '2021-07-23 15:27:10'}"
344720,인븅이 12시간 영업 준비물,하뷰러리배터리,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:25:13'}"
344719,오늘 사태를 보고 쓴 완장에 대한 긴 글,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-23 15:23:49'}"
344718,스킨 처음발랐을때 체감 조또 안됐는데,로승진,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:19:45'}"
344716,정병이지만 그래도 정신과의사가 좋아하는 정병임,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-23 15:15:16'}"
344715,여갤러들 요즘 어떻게 화장하고다니냐,옌이일,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:10:42'}"
344713,자지,로승진,None,"{'class': ['gall_date'], 'title': '2021-07-23 15:06:55'}"
344712,지방 인붕이의 소망,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-23 15:01:51'}"
344711,신경쓰인다,ㅇㅇ,(14.46),"{'class': ['gall_date'], 'title': '2021-07-23 15:01:28'}"
344710,매미 모가지를 비틀어도 여름은온다,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 15:01:02'}"
344708,존버는 승리할 것이다,public,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:57:29'}"
344705,전남친한테 다시 연락할까말까,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-23 14:51:09'}"
344704,무조건 해야하는 일인데 기분안좋으면,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-23 14:51:01'}"
344703,20살 되자마자 용돈 끊는거 어떻게 생각해?,o o,(61.84),"{'class': ['gall_date'], 'title': '2021-07-23 14:50:54'}"
344701,내 지갑,산호,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:47:35'}"
344700,저 인프피 뉴비인데 님들 왤케 나긋나긋하게 얘기해여..,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-23 14:46:54'}"
344698,근데 요즘세상에 등록금 벌려고 알바하는 사람이 실존해?,ㅇㅇ,(125.135),"{'class': ['gall_date'], 'title': '2021-07-23 14:45:46'}"
344697,인붕이들 지갑에 얼마 있어?나 부자인듯,o o,(61.84),"{'class': ['gall_date'], 'title': '2021-07-23 14:43:09'}"
344695,아 씨 다여트중인데,ㅇㅇ,(175.212),"{'class': ['gall_date'], 'title': '2021-07-23 14:35:27'}"
344694,님들은 뭐 해보고싶어요? 돈 떠나서,ㅇㅇ,(121.180),"{'class': ['gall_date'], 'title': '2021-07-23 14:35:17'}"
344693,아 젠장 더럽게 배고프네,한빌딩,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:34:16'}"
344692,.,ㄴㄴ,(222.112),"{'class': ['gall_date'], 'title': '2021-07-23 14:33:13'}"
344691,돈없는게 자랑은 아니지?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 14:33:08'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
344690,초밥 고른거 핑까좀,하뷰러리배터리,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:29:52'}"
344689,우와 매미 운다,인브비,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:29:21'}"
344688,님들은 누가 계~~~속 놀리면 어떻게대응함?,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-23 14:29:16'}"
344687,너네 고소해본 적 있어?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-23 14:28:55'}"
344686,요즘 느끼는것,ㅇㅇ,(121.180),"{'class': ['gall_date'], 'title': '2021-07-23 14:25:13'}"
344685,아씨 점심시간 지났네,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-23 14:19:32'}"
344683,이거 맛있네,로승진,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:15:49'}"
344682,감상문,ㅇㅇ,(58.233),"{'class': ['gall_date'], 'title': '2021-07-23 14:12:15'}"
344681,낮잠은 최고지,뀨흉,None,"{'class': ['gall_date'], 'title': '2021-07-23 14:10:36'}"
344680,발사이즈 몇같아보여?(혐주의),ㅇㅇ,(110.47),"{'class': ['gall_date'], 'title': '2021-07-23 14:07:52'}"
