number,content
3064,"
한번 모아보자밑엔 내 주관임1.개 솔직 노빠꾸 직진(밀당 ㅈㄴ싫어)2.이상형 내 눈에만 잘생겨 보이면 됨3.생각보다 안놀았음(담배x, 헌포 클럽 헌팅 도박 등 나쁘다는 거 안해봄)4.사람 안가리고 관계도 가벼움(언제든 끊어버릴수 있다 생각)5.즐거운 거 좋아함 근데 꼭 사람만나는거 아님(혼자 취미 ㄱㅆㅅㅌㅊ)6.진정한 친구는 딱히?7.나한텐 내가 최고 위로도 스스로 인정도 스스로8.놀리면 욕박음 그래서 타격감 좋대 ㅅㅂ9.걍 쎄보인단,다가가기 어렵단 소리 많이 들음(얼굴 귀염상+예쁨 몸매 피지컬 있긴함)10.아 그렇구나 그럴수있지 항상 생각함 사람,행동 이해하기 싫음11.저 사람에 대해 알고싶어 x 그냥 뭘해도 이유가 있겠거니 깊이생각 안함12.꼴리면 함 안꼴리면 안함13.주변 조언 그런가? 하면서 들어도 걍 행동은 내맘대로 함14.넷플 다큐 개좋아함 드라마 영화는 코미디만15.나 자신을 이해하기 위해 심리학 인간학 배우는거 좋아함(남 상담 목적 아님)16.치켜세워주기 잘함 처음 만난 사람한테 멋지다 예쁘다 등등17.방목형 인간임 연애나 친구나 굳이 의심하지 않음18.오감을 잘느낌19.남친이 여사친이랑 따로 만나도 상관 ㄴ 근데 내눈에 꽁냥거린다? 넌 오늘 뒤졌어 ㅆㅂㄹㅁ20.착하고 재밌는 사람 좋아함21.칭찬 받는거 쑥스러웠는데 요샌 걍 내가 그런편이긴 하지 + 내가 잘나서? 라고 선빵침22.쉽게 질림(적기 귀찮아짐)23. 많이 놀았을것 같대24.생각보다 우유부단, 남한테 어떤게 좋아 물어봄(근데 결국 내 꼴리는대로 함)난 공감말고 다른 엣팁 여자들은 어떤지 궁금함내가 이만큼 적어줬는데 내 궁금증 해결하게 해줘 "
3063,"
지금 너무 궁금함  - dc official App "
3062,"
나는 길갈때 멍때렸다가 갑자기 할일 생각나거나 잡생각이 떠오름 ㅇㅇ  심지어 뭐 하고 있을때 갑자기 그 일이랑 관련 없는 게 생각나서 다른 일함 ㅇㅇ 니네는 어떠냐? 나 N임?  - dc official App "
3061,"
※(귀찮은 엣팁님들아 굵은글씨만 읽어줘도 돼)주변에 말함??엣팁이랑 둘이서 술 몇번 마셨는데  (회사 선후배 사이로)오늘 엣팁 없는 자리에서 엣팁친구가 나한테엣팁이 너한테 고백하면 어떨 것 같냐고 물어봄난 엣팁 개조아하는데 슬슬 맘 접고 있었거든혹시 엣팁이 내 얘기해서 친구가 떠본걸까 싶어서. 엣팁들 생각은 어때? "
3060,"
친구들이랑 뭔 얘기하면 꼭 너 알고 있었어!?!?!?!? 이 소리 ㅈㄴ 많이 듣지 않냐ㅋㅋㅋㅋㅋㅋ알고 있었는데 궁금하니까 모른 척 하고 더 파고들거나 걍 연루되기 귀찮아서 아가리 하거나 둘 중 하난 듯   "
3058,"
3, 4, 5, 6월 플리에 이어 7월 갤 믹스테잎을 만들고자 합니다.https://gall.dcinside.com/m/entp/168803 <--- 6월 갤 믹스 테잎본 게시물에 <댓글>로 믹스테잎에 들어갈 원하는 노래 '한 곡'만 써주세요.신청 곡은 금월 22일 까지 받습니다. "
3057,"
ㅇㅇ? "
3056,"
ㅈㄱㄴ "
3055,"
울 엣팁 엄마랑 나랑 서로 짱친이고 엠비티아이갤 가서 내가 제일 좋아하는 성격의 성향 물어보니까 엣팁이라네 엣팁홧팅나는 인티제 "
3054,"
게임 닉넴 추천좀  "
3053,"
남자친구랑 나 둘 다 진지한 마음이 아닌 거 같음 ㅅㅂ..그냥 분위기 ㅈㄴ 타서 사귄 거 같은데 어카지- dc official App "
3052,"
집이 좀 여유잇게 살아서 이렇게 된거같음 "
3051,"
친해진지 1년반 되가는데 처음엔 마음이 없었다가얘가 너무 잘 챙겨주고 만나기도 많이 만나서 (주변에서 사귀냐고 오해도 했었음)그정도로 친했고 얘가 챙겨주고 잘하니까 점점 마음이 가더라…..시팔연락 안되면 뭐해라는 식으로 집착했는데원래 엣팁이 집착 당하면 정뚝떨이잖아요즘 얘가 인생노잼시기인가봐.. 인스타 비계에 연락도 귀찮고 집에 쳐박히고싶다고 올렸드라. 그래서 내 연락 답장 텀도 느려짐 동시에 집착도 하고 ㅅㅂ 이거 어쩌냐? "
3050,"
나 아는 엣팁은 겉보기에나 겜블러 이미지지  재테크 동향은 또 잘 알고 써먹던데  신기한 게 저축은 잘 안하는 것 같더라?  직업도 안전하게 오래 하는 것보단 이직만 연봉 높은 데로 자주 하면서 안해본 일 없고  주식 달러 금 부동산 소액으로 점점 크게 불려서 그때그때 단타~중타성으로 먹었다 함 그 중 몇개만 장기로 남겨두고 그게 무한반복인듯 하는 얘기 들어보면  혹시 엣팁들은 저축의 개념은 잘 없냐?   "
3048,"
?? "
3047,"
ㄹㅇ 진짜 존경하고 배울점 있는 사람한테 훈수? 조언? 듣는거당연히 받아드리고 리스펙 하겠는데ㅅㅂ 진짜 능력도 뭣도 안되면서어떻게든 사회적 위치 내세울려고 잘하고있는 사람 붙잡고 훈수하고 억압하고 ㅅㅂ 제재하려는거진짜 ㅈ같다위치는 알겠다고요 대우 안해주는것도 아니야다른사람한테 인정받고싶으면 능력을 키워야지후야발 숨막힌다 "
3046,"
그리고 글 읽어보니존나 똑같아짐직업에 따라 사람 성향도 바뀌나봐?원래 직업은 번통역 무역영업 쪽이었음상담하다보니 이사람이 뭔소리하는진 모르겠는데중요한 키워드만 잡아서 공감해주는 척 존나하고웃으면서 비슷한 케이스나 내 얘기 해주면서 떠들고 계약서 적다보니변해버림인생살기 편해지고 시간 졸라 잘감 요즘 ㅋㅋ "
3045,"
어떤 삶을 사는거냐 estp!  - dc official App "
3044,"
난 존나 짜릿하고 신나더라 ㅇㅇ코로나 전에 친구랑 뭐 얘기하다가 일본 가고싶다~ 이런 얘기나왔는데그럼 내일 일본가자 ㅇㅈㄹ 해서 바로 표끊고 담날에 새벽에 캐리어들고 인천공항가는 버스타러 가는데 존나 짜릿하더라 ㅋㅋㅋㅋㅋ아직도 그때 기분 못잊음 ㅋㅋ이건 좀 비슷한건데 20살 막 되어서 클럽 안가봤을때 궁금한데 가보고는싶고 이러고 있었는데야 그럼 한번 가보자! 해서 넷이서 택시 잡아서 바로 쐈는데 그때도 존나 신났음 ㅋㅋㅋㅋㅋ걍 계획없던 무지성 신나는 일 ㅈㄴ 좋아하는듯 ㅋㅋ "
3043,"
연예계 씹프피 너무많다 "
3042,"
찐따 istp인데 좀 때려주라 m성향이다 "
3041,"
여기오니까 나같은사람 294882020294명이네 예체능계열이라 infp 속에서 살아남기힘듬 "
3040,"
ㅈㄱㄴ- dc official App "
3039,"
1) 난 스릴넘치는거 좋아함 놀이공원 가도 무조건 롤러코스터, 바이킹. 기회되면 번지점프 해보고 싶고2) 약간 선넘을랑말랑 하는 드립 좋아함3) 노래는 힙합이나 알앤비같이 내 고개를 끄떡이게 만들어야함(이건 걍 취향인가?) 근데 뭐든 하나만 여러번 듣다보면 좀 질려서 계속 플리 바꿈4) 공부 계획세워서 안해서 맨날 벼락치기하다 학점조짐. 근데 왜 미래걱정은 안되는걸까5) 가식떠는 새끼들 존나 꼴보기 싫음. 차라리 나빠도 솔직한게 낫다는 주의6) 본인 역시 할말 하는 스타일. 그래도 옛날에는 상대 기분나쁠수있어도 숨기는것보다는 낫다는 마인드로 걍 노빠꾸로 말했는데 사회생활 좀 하다보니 좀 돌려말할줄 알게됨.7) 이 성격때문에 친구가 많지는 않은거 같다 근데 이 성격 이해하고 친구되는 애들은 허물없을 정도로 친함. 좁고 깊은 느낌8) 내기 좋아함 ㅋㅋ 근데 내가 이길 내기만하려고함 ㅋㅋ 써놓고 보니 존나 양아치같네9) 재미 존나 추구함. 뭐든 재밌어야함. 그래서 RPG 게임 잘 안함. 사냥, 노가다 재미없어서10) 식욕, 성욕, 수면욕 전부 높은듯 ㅋㅋㅋ; "
3038,"
두 번 기회주고 투명인간 취급한다.내 일에 간섭하면 죽여버린다..걱정 적당히 해줘라.. 선넘어서 나를 휘두르려 하면 죽인다.내가 너를 휘두를꺼야 "
3037,"
주로 저런애들이 존나 답답하고 음흉하단말야  나랑 상극  - dc official App "
3036,"
현실적인 망상 하냐?  - dc official App "
3035,"
상대방에게 미안하고 진심이 전달됬으면 하는 마음보다와 나 ㅈㄴ잘쓴듯 근데 상대한테 안먹힌다면 어쩔수 없지 하는 생각이 먼저 드는데개 또라이냐 "
3034,"
존나유치뽕짝 간지안나고 재미없음..초딩때부터 팝송만들음기생충이런영화는 보고뭐 독립영화같은 거 중에서 작품성있는건 보는데 한국영화별로안좋아함 국가대표이런st존나 싫어 "
3033,"
쓰면서 현타 안오나  "
3032,"
I랑 N이 거의 반반이고 E랑 S도 거의 반반임그때그때 기분따라 바뀌는듯 "
3031,"
나는 그냥 무논리를 논리로 바꿈 ㅇㅇ 안되면 그냥 흘려들음  - dc official App "
3030,"
엣팁 섹스마왕이라는 이미지 있는데 난 존나 유흥과는 거리가 먼사람임 솔직히 좀 이상한 취향이 있긴 한데 그걸 자주 생각하지는 않고 평소에는 거세당한 수준임 엣티제 섞인 야망충이라 그런가 이성관계<일이고 진실된 사랑을 나눈다는게 어떤건지도 ㅈ도모르고 애인사귀는걸 일종의 놀이처럼 치부하게 됨 전여친도 연락집착하고 귀찮아서 찼음 굳이 사귈거면 연락 느슨하게 하고 각자 일을 최우선으로 하다가 질리면 헤어지는걸로 하고싶음 그래서그런지 헤어졌다고 몇달동안 울상인 사람들 위로도 못하고 이해도못함 nf들이랑 사귀면 ㄹㅇ 5시간 내로 차일자신있다 "
3029,"
ㅇㅇ본인 엣팁 나도해볼까함물론 다른사람들꺼 길어서 안읽음일단 본인소개여중여고나와서 대학은 남초과 1. 중고딩때 심지어 대학때까지 나대지말라는 소리 개많이들음(내가 대체 뭘 나댔는지 모르겠음)2. 왕따도 당해봄 초2,고3근데 고3때는 왕따당하는것같다싶어서 다른무리에 붙어서밥같이 잘먹고함(물론 걔네가 나 좀 거리두는거는 알고있었음)어차피 고3이라 니들이 그러던말던 ㅈ까 대학갈꺼야 마인드이긴했음3. 대학생활 중반 기점으로 성격 많이 유순해짐(이점은 전남친 역할이 매우 컸다고 생각. 그사람 엠비티아이는 모르겠음)4. 아직까지도 어떻게든 먹고살겠지 하고 흘러가는대로 사는중임그냥 굶어 뒤지진 않을것같음5. 바람핀 전적있음(이부분은 나도 개새끼인거 암)6. 씹프피 싫어함(잇프피 만나본적없고 엣프피만 만나봤는데 진짜 ㅈ같음)7. 활동적인거 좋아함8. 본인 여자임에도 불구하고 뭐 모임?활동?같은거 하고 얘기할때보면멋있다는 얘기 많이들음. 강단있고 똑부러져 보인다고함9. 나도 슬픈거 보면 눈물 흘림(T도 사람인데 공감능력 없다는 소리할때마다 동의못함. 아 물론 영화에서 억지눈물타임 만드는거 개극혐)10. 약속시간 안늦음(자다가 늦은적은 많아도 그런경우 아니면 좀 일찍나가는데 왜 시간못지킨다고 하는지 모르겠음)11. 나가노는거 개좋은데 혼자도 잘놈12. 고딩 찐친들 빼고는 여자애들이랑 놀때 뚝딱이됨(그래서 여자지인들이 착하다고해줌. 난 뭔가 벽이 있는 느낌인데)13. 친해지면 막말 오지게함. 안친하면 하하호호 요조숙녀가 따로없음14. 맘에 없는말 죽어도 못하겠음.(사회생활하려면 이런것도 해야하는데, 상사한테도 ㅈ같은걸 ㅈ같다고 해서 맨날 싸웠음. 나중엔 그 상사도 내 성향알아서 그냥 알아서 필터링함.)15. 강강약약임(회사에서 나보다 윗사람인데 진짜 꼰대같이 구는사람은 그냥 같이 들이받아버림. 오히려 아랫사람들한테 착하게 굼. 그리고 식당같은데서 직원들한테 막대하는 사람들 개극혐)16. 연애고민 개많이함 (연애에 문제생기면 일생 불가임)17. 엣팁이 패션이나 본인꾸미는거에 공많이들인다는데 난 그런거 구찮아서 안함. 화장 개귀찮아서 안하고 옷도 그냥 편한거 입고다님.원래 그랬던건아니고 사회 찌들면서 그렇게 됨18. 엣팁 계획 못짠다는데 계획 잘짬. 친구들끼리 뭐 해야한다 그러면 내가 리더임. 내가 다알아보고 너넨 두개중에 결정만해 주의.내 일도 계획 짜긴 짬. 투두리스트 같은거. (물론 다 완료하는 적이 없음)19. 기억력 진짜 너무 안좋음. 이건 내 최대 단점인것같은데, 말싸움할때 예전일 기억안나서 개빡침. 20. 자랑은 은근슬쩍 오지게함. 자랑아닌척.21. 성격,외모 ㅈ같다고 해도 별 타격없음.ㅇㅇ 오히려 너 이거 존나못해가 개빡침22. 근데 생각보다 주변인들한테 화 안냄. 내가 화난날엔 진짜 그새끼가 잘못한거. 대신 짜증은 자주 냄23. 추상적인 말 싫어함. 그래서 니가 하고싶은말의 요지가 뭔데24. 토론하는거 개좋아함. 물론 마지막은 내 말이 맞아야함.주변에 엔팁없어서 만나서 토론해보고 싶음25. 실증 금방냄. 취미 부자. 진득하게 못함26. 할말은 해야함. 현남친이 너는 말해서 득될거 없는말을 너무 많이 한다고하는데 하고싶은 말은 해야 직성이 풀림.27. 귀찮아서 그만 써야지. 100개 쓴애들은 대체 어떻게 쓴거지 "
3028,"
못 일어나냐?? 일찍 일어나면 방법좀  "
3027,"
남친이 평소에 나를더 좋아하는게 있었는데얘가 잘못해서 헤어졋엉얘가 한두번 잡더니 안잡네? 그러고 나보고 첫사랑이라고미안하고 잘살라고 그러대나도 자존심잇으니까 그냥 해어졌는뎅얘 연락올까 다시? 내가 차단한다하긴햇는데..estp 미련 ㅈㄴ 없다는데 진짜야?사귈때 겁나 잘해줘서 칼같이 빠이빠이 하면은 나 먼가 상처받을거같아.. "
설문,
3026,"
수틀리면 바로 씹팔!!! 이렇게 되는게 맞나...그냥 조울증? 분조장?? ㅎ ㅏ...감정이 넘 극단적이누.. "
3025,"
알바에서 사장이 개지랄하는데걍 때려치고싶은데 돈줄끊기기싫어서 존나참았다시발. .. "
3024,"
어떻게 만들어? "
3023,"
1. 빡치면 목소리부터 커지면서 화내는데 존나 개빡치면 조용해짐 걍 그 상황이 웃겨2. 공감 안되는데 해야하는 상황이 대화하면서 제일 할말없어짐3. 딱히 착하진 않은듯 걍 나만 잘살자4. 답답한 애들 싫진 않음 내알바 아닌데 머5. 무엇보다 날 무시하는게 제일 싫음 배에 칼 꽂고 싶어짐6. 약간 쿨병7. 딱봐도 질것같으면 걍 시작안함 대충하는척 ㅅㅂ 개찌질하네8. 남들은 나한테 필요한 얘기만 하면 좋겠음 근데 내가 말하는건 잘 들어야함9. 뻔뻔함10. 싫어하면 애초에 말을 안걺11. 한번 손절하려고 할때 정 다 뗌12. 내가 맞는말하는데 부정하면 개때리고싶음13. 솔직히 중2병같음14. 조용할땐 개조용함15. 사람 권태기 잘옴 그때 걍 한달 평소대로 냅두면 다시 돌아오긴함16. 말할때 귀찮으면 져주는데 잘 안져줌17. 딱히 부정부패에 대한 정의감 없음 나라도 할듯..18. 어릴땐 한강뷰 펜트하우스라는 야망이 있었는데 ㅅㅂ19. 싫은사람 기준이 있다기보단 걍 내가 싫으면 싫음20. 누가 나 싫어하면 뭔가 존나 달라붙고 싶어짐21. 중요하다 싶으면 개열심히 하는데 아니면 밑바닥까지 감22. 필요없고 재미없다 싶은 모임에선 개조용해짐23. 하기싫은거 시키면 죽어도 안함24. 내 성격 좋음25. 급발진 존나 함 어쩌라고가 입에 붙음26. 필찾 별로 안빡침 어차피 원하는대로 안해줌27. 내가 하자는거좀 군말없이 따르면 좋겠음28. 그렇다고 리더는 하기 귀찮음29. 존나 기분파 물흐르는대로 살다가 거슬리면 급발진30. 누구 비위맞춰주고 따르기 싫음31. 놀땐 끝까지 남음32. 잔머리 잘씀 내가 뭐 잘못하면 웃으면서 넘어가게 잘함33. 찐친 사이에서 뭔가 하찮은 취급받음 ㅆㅂ 34. 겁없음 소가지가 없다고 해야하나35. 약간 싸가지 뒤짐36. 뒤끝옶음 예전에 사이 안좋았어도 지금 나한테 잘하명 ㄱㅊ37. 딱히 오래 안전히 살 생각 없음 실베에 뭔 흉가 들어가서 살아나오면 몇백만원 이런거 올라오는데 그런거 실제로 있으면 걍 할듯 뒤지면 걍 뒤지는거지근데 내가 nf 차이가 60정도라 너희랑 다를수도 "
3022,"
말하는것마다하나도재미가없어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ어떡하죠(질문임)  "
3021,"
불쌍하기도 한데 그냥 너무 싫음 "
3019,"
ㅈㄱㄴ "
3018,"
난 정말 개쳐죽이고싶은데 너네 생각이 궁금해- dc official App "
3017,"
친한 친구 사인데만날 때마다요즘 모텔 장사 잘 되겟다부추가 남자한테 좋으니까 많이 먹어야게ㅅ다이런 얘기 슬쩍 슬쩍 해아 또 러쉬 구경 가서 배쓰밤 보면서 이거 (여친이랑)많이 썼었는데~이런 얘기도 하고꼬추가 심심한 거야? 왜 이래??당황스러워 "
3016,"
내가 너무 상처받고 어차피 직장도 지방 내려가게 돼서 헤어지자고 했는데 여친이 울면서 엄청 잡더라고민하다가 말한 이별이라 거절했는데 여친 ESTP 그 자체였던 애라 나도 놀라서 자꾸 생각남 이런 경우가 있나 연락해봐야할까?그런데 지방 내려가면 최소 2년은 롱디해야하는 상황이야 "
3015,"
ㅋㅋㄹㅇ  - dc official App "
3014,"
나가서 노는거 좋아함 ?나 estp istp 두 개 번갈아가면서 나오는편인데재수했어서 그런가 ㅋㅋ 친한친구나 좋아하는 사람 있으면 나가서 노는거 ㅆ좋아하고몇번보고 말 사이면 안나가고 겜만 몇시간씩하는게 훨씬 좋거든암튼 estp면 다 미친듯이 나가고싶은생각이 듬 ?? "
3012,"
너네처럼 노숙자 보면 동정심보단 '자기가 공부를 안해서 저렇게 된 것을 자업자득이지' 또는 '빨리 공부 다시 시작해서 얼른 일 찾거나 알바라도 해야지 저러면 어떡함?' 이렇게 생각함. 감정형이지만 s라서 현실주의 라서 그런거임? 아님 너네 성향도 있는거임 ㅋㅋ? "
3011,"
주위에 두명 있는데infp infj 랑 셋이서 볼때 intp 없으면 죽어버릴거 같음칭얼 찡얼 찡찡 콤보 ㅈㄴ 들어오는데intp 가 적당한 중재자로서 완화를 해주지게다가 얘네 디폴트 표정이 맹해서 감정 없어보이는데좋은 일 있거나 신날 때는 너무 보기 좋을 정도로 행복해해서보기 흐뭇남녀 두명인데 둘다 예쁘고 잘생겨씀아오 얘네는 호감을 안 가질 수가 없다. "
3010,"
1. 운동 좋아함 거의 미친 개수준으로 밖에서 뛰노는거 좋아함2. 밖에 주기적으로 못 나가면 스트레스 받음3. 카페 가서 쓸데없는 노가리보단 활동적이고, 생산적인거4. 생산적인거 할때 모든 에너지를 다 쏟음 (내가 좋아하는 일)5. 대신 혼자 일 할때는 에너지 떨어짐 (여러사람들과 같이 해야함)6. 먼저 연락 잘 안 함7. 호감 있으면 들이대기 투머치, 호감 없으면 관심조차 안 줌8. 애교? ㅋ 그딴거 왜 함?9. 감각 예민해서 환경이 조금이라도 바뀌거나 분위기 조금이라도 달라지면 눈치챔10. 내 앞에서 거짓말 하면 90프로 이상은 다 들킴11. 북적북적 한거 최고!12. 나한테 잔소리, 훈수 두는거 진짜 제일 싫어함13. 계획 있는데 그림으로 비유하면 선만 따놓은 계획14. 연애? ㅋ 해도 되고 안 해도 그만15. 남을 챙기는것도 물론 중요하지만, 그 이전의 나 자신을 먼저 챙김 (내가 불안정하면 다른 사람을 챙길 수 없다는 마인드)맞는거냐? "
3009,"
나는 이성들이 보면 무슨 상사 대하듯이 개불편해 하는데 왜그런거냐 키가 존나커서그런가 외국인같이 생겼다 함 "
3008,"
내 성격이 특이한건진 몰라도 일단 싫어하는 사람이 많음물론 나를 싫어하는 사람들도 좀 있음 지랄맞아서 내가암튼 그냥 생각나서 쓰는 글인데난 첫째로 애새끼같은 유형이 너무 싫음징징대는거 싫은데 혐오까지는 아님근데 애새끼 유형은 징징은 패시브 장착이고자신이 마땅히 해야 할 일이나 기본적인걸 안하고 그저 징징댐이런 유형이 꼭 자존감이 낮음 연애도 해봤음 너무 질리더라얘네 mbti 유형이 뭔진 모르겠고 좆도 관심없어서알게되면 좀 피하게 될거 같음다음으로 위선자가 싫음나는 좋으면 좋고 싫으면 싫음그게 겉으로 티가 나는 편이고 공적인 상황 외에는 별로 고칠 생각은 없음싫은건 정말 싫거든근데 위선자들은 자기가 싫건 좋건 자기 위상이 우선인거 같음내가 봤을때는 정말 말도안되는 일이 일어났을때그 상황을 해결하기보단 자신이 나쁜사람이 안 되는 방향으로 움직이고 여론을 만들어냄정말 피곤하게 사는 부류인듯... 근데 그게 그냥 스스로 좆같은걸 참고 넘어가면 이해하겠는데 피해가 자신이 아니라 몇 다른사람한테 넘어가고 결국 시간이 지나면 뒤집힐걸 모르는지 잘 모르겠음그냥 나 아무말이나 생각나는대로 짖어봤어 새벽이라 그런가- dc official App "
3007,"
동의하면 개추 박아라 "
3006,"
난 좀 친해지면 짖궂게 말하거나 장난치고 (내 기준 절대 선 안넘음)  ㅇㅋ  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  잘쓰는데  이런 말투 싫어하는 여자애들이 굉장히 많네  그나마 경상도 여자애들이 말이 좀 통함 안삐지고 속좁지않고 친구같고  속마음 모르겠고 답답하고 음흉한 답정너 형식적인 애들이 제일싫음   - dc official App "
3004,"
딴걸로 나온적 1도없음 ㅅㅂㅋㅋ "
3003,"
근데 기분이 별로 안 나쁨나도 내가 병신같거든엣팁 맞냐? "
3002,"
옛날에 어쩌다가 여론조사하게 된적 있는데estp들은 섭보다는 돔 마조히즘보단 사디즘쪽이 많음 estp특성상 딱히 자기가 성향자인걸 자각하기 보다는 자연스럽게 상위서열처럼 행동하는 경향이 큼 estj entj가 도미넌트, 사디즘기질이 강한 편인데 그래서 e+t가 이쪽성향인가 했더니 의외로 entp는 꽤 서브미시브기질이 큼(얘네는 좀 널뛰기 하는 편) 성취향이 성격에 그렇게 영향받지는 않는다고 생각하는데 기질적으로 통제욕구나 지배욕같은게 높은 유형들이 돔섭비 7대3정도로 나오는거 같음 그리고 성향자들 중에서 성격을 인위적으로 꾸미는 경우도 있고 물론 이건 성향자들 사이에서 조사한거고 대부분은 평범한 취향을 가진 사람들이 많겠지 그닥 유익한 설문조사는 아님ㅋㅋ "
3001,"
동족혐오 있구나 했는데 친구도 나랑 같았음 ㄱㅊ은데?  "
3000,"
하루에 글이 10개도 안 올라와 ㅋㅋ "
2999,"
이게 나 맞나 싶음걍 남사친한테는 욕부터 박았는데오글거리는 말 적으면서 ㅈㄴ 머리는 차가움 "
2998,"
애니 좋아함 (특히 소년만화.기술쓰고 촤아악촤라락하는 액션 멋진거)알게모르게 성취향 BDSM중 섭 기질 (이건 나만 그런건지 진짜 궁금. 이것도 성격유형의 일종이라면 돔이 많은 성격유형은 뭘까...? ) "
2997,"
생각하는 것보다 말이 나쁘게 나온다고 해야되나 마음에도 없는 말들이 입 밖으로 계속 나옴 ㅇㅇ 특히 친한 사이일수록 더 그러는듯  "
2996,"
1.결과주의, 행동 논리. '했느냐' '안했느냐' '했다'는것을 중요하게 체크함2.행동,결과 없는 이론은 잘 관심이 없음 '이전까지 안해본 과정을 할건데 결과는 모른다', '이러이러해서 안된다'는건 불호3.과정도 결과적으로 가장 손해가 적은 과정을 선호함4.딱딱딱 맞아떨어지는 계산을 정도라고 생각한다5.결과적으로 잘 안되면 트럼프화6.의외로 강요x 방임 ㅇㅇ 결과만 좋으면 넘어감 "
2995,"
나 나랑 mbti 똑같은 사람 아직 못만나봤는데친해질까 아니면 동족혐오올까나는 동족혐오에 한표 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ "
2994,"
체력 그진데 애인이 약속잡고 자꾸 보재서 힘듬화장하기도 귀찮고 집에오면 너무 피곤함만나면 꼴리고 남친밖에 없다는 둥 애교 많이 떠는데내 삶도 좀 챙기고 싶은데 맨날 나가재연애 거의 처음에 일주일도 안됬는데 왤케 힘드냐 "
2993,"
예전부터 쎄한 느낌들면 100에 90은 후에 터져서아 역시는 역시구나 싶고원래 사람 잘 안믿는데깊게 사귀고 싶은사람 나타나서공감하는척 눈치없는척 해주면진짜 호구로 보고 호구취급 하려는게 ㅈㄴ귀여워서 한방 먹여주면또 아차싶고또 ㅅㅂ 구라까는거는 눈치가 ㅈㄴ빨라서 이새끼 구라까네 생각하면 거즌 다 어떻게든 티가 나고이것들중에 어떤관계던 구라까는게 제일 ㅈ같다눈에 훤히 보이니까눈치가 좀 더 없으면 좋겠네 너넨 안이러냐? "
2991,"
갤에서 동족들한테 ㅈㄴ 쳐맞고 오는거임?? 궁금하누  "
2990,"
나 얘 짝사랑한지 한 2년 됨,, 최근에 다시 연락해서 3개월정도 연락하고 지내는 중인데, 얜 100퍼센트 내가 자기 좋아하는 거 알고 잇거든?? 근데 나는 잘 모르겠다,,, 아 내가 남자임 ㅇㅇ "
2989,"
맨날 나보고 머리감았냐고 물어봐서 감았다고!!!이러면 걍 물어본거야ㅠㅎ 이러는데 너무너무귀여웢ㅅㅂ아니 사실 그정도는 아님 "
2988,"
바람둥이년 "
