number,title,writer,ip,date_dict
37469,잇프피남 사귀고싶음,ㅇㅇ,(14.32),"{'class': ['gall_date'], 'title': '2021-07-12 09:38:44'}"
37468,격리 좆밥일줄 알았는데,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-12 09:12:08'}"
37467,너넨 주식 매매 포지션 어케 됨?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-12 08:47:21'}"
37466,이상형=잘웃는사람,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-12 08:40:16'}"
37464,같은 T는 왜 연애감정이 안들까,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-12 08:00:57'}"
37463,MBTI 어떻게 그리 잘아냐,ㅇㅇ,(49.172),"{'class': ['gall_date'], 'title': '2021-07-12 07:13:19'}"
37462,잇팁 패는 짤,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-12 06:26:26'}"
37461,본인 학창시절 썰,ㅇㅇ,(119.77),"{'class': ['gall_date'], 'title': '2021-07-12 05:27:08'}"
37460,전동 드라이버 뭐가 낫나 평가 좀 해줘,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-12 04:37:09'}"
37459,꿈 땜에 성가신데,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-12 04:17:05'}"
37457,너네는 따로 만나서 노는친구 몇명이나 됨?,ㅇㅇ,(219.254),"{'class': ['gall_date'], 'title': '2021-07-12 03:22:36'}"
37456,맘에 안드는 규칙을 대하는 유형별 자세,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-12 03:22:15'}"
37455,ENFJ에서 ESFP가 나왔다,ㅇㅇ,(115.138),"{'class': ['gall_date'], 'title': '2021-07-12 03:07:19'}"
37454,중학생 동생 학교에서 중국문화를 배운다고 하더라,ㅇㅇ,(218.52),"{'class': ['gall_date'], 'title': '2021-07-12 02:24:08'}"
37453,ㅋㅋ,ㅇㅇ,(124.53),"{'class': ['gall_date'], 'title': '2021-07-12 02:06:11'}"
37452,허리 튼튼한 잇팁한테만 질문,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-12 01:59:33'}"
37451,잠 안올 때 꿀팁,호호헤,None,"{'class': ['gall_date'], 'title': '2021-07-12 01:56:28'}"
37450,나 infp나옴 ,ㅇㅇ,(125.133),"{'class': ['gall_date'], 'title': '2021-07-12 01:54:17'}"
37449,난 남들한테 비밀이나 속얘기 절대 안 하려고함,ㅇㅇ,(211.117),"{'class': ['gall_date'], 'title': '2021-07-12 01:48:39'}"
37447,공부 잘하는 mbti,ㅇㅇ,(119.67),"{'class': ['gall_date'], 'title': '2021-07-12 01:37:47'}"
37446,F라고 공감능력 높은 거 아님,ㅇㅇ,(220.72),"{'class': ['gall_date'], 'title': '2021-07-12 01:30:46'}"
37444,요즘 삶에 활력이 없어서 취미로 할만한 거 찾아보는 중,호호헤,None,"{'class': ['gall_date'], 'title': '2021-07-12 01:22:51'}"
37443,사람은 변한다고생각함,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-12 01:09:48'}"
37442,야구 지럴났네,ㅇㅇ,(112.168),"{'class': ['gall_date'], 'title': '2021-07-12 01:07:03'}"
37441,예전에 만났던 F특,ㅇㅇ,(58.126),"{'class': ['gall_date'], 'title': '2021-07-12 00:59:27'}"
37439,고백 받고싶다,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-12 00:53:51'}"
37438,...자잘 들다,연한아이스커피,None,"{'class': ['gall_date'], 'title': '2021-07-12 00:53:25'}"
37437,아 자취하는데 지갑을 집에 두고 왔네 ㅋㅋㅋ,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-12 00:25:33'}"
37436,ㄹㅇ ㅈ같은애들,ㅇㅇ,(112.184),"{'class': ['gall_date'], 'title': '2021-07-12 00:15:44'}"
37435,글리젠 존나 늘어난거 같은데,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-12 00:02:31'}"
37433,intp>istp인 케이스인데 지금은 오히려,pp,(221.138),"{'class': ['gall_date'], 'title': '2021-07-11 23:52:30'}"
37431,게임에 PC가 묻으면 좆같은 이유,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 23:46:01'}"
37429,플스가지고 있는 잇붕이 없냐?,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 23:24:24'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
37428,애인 진짜 모든 부분 다 맘에 드는데,ㅇㅇ,(221.138),"{'class': ['gall_date'], 'title': '2021-07-11 23:21:03'}"
37427,3자 입장에서 무례하게 손절하는사람보면,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-11 22:55:58'}"
37426,오랜만에 지옥철타려니,퓨퓨,(122.34),"{'class': ['gall_date'], 'title': '2021-07-11 22:53:12'}"
37425,작업 다 해놓고 막상 고백하려고 하면 고민스러움,ㅇㅇ,(121.142),"{'class': ['gall_date'], 'title': '2021-07-11 22:50:16'}"
37424, 관심없는거 흥미없는거 재미없는거 너무싫다,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-11 22:46:21'}"
37422,나는 주식 모으는 재미로 산다,ㅇㅇ,(112.168),"{'class': ['gall_date'], 'title': '2021-07-11 22:33:48'}"
37421,너희 애정표현 하는거 좋아해??,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 22:28:34'}"
37420,자기의견 안 먹힌다고 소리 지르는 새끼들 ㅈ같,ㅇㅇ,(211.246),"{'class': ['gall_date'], 'title': '2021-07-11 22:22:14'}"
37418,엥 << 이거 왤케 좆같음?,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-11 22:06:00'}"
37417,알콜중독 어케 고치냐,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 21:47:52'}"
37416,source code 재밌다,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-11 21:32:06'}"
37412,본인 mbti 네가지정도 가진거같은데,ㅇㅇ,(183.98),"{'class': ['gall_date'], 'title': '2021-07-11 21:00:25'}"
37409,난 솔직히 사람을 수단으로 대함,ㅇㅇ,(49.246),"{'class': ['gall_date'], 'title': '2021-07-11 20:32:29'}"
37408,잇붕이들 가정환경 불우해서 눈물이 다 나노,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-11 20:31:51'}"
37407,잇붕이들 은근 귀여운 이유 ㅋㅋ,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-11 20:26:38'}"
37406,그냥 하는 빈말이나 농담이랑 진심 잘 구분 함?,■x,(122.45),"{'class': ['gall_date'], 'title': '2021-07-11 20:26:16'}"
37404,학교에서 의무로 릴레이 편지쓰기 함,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-11 20:07:04'}"
37403,이건 뭔소리고,ㅇㅇ,(1.254),"{'class': ['gall_date'], 'title': '2021-07-11 20:03:24'}"
37402,장마라며 비 언제 와,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 20:00:02'}"
37401,수시버리고 정시간다,ㅇㅇ,(49.246),"{'class': ['gall_date'], 'title': '2021-07-11 19:55:09'}"
37400,얀센맞고 3주 지났는데 코노 갈까 말까 고민중,ㄴㄴ,None,"{'class': ['gall_date'], 'title': '2021-07-11 19:54:28'}"
37399,어렸을때부터 공부 못하면 ㄹㅇ 지하철에 내다버린다 했음,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-11 19:49:45'}"
37397,팔자에도 없는 애니 정주행을 하고있다ㅋㅋ,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-11 19:47:54'}"
37396,Istp 동생 있는데 자퇴하고 인생 개망하고 있어요,ㅇㅇ,(122.35),"{'class': ['gall_date'], 'title': '2021-07-11 19:43:39'}"
37393,대학생때 잇티제 였는데 지금은 잇팁,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 19:25:51'}"
37392,대학생 남자 잇팁에 묻는다,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-11 19:22:24'}"
37389,웩슬러 지능검사 해본 사람,ㅇㅇ,(222.232),"{'class': ['gall_date'], 'title': '2021-07-11 19:12:03'}"
37388,진지하게 양비론 모르는건 뉴스를 안봄?,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 19:02:23'}"
37387,진짜 겸손하게 살아야지,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 18:57:33'}"
37385,하루종일 뒹굴었는데 미용실 또 늦어서 택시 탐,ㄴㄴ,None,"{'class': ['gall_date'], 'title': '2021-07-11 18:56:01'}"
37384,불건강엔팁은 진짜 답없음,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-11 18:50:11'}"
37383,앞에 두 커플이 밥먹는데 이상한얘기를 한다.,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 18:46:38'}"
37382,혹시 이기적 유전자 읽어 본 사람?,ㅇㅇ,(123.215),"{'class': ['gall_date'], 'title': '2021-07-11 18:45:57'}"
37381,잇팁갤 꾸준글 ,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-11 18:36:20'}"
37380,Istp Istj 한끝차이아님??,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 18:35:08'}"
37377,T가 f한테 인기가 있는 이유는 이거 아닐까,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 18:09:42'}"
37376,니네 고백한 사람하고 친구로 지내는거 가능??,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 18:06:13'}"
37375,노인을 위한 나라는 없다 후기,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-11 17:48:20'}"
37374,공감능력 떨어지는게 자랑은 아니지,ㅇㅇ,(106.102),"{'class': ['gall_date'], 'title': '2021-07-11 17:39:45'}"
37373,Istp-t랑 a차이가 뭐임,ㅇㅇ,(119.194),"{'class': ['gall_date'], 'title': '2021-07-11 17:39:24'}"
37371,사람 친해지는 거 어렵다,■x,(122.45),"{'class': ['gall_date'], 'title': '2021-07-11 17:05:42'}"
37370,폰겜 추천좀 해줘,ㅇㅇ,(122.36),"{'class': ['gall_date'], 'title': '2021-07-11 16:56:36'}"
37369,연애로 상처입는건 게임으로 푸는게 최곤듯,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 16:54:34'}"
37368,요새 장어구이 땡기네,quantum,(218.235),"{'class': ['gall_date'], 'title': '2021-07-11 16:49:29'}"
37367,아직 첫사랑이 없다...,ㅇㅇ,(121.166),"{'class': ['gall_date'], 'title': '2021-07-11 16:48:31'}"
37366,헤어진 ISTP랑 재회 하려면 어떻게 해야 돼? (장문 주의),ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-11 16:45:15'}"
37365,서운한 감정도 몇시간 지나면 까먹게 되던데,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-11 16:45:02'}"
37364,니들은 니네가 좋아하는걸 해본 적이 언제임??,잇팁,(221.161),"{'class': ['gall_date'], 'title': '2021-07-11 16:41:41'}"
37363,내 성격 ㅁㅌㅊ?,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-11 16:25:21'}"
37362,친구 징징대는거 개때리고싶네,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 16:21:32'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
37361,롤하는 애새기들 진짜 칼푹찍 마렵다,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 16:17:55'}"
37360,이런기분은 멀까,ㅇㅇ,(58.238),"{'class': ['gall_date'], 'title': '2021-07-11 16:03:29'}"
37359,할 말 없는데 연락 끊기 애매한 사이면 어카냐,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 15:29:44'}"
37358,근데,참억울하거든요,None,"{'class': ['gall_date'], 'title': '2021-07-11 15:28:36'}"
37357,나도 내 기분을 모르겠음,ㅇㅇ,(183.101),"{'class': ['gall_date'], 'title': '2021-07-11 15:28:20'}"
37356,관심사 같으면 이성인 친구 생길 수 있다고봄,ㅇㅇ,(180.66),"{'class': ['gall_date'], 'title': '2021-07-11 15:26:11'}"
37355,야동 뭐봄?,ㅇㅇ,(1.254),"{'class': ['gall_date'], 'title': '2021-07-11 15:09:14'}"
37354,잇팁미워 흥칫뿡,ㅇㅇ,(110.70),"{'class': ['gall_date'], 'title': '2021-07-11 15:02:49'}"
37353,근데 남사친 여사친 없다는 애들은,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 14:47:47'}"
37352,가정환경 씹창난 애들 보면,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 14:35:59'}"
37349,남친 여친 말고 애인이라는 표현을 사용한다면,ㅇㅇ,(14.38),"{'class': ['gall_date'], 'title': '2021-07-11 14:19:13'}"
37348,주변 엣팁 직업군인임,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 14:15:12'}"
37346,5500원짜리 밥,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-11 14:04:27'}"
37345,10층에서 떨어져서 안죽을 확률 있음?,멍하니멍청이,None,"{'class': ['gall_date'], 'title': '2021-07-11 14:04:18'}"
37343,약속 늦을까봐 뛰다가 결국 늦은 줄 알았는데,pp,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 13:57:37'}"
37342,이런 집 있냐?,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:55:12'}"
37341,뭐먹지,ㅇㅇ,(222.232),"{'class': ['gall_date'], 'title': '2021-07-11 13:52:24'}"
37338,요즘 먹는 정신과약때문에 신기한 꿈 자주꾼다,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-11 13:46:25'}"
37337,스팸이랑 김 사다먹어라,ㅇㅇ,(180.66),"{'class': ['gall_date'], 'title': '2021-07-11 13:46:00'}"
37336,자전거 타는 거 재밌다,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:43:51'}"
37334,유튜브에 istp 관련영상 보면서 든 생각,ㅇㅇ,(121.187),"{'class': ['gall_date'], 'title': '2021-07-11 13:40:37'}"
37333,잇팁 호락호락하지 않네...,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:34:41'}"
37332,오늘점심은,ㅇㅇ,(112.168),"{'class': ['gall_date'], 'title': '2021-07-11 13:30:12'}"
37331,밥 먹는 것도 귀찮은데,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:26:27'}"
37330,집밥이 건강에 좋긴 해,ㅇㅇ,(124.53),"{'class': ['gall_date'], 'title': '2021-07-11 13:24:26'}"
37329,집에 반찬 없는 거 직접 겪어보면 개좆같긴 함,비와도시동안꺼짐,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:24:02'}"
37328,인티제 쥰나 무섭다 ㅋㅋㅋ,은근맞는말만하는새끼,(110.12),"{'class': ['gall_date'], 'title': '2021-07-11 13:14:59'}"
37327,엄마가 밥 해먹으라고 하는 거 짜증나는데 정상임?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 13:13:59'}"
37326,ㅅㅂ 다 벗고 거울보고있었느데,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 13:04:22'}"
37325,막상 저렇게 됐을때 그 다음이 중요함,ㅇㅇ,(180.66),"{'class': ['gall_date'], 'title': '2021-07-11 13:03:58'}"
37324,우리집 삼남매 다 ST인데,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-11 12:55:07'}"
37323,잇팁들 이 글 어떻게 생각하냐,ㅇㅇ,(220.124),"{'class': ['gall_date'], 'title': '2021-07-11 12:41:31'}"
37321,잇팁이 군인에 맞나?,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-11 12:27:22'}"
37320,주위 사람들 mbti 뭔지를 외워?,비와도시동안꺼짐,None,"{'class': ['gall_date'], 'title': '2021-07-11 12:11:01'}"
37319,너네 전애인 잘 잊어?,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 11:04:24'}"
37317,이상형,ㅇㅇ,(121.166),"{'class': ['gall_date'], 'title': '2021-07-11 10:35:34'}"
37316,닭 삶는증,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-11 10:33:11'}"
37315,이거 너네도 그러냐?,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-11 10:27:52'}"
37313,친한 여자에게 섹스하자고 하려면,ㅇㅇ,(119.77),"{'class': ['gall_date'], 'title': '2021-07-11 10:04:19'}"
37311,좋은사람 만나고싶다,봇치,None,"{'class': ['gall_date'], 'title': '2021-07-11 09:27:12'}"
37310,술이란게 참 웃기네,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 09:13:20'}"
37309,Infp이랑 Enfj의 차이가 뭐임?,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 08:32:25'}"
37307,Istp 여자가 남자를 미친듯이 좋아하면 섹스도 해주나?,ㅇㅇ,(119.77),"{'class': ['gall_date'], 'title': '2021-07-11 07:28:36'}"
37306,Istp인 유튜버있나??,ㅇㅇ,(106.102),"{'class': ['gall_date'], 'title': '2021-07-11 06:08:32'}"
37305,성욕에 개방적임?,ㅇㅇ,(115.138),"{'class': ['gall_date'], 'title': '2021-07-11 05:25:41'}"
37304,잇팁이 무심하다라는 말이 이해가 잘안가,ㅇㅇ,(182.221),"{'class': ['gall_date'], 'title': '2021-07-11 05:20:58'}"
37303,난 잇팁 조와,곰잘알,None,"{'class': ['gall_date'], 'title': '2021-07-11 04:55:11'}"
37302,잇팁짱싫음,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-11 04:14:20'}"
37300,난 잇팁이 싸패에 가깝다고 봄,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-11 03:47:50'}"
37298,사랑이 도대체 뭐냐,ㅇㅇ,(110.70),"{'class': ['gall_date'], 'title': '2021-07-11 03:22:47'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
37295,자취방에 물통 ㅈㄴ 많네,1541,None,"{'class': ['gall_date'], 'title': '2021-07-11 03:08:08'}"
37294,mbti 혼란오네,달마수리,None,"{'class': ['gall_date'], 'title': '2021-07-11 03:00:50'}"
37293,나 궁금한거있는데 ,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 02:50:49'}"
37292,확실히 stp가 원나잇충들많음,ㅇㅇ,(219.241),"{'class': ['gall_date'], 'title': '2021-07-11 02:39:43'}"
37291,불판 레오나 낙서햇다,연한아이스커피,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:26:05'}"
37289,식성 다른게 진짜 힘든듯,ㅇㅇ,(221.157),"{'class': ['gall_date'], 'title': '2021-07-11 02:16:06'}"
37288,너네 집 깨끗하냐?,ㅇㅇ,(96.241),"{'class': ['gall_date'], 'title': '2021-07-11 02:02:18'}"
37287,자퇴생 18살인데 글좀 읽어주셈,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 02:00:37'}"
37286,술마시고나서,ㅇㅇ,(124.51),"{'class': ['gall_date'], 'title': '2021-07-11 01:58:52'}"
37285,Istp녀 남자한데 인기많냐,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-11 01:49:03'}"
37284,날 너무 좋아하는 enfp가 있음,ㅇㅇ,(112.184),"{'class': ['gall_date'], 'title': '2021-07-11 01:45:58'}"
37283,셔터 아일랜드 재밌다,ㅇㅇ,(121.133),"{'class': ['gall_date'], 'title': '2021-07-11 01:44:29'}"
37282,근대 아무리 친한친구여도 말하기 싫은게 있음,ㅇㅇㅇ,(115.138),"{'class': ['gall_date'], 'title': '2021-07-11 01:40:25'}"
37281,잇팁이 보고싶다고 표현하면 ,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 01:38:52'}"
37280,디씨콘 만들어봄,ㅇㅇ,(119.67),"{'class': ['gall_date'], 'title': '2021-07-11 01:37:34'}"
37279,근데 뭔가 남한테 속마음 그대로 얘기하는 거 별로지않냐,ㅇㅇ,(220.124),"{'class': ['gall_date'], 'title': '2021-07-11 01:36:41'}"
37278,새벽에 찾아온 전남친,ㅇㅇ,(96.241),"{'class': ['gall_date'], 'title': '2021-07-11 01:26:31'}"
37277,INTP이 싫은이유좀 알려주셈,ㅇㅇㅇ,(115.138),"{'class': ['gall_date'], 'title': '2021-07-11 01:19:48'}"
37274,불건강 인프피한테 절대 솔직하게 얘기하지마라,ㅇㅇ,(218.52),"{'class': ['gall_date'], 'title': '2021-07-11 01:08:59'}"
37273,정신병 걸릴거 같음,ㅇㅇ,(222.232),"{'class': ['gall_date'], 'title': '2021-07-11 00:58:06'}"
37272,본인 부모님 생신은 꼬박꼬박 챙기는 듯,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 00:50:06'}"
37270,예의룰 같은거 어떻게 다 지키지,ㅇㅇ,(180.66),"{'class': ['gall_date'], 'title': '2021-07-11 00:48:22'}"
37269,인스티즈 3번 강퇴당함 ,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 00:29:15'}"
37266,친분이 없지만 친해지고 싶은 사람이 있을 때,ㅇㅇ,(123.215),"{'class': ['gall_date'], 'title': '2021-07-11 00:20:08'}"
37265,예전에는 '안녕'이 입에 안 붙었거든,1541,None,"{'class': ['gall_date'], 'title': '2021-07-11 00:09:40'}"
37264,카톡에 생일 뜨는거 설정하지말까,ㅇㅇ,(124.56),"{'class': ['gall_date'], 'title': '2021-07-11 00:03:29'}"
37262,컴프레션 티 입고 다니는 사람어때,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-10 23:32:18'}"
37261,너네 이상형 이거에 공감하냐,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-10 23:28:26'}"
37258,내일 잡채만들어야됨..,퓨퓨,(122.34),"{'class': ['gall_date'], 'title': '2021-07-10 23:22:58'}"
37257,써브웨이 꿀조합 머임?,ㅇㅇ,(112.185),"{'class': ['gall_date'], 'title': '2021-07-10 23:12:31'}"
37251,저어 밑에 다이어트 공약글 보니까 생각난건데,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-10 22:56:41'}"
37250,잇팁이랑 잘맞는 연인 mbti는 뭐냐,자유주의우파,None,"{'class': ['gall_date'], 'title': '2021-07-10 22:50:03'}"
37248,갑자기 후쿠오카 마렵네,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-10 22:45:01'}"
37247,너네 옵치 챔 머ㅓ하냐,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-10 22:39:32'}"
37246,진짜 사회성 어케기르냐 ,ㅇㅇ,(14.6),"{'class': ['gall_date'], 'title': '2021-07-10 22:10:57'}"
37245,그림 그리는 중,참억울하거든요,None,"{'class': ['gall_date'], 'title': '2021-07-10 22:05:58'}"
37244,rpg게임 추천 좀,호호헤,None,"{'class': ['gall_date'], 'title': '2021-07-10 22:02:32'}"
37242,상대 마음 알 수 있는 능력 있었으면 좋겠다,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-10 21:28:37'}"
37241,향수 다들 외출시 몇번뿌림,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-10 21:10:07'}"
37240,내가 이상한거냐 한 번 봐줘라,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-10 21:03:38'}"
37239,본인 다이어트 공약 건다,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-10 20:56:25'}"
37238,불법주차한 차유리 깨부시고 다녔는데,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-10 20:40:25'}"
37237,잇팁 알바 ㅊㅊ ,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-10 20:35:08'}"
37236,엄마랑 성격 안 맞는 사람 있음?,명수,None,"{'class': ['gall_date'], 'title': '2021-07-10 20:21:46'}"
37235,인프피 너무 싫어.,ㅇㅇ,(45.83),"{'class': ['gall_date'], 'title': '2021-07-10 20:16:05'}"
37234,솔직히 사람들이 나를 보고 배워야함,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-10 20:09:59'}"
37233,짝남이 Istp인데 이거 뭐야?,818118,(116.125),"{'class': ['gall_date'], 'title': '2021-07-10 20:01:27'}"
37232,밑에 글보고 엔프제 갤 들어가봄,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-10 19:52:21'}"
37231,엔프피 친구 추천(feat.건강),ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-10 19:44:17'}"
