number,title,writer,ip,date_dict
4187,잇티제갤 웃긴 점ㅋㅋㅋㅋㅋ,ㅇㅇ,(222.236),"{'class': ['gall_date'], 'title': '2021-07-18 21:29:28'}"
4186,내친구 ISTJ인지 판별 가능?,ㅇㅇ,(118.221),"{'class': ['gall_date'], 'title': '2021-07-18 21:02:16'}"
4185,스스로 생각하는 단점 뭐임?,ㅇㅇ,(14.44),"{'class': ['gall_date'], 'title': '2021-07-18 20:59:59'}"
4183,나만 이런가,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-18 20:28:53'}"
4181,이번달 에어컨 참기 노력중,FISH,None,"{'class': ['gall_date'], 'title': '2021-07-18 19:28:42'}"
4179,확실히 갤마다 분위기가 다르다.,뉴우비.,None,"{'class': ['gall_date'], 'title': '2021-07-18 18:51:14'}"
4178,연애하는데 나만 이러냐 혹시?,ㅇㅇ,(58.29),"{'class': ['gall_date'], 'title': '2021-07-18 16:50:25'}"
4177,내 8기능 검사결과임,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-18 14:44:38'}"
4176,내가 저 사람을 좋아하는지 안 좋아하는지 잘모르겠으면뭐냐,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-18 14:26:22'}"
4175,여긴 잇티제들이 해주는 고민상담갤임?ㅋㅋㅋ,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-18 13:45:30'}"
4174,잇티제 플러팅,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-18 11:30:14'}"
4173,고민상담 하는 거는 좋다 이거야..,ㅇㅇ,(211.187),"{'class': ['gall_date'], 'title': '2021-07-18 10:46:53'}"
4172,잇티제들아,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-18 09:16:04'}"
4171,너는 가족애가 있어?,ㅇㅇ ,(211.222),"{'class': ['gall_date'], 'title': '2021-07-18 08:15:47'}"
4170,놀러온INFJ,INFJ,(175.192),"{'class': ['gall_date'], 'title': '2021-07-17 23:57:43'}"
4169,왜 물어보는걸까,ㅇㅇ,(211.179),"{'class': ['gall_date'], 'title': '2021-07-17 23:31:31'}"
4166,친구에대한 고민,ㅇㅇ,(14.44),"{'class': ['gall_date'], 'title': '2021-07-17 17:36:52'}"
4165,너넨 이상형을 외모 vs 개성(매력) 뭘 더 보냐?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-17 15:38:06'}"
4164,다이어트 성공한 istj 있냐,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-17 14:40:12'}"
4163,나 사실 맞춤법 잘 못 지킴,ㅇㅇ,(110.12),"{'class': ['gall_date'], 'title': '2021-07-17 10:17:13'}"
4162,istj여자 철벽 어떻게 뚫냐?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-17 08:10:02'}"
4161,Isfj였다가 istj됨,ㅇㅇ,(14.45),"{'class': ['gall_date'], 'title': '2021-07-17 03:02:21'}"
4160,istp였다 istj가 됐는데 어캐된거지,ㅇㅇ,(14.63),"{'class': ['gall_date'], 'title': '2021-07-17 01:18:31'}"
4159,istj만 5번 나옴,ㅇㅇ,(58.123),"{'class': ['gall_date'], 'title': '2021-07-17 00:53:50'}"
4158,애정표현 듣는 거 어때?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-17 00:32:36'}"
4157,나 엣팁인데 ,Chltjdbs,(115.161),"{'class': ['gall_date'], 'title': '2021-07-17 00:19:11'}"
4156,애교 힘들다...,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-17 00:01:03'}"
4154,싸울 때 언성 높이는 새끼들,ㅇㅇ,(121.161),"{'class': ['gall_date'], 'title': '2021-07-16 22:04:33'}"
4153,공포영화를 보는 방식이 이상한데 어떡하지..?,ㅇㅇ,(59.14),"{'class': ['gall_date'], 'title': '2021-07-16 21:36:47'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
4152,하던 일이 잘 안되서 슬럼프 왔을 때 있음?,ㅇㅇ,(125.181),"{'class': ['gall_date'], 'title': '2021-07-16 19:30:04'}"
4150,ENTP,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-16 16:47:56'}"
4149,님들도 이럼?,ㅇㅇ,(116.123),"{'class': ['gall_date'], 'title': '2021-07-16 15:31:37'}"
4148,여행갔다왔는데 또 가야된다니,Guile,None,"{'class': ['gall_date'], 'title': '2021-07-16 13:49:57'}"
4146,내가 성격이 이상한거냐,ㅇㅇ,(125.185),"{'class': ['gall_date'], 'title': '2021-07-16 04:59:15'}"
4145,진심이 담긴 노래,ㅇㅇ,(175.197),"{'class': ['gall_date'], 'title': '2021-07-16 01:38:28'}"
4144,istj 여친이 처음으로,ㅇㅇ,(110.34),"{'class': ['gall_date'], 'title': '2021-07-15 22:09:05'}"
4143,ISTJ 절망편 진심....,ㅇㅇ,(61.85),"{'class': ['gall_date'], 'title': '2021-07-15 18:56:07'}"
4142,감정기복,ㅇㅇ,(220.94),"{'class': ['gall_date'], 'title': '2021-07-15 18:27:43'}"
4141,진취적이고싶다,ㅇㅇ,(14.44),"{'class': ['gall_date'], 'title': '2021-07-15 17:29:08'}"
4138,istj - a 가 질문 답해드려요,ㅇㅇ,(211.117),"{'class': ['gall_date'], 'title': '2021-07-15 14:48:38'}"
4136,istj들 친구 손절은 거의안하는편임?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-15 14:25:57'}"
4135,두번째 검사인데 두번 다 istj 나오네 ㅋㅋㅋㅋ,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-15 14:20:38'}"
4134,너네도 카페 음료 같은거 먹던거만 먹음?,ㅇㅇ,(58.235),"{'class': ['gall_date'], 'title': '2021-07-15 04:24:49'}"
4133,내가 행복할 때 ,ㅇㅇ,(116.123),"{'class': ['gall_date'], 'title': '2021-07-14 20:19:04'}"
4132,너네 애인이랑 많이 싸우는 편임?,ㅇㅇ,(58.123),"{'class': ['gall_date'], 'title': '2021-07-14 20:06:05'}"
4130,잇티제 좋아하는 간식 꾸준히 사주면 호감도 오름?,ㅇㅇ,(223.32),"{'class': ['gall_date'], 'title': '2021-07-14 11:37:28'}"
4129,여기에들 무던하고 착하네,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-14 10:52:35'}"
4128,mbti 별 누가 가스라이팅을 시도한다면? - SJ편,ㅇㅇ,(175.113),"{'class': ['gall_date'], 'title': '2021-07-14 10:39:16'}"
4127,이거 혹시 문제 있는거냐,ㅇㅇ,(121.134),"{'class': ['gall_date'], 'title': '2021-07-14 09:26:42'}"
4126,멍청한애들 죽엇으면 좋겟다,ㅋㅋㅋ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-14 03:20:24'}"
4125,너네 섬유유연제하고 향수 머쓰니??,보령,None,"{'class': ['gall_date'], 'title': '2021-07-14 02:32:33'}"
4124,킹받는 상황,ㅇㅇ,(14.44),"{'class': ['gall_date'], 'title': '2021-07-13 23:56:22'}"
4120,내가 생각하는 행복의 강도 순위,ㅇㅇ,(112.172),"{'class': ['gall_date'], 'title': '2021-07-13 22:38:56'}"
4119,"잇티제 남친이 애교부린다,,,",ㅇㅇ,(220.122),"{'class': ['gall_date'], 'title': '2021-07-13 22:04:36'}"
4118,센스 키우는 법좀 알려줘,뉴우비.,None,"{'class': ['gall_date'], 'title': '2021-07-13 17:26:38'}"
4116,잇티제 본인확인용 간단한 특징,ㅇㅇ,(222.106),"{'class': ['gall_date'], 'title': '2021-07-13 15:49:08'}"
4113,랑종 봤음,ㅇㅇ,(211.222),"{'class': ['gall_date'], 'title': '2021-07-13 06:27:52'}"
4112,여기 istj인 사람들 짝사랑하는 갤러리야?,ㅇㅇ,(175.213),"{'class': ['gall_date'], 'title': '2021-07-13 03:27:14'}"
4111,너네는 멀티태스킹 잘 되냐 ??,ㅇㅇ,(210.96),"{'class': ['gall_date'], 'title': '2021-07-13 01:22:52'}"
4108,카톡 [생일인 친구] 목록에 상대방이 뜨면,ㅇㅇ,(211.246),"{'class': ['gall_date'], 'title': '2021-07-12 23:17:03'}"
4107,Entp에서 istj로 바꼈는데 ,ㅇㅇ,(1.225),"{'class': ['gall_date'], 'title': '2021-07-12 22:38:51'}"
4106,동생이 유튜브 보는거 힐끗 봤는데 뻑가더라,ㅇㅇ,(122.42),"{'class': ['gall_date'], 'title': '2021-07-12 21:47:18'}"
4105,너넨 약속 잡는 듯한 플러팅에 대처 잘해?,ㅇㅇ,(118.221),"{'class': ['gall_date'], 'title': '2021-07-12 20:37:37'}"
4102,Istj 소개팅남 속마음을 모르겠다. 좀 알려주라,뭐지뭐지,(122.36),"{'class': ['gall_date'], 'title': '2021-07-12 18:31:24'}"
4101,너희는 화 잘 내냐?,ㅇㅇ,(180.66),"{'class': ['gall_date'], 'title': '2021-07-12 18:26:32'}"
4100,Istj 남편,ㅇㅊ,(180.228),"{'class': ['gall_date'], 'title': '2021-07-12 17:33:36'}"
4097,잇티제갤 특징 알았음,ㅇㅇ,(180.226),"{'class': ['gall_date'], 'title': '2021-07-12 15:54:46'}"
4096,요즘 고민,FISH,None,"{'class': ['gall_date'], 'title': '2021-07-12 15:53:39'}"
4095,잇티제 남사친의 호감표현.. ,ㅇㅇ,(115.138),"{'class': ['gall_date'], 'title': '2021-07-12 15:21:50'}"
4094,애인이 편지주면 어때?,ㅇㅇ,(211.246),"{'class': ['gall_date'], 'title': '2021-07-12 15:14:06'}"
4093,왜 잇티제를 싫어하는 거야?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-12 12:32:58'}"
4092,친구가 필요하다고 생각함?,ㅇㅇ,(118.47),"{'class': ['gall_date'], 'title': '2021-07-12 11:40:13'}"
4091,ISTJ랑 ISTP랑 차이가 뭐임,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-12 09:33:30'}"
4089,호감있는 사람과 같이 일할때,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-12 07:17:44'}"
4087,휴가기간이 오면 매년 잇티제 남친한테 상처받는다,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-12 02:29:55'}"
4086, infp인데 너희들 성실이미지 깨질거 같으면 런하는거 너무심함,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-12 00:37:48'}"
4085,혹시 잇티제 남자들 중 ,ㅇㅇ,(211.246),"{'class': ['gall_date'], 'title': '2021-07-12 00:29:46'}"
4083,MBTI 공화국 건국 계획,ㅇㅇ,(112.156),"{'class': ['gall_date'], 'title': '2021-07-11 23:40:07'}"
4082,istj 연애 특징,ㅇㅇ,(58.231),"{'class': ['gall_date'], 'title': '2021-07-11 23:25:03'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
4081,너넨 ISTJ인 것에 얼만큼의 자부심을 느낌?,ㅇㅇ,(222.236),"{'class': ['gall_date'], 'title': '2021-07-11 23:15:21'}"
4079,시..발 본인 istj라 진짜 감정기복없는데,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 20:33:13'}"
4077,istj 이별,이거보세요오,None,"{'class': ['gall_date'], 'title': '2021-07-11 19:42:23'}"
4076,ISTJ의 최대 극장점이 뭐라고 생각함?,ㅇㅇ,(222.236),"{'class': ['gall_date'], 'title': '2021-07-11 19:42:07'}"
4075,Istj이면서 Istp성향을 띄기도 해?,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-11 19:12:13'}"
4074,근데 너네가 마음 여는 순간 언제임?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-11 19:07:31'}"
4073,나 istj맞는지 검증 가능?,10이,(110.13),"{'class': ['gall_date'], 'title': '2021-07-11 18:54:53'}"
4072,니네 TMI 귀여움 ㅋㅋ,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-11 18:48:53'}"
4071,istj들은,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-11 17:26:33'}"
4070,쉽게 떨쳐버리는 사람 부러움,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-11 16:25:58'}"
4069,같이 네일하기로 했는데,Guile,None,"{'class': ['gall_date'], 'title': '2021-07-11 12:00:38'}"
4068,지금 빨래 돌리는 중,ㅇㅇ,(116.123),"{'class': ['gall_date'], 'title': '2021-07-11 10:41:17'}"
4066,ISTJ는 한 번 아닌 사람은 영원히 아니야?,ㅇㅇ,(118.37),"{'class': ['gall_date'], 'title': '2021-07-11 00:47:41'}"
4065,나 진짜 씹씹 전통주의인데 검사 해 보니 딱 맞노 소름이네 ㅋㅋ,ㅇㅇ,(114.199),"{'class': ['gall_date'], 'title': '2021-07-11 00:37:48'}"
4064,ISTJ도 헤어지고 후폭풍 와?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-10 23:46:02'}"
4063,20살인데 씹 꼰@ 대임 ㅋㅋㅋㅋ,ㅇㅇ,(58.123),"{'class': ['gall_date'], 'title': '2021-07-10 23:22:53'}"
4062,istj 답장텀,ㅇㅇ,(125.182),"{'class': ['gall_date'], 'title': '2021-07-10 21:29:50'}"
4061,너네도 이럼?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-10 19:44:54'}"
4060,좋아하면 쳐다도 못보겠음,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-10 17:00:55'}"
4059,병신같은 짓을 해버렸다.,뉴우비.,None,"{'class': ['gall_date'], 'title': '2021-07-10 16:16:47'}"
4058,니네가 제일 감정기복 없는 성격 같음,ㅇㅇ,(218.209),"{'class': ['gall_date'], 'title': '2021-07-10 15:01:00'}"
4057,근데 별 일 없이 톡 많이 보내면 힘들어함??,Shangus,None,"{'class': ['gall_date'], 'title': '2021-07-10 14:22:39'}"
4056,MBTI 검사 여러번해도,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-10 13:40:42'}"
4055,서비스직,ㅇㅇ,(221.166),"{'class': ['gall_date'], 'title': '2021-07-10 12:50:28'}"
4053,노짱 드립 좋아하는 ISTJ 있노?,ㅇㅇ,(122.32),"{'class': ['gall_date'], 'title': '2021-07-10 12:05:30'}"
4052,부자들이 일하는 이유에 대해서 어떻게 생각해?,ㅇㅇ,(112.172),"{'class': ['gall_date'], 'title': '2021-07-10 10:50:29'}"
4051,민어먹고싶다,Guile,None,"{'class': ['gall_date'], 'title': '2021-07-10 10:04:04'}"
4050,썸녀 찐istj인데 승무원했었음,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-10 09:59:23'}"
4049,전에 썸녀도나도 istj라는 글올렸는데,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-10 08:19:22'}"
4048,유머글,ㅇㅇ,(27.1),"{'class': ['gall_date'], 'title': '2021-07-10 01:22:44'}"
4047,Istj랑 intj가 번갈아 나온다,ㅇㅇ,(221.154),"{'class': ['gall_date'], 'title': '2021-07-10 00:36:40'}"
4044,울아빠 행동패턴보면 딱 잇티제심,ㅇㅇ,(61.77),"{'class': ['gall_date'], 'title': '2021-07-09 20:24:04'}"
4043,istj 주기능 Si 인데,ㅇㅇ,(175.113),"{'class': ['gall_date'], 'title': '2021-07-09 19:54:45'}"
4041,헤어지고 친구로 지낸다는건,ㅇㅇ,(124.53),"{'class': ['gall_date'], 'title': '2021-07-09 17:55:58'}"
4040,너희들은 뒤끝있냐?,ㅇㅇ,(218.238),"{'class': ['gall_date'], 'title': '2021-07-09 17:34:02'}"
4038,약속 미루는 애들은 딱밤 맞아야 한다,뉴우비.,None,"{'class': ['gall_date'], 'title': '2021-07-09 15:09:52'}"
4037,Istj들은 맘에 없는말 잘 안하지????,ㅇㅇ,(211.246),"{'class': ['gall_date'], 'title': '2021-07-09 12:50:22'}"
4036,전애인이랑 친구로 지낼 수 있냐?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-09 12:07:40'}"
4035,이 상황 보편적이냐,ㅇㅇ,(119.56),"{'class': ['gall_date'], 'title': '2021-07-09 11:41:11'}"
4034,내가 istj인데 연락매일하던사람이랑 안하니까,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-09 11:37:28'}"
4033,취준생 istj녀한테 고백하고까였는데,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-09 09:07:01'}"
4030,너네는 거짓말 자주 해?,ㅇㅇ,(175.197),"{'class': ['gall_date'], 'title': '2021-07-09 01:37:35'}"
4029,MBTI 유형별 차이점은 잘 모르지만,버디의벗,None,"{'class': ['gall_date'], 'title': '2021-07-09 00:18:06'}"
4028,Istj 잘 맞는 유형 있냐,Entp,(115.137),"{'class': ['gall_date'], 'title': '2021-07-08 21:22:48'}"
4027,내 주변 잇티제는 칭찬하면,ㅇㅇ,(221.143),"{'class': ['gall_date'], 'title': '2021-07-08 20:06:20'}"
4026,잇티제 칭찬하면 좋아하긴 하지?,그린메타_isfp,None,"{'class': ['gall_date'], 'title': '2021-07-08 18:50:08'}"
4025,안경 벗으면 인상 좋아짐?,ㅇㅇ,(14.63),"{'class': ['gall_date'], 'title': '2021-07-08 16:24:45'}"
4023,나는 종종 타인의 의도를 알면서도 그냥 무시하는 경우가 있어.,ㅇㅇ,(220.82),"{'class': ['gall_date'], 'title': '2021-07-08 13:44:16'}"
4022,ISTJ남이 관심있는 사람있으면 어떻게 해?,ㅇㅇ,(211.110),"{'class': ['gall_date'], 'title': '2021-07-08 02:38:27'}"
