number,title,writer,ip,date_dict
11374,나 포기했던 짝남 다시 들이대보게,엔팁녀,(223.38),"{'class': ['gall_date'], 'title': '2021-07-22 15:35:08'}"
11373,잇프제남드라 카톡 답장..,ㅇㅇ,(221.163),"{'class': ['gall_date'], 'title': '2021-07-22 13:26:07'}"
11372,폰팔이 다 뒤졌으면,Gen.G.Life,None,"{'class': ['gall_date'], 'title': '2021-07-22 12:57:40'}"
11370,그 너네랑은,666c,None,"{'class': ['gall_date'], 'title': '2021-07-22 11:54:19'}"
11366,잇프제녀랑 친해지고 싶다,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-22 02:47:21'}"
11365,이거 어케보는거야??,Gen.G.Life,None,"{'class': ['gall_date'], 'title': '2021-07-22 01:57:08'}"
11364,이제 8월이 다가와서 하는 말인데..,ㅇㅇ,(59.31),"{'class': ['gall_date'], 'title': '2021-07-22 01:40:53'}"
11363,잇프제남들 자기 얘기 말야,ㅇㅇ,(1.235),"{'class': ['gall_date'], 'title': '2021-07-22 01:17:43'}"
11361,여기도 mbti 과몰입 하는 애들도 있네,ㅇㅇ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-21 23:59:36'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
11360,요새 isfp된듯,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-21 23:48:05'}"
11359,잇붕이들,긍정왕,None,"{'class': ['gall_date'], 'title': '2021-07-21 23:00:00'}"
11358,isfp 놀러왔어요! isfj 사랑해요!!,멍멍,(223.38),"{'class': ['gall_date'], 'title': '2021-07-21 22:32:39'}"
11357,아참 저 다음날에 파딱 내려놓을 예정임,Jayu,None,"{'class': ['gall_date'], 'title': '2021-07-21 22:22:53'}"
11355,10일동안 삭제한 글 댓글 목록,센츄리,None,"{'class': ['gall_date'], 'title': '2021-07-21 22:14:49'}"
11353,단또짤 대량 투척,Jayu,None,"{'class': ['gall_date'], 'title': '2021-07-21 22:08:59'}"
11352,잡담글 없는 이유가,센츄리,None,"{'class': ['gall_date'], 'title': '2021-07-21 21:56:41'}"
11351,타유형입니다 시비글 x,ㅇㅇ,(14.7),"{'class': ['gall_date'], 'title': '2021-07-21 21:46:19'}"
11350,잇프제들아 나만그래 ?,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-21 20:18:36'}"
11349,비추 10 넘는 글은 다 삭제하고 있어요,센츄리,None,"{'class': ['gall_date'], 'title': '2021-07-21 20:08:37'}"
11348,심심해서 꺼무위키 ISFJ 에니어그램 부분 읽어봤는데,ㅇㅇ,(218.158),"{'class': ['gall_date'], 'title': '2021-07-21 20:05:49'}"
11347,잇프제파딱달러온,둘만아는비밀,None,"{'class': ['gall_date'], 'title': '2021-07-21 19:51:26'}"
11345,※ISFJ만 들어와주세요.,뇌에핀트나감,None,"{'class': ['gall_date'], 'title': '2021-07-21 19:37:16'}"
11343,애들아,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-21 19:13:55'}"
11341,나이가 들수록,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-21 18:29:09'}"
11340,계획이 무너지면 왜 이렇게 스트레스를 받을까,ㅇㅇ,(175.120),"{'class': ['gall_date'], 'title': '2021-07-21 18:22:32'}"
11339,질문하고 도망치지 말자,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-21 18:08:49'}"
11337,방금 헤어졌다 울어야되서 질문 못받는다,ㅇㅇ,(121.135),"{'class': ['gall_date'], 'title': '2021-07-21 16:54:31'}"
11336,이 갤러리가 문제인 점,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-21 15:15:33'}"
11335,서로 호감인 상대한테 연락올때,ㅇㅇ,(14.4),"{'class': ['gall_date'], 'title': '2021-07-21 14:48:45'}"
11334,잇프제 특,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-21 14:31:47'}"
11333,다른 mbti유형갤 가봤는데 확실히 다르다,잇붕이,None,"{'class': ['gall_date'], 'title': '2021-07-21 14:31:07'}"
11332,잇프제들은 친해지면 어떻게 행동해 ?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-21 14:14:57'}"
11331,무기력한데,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-21 14:09:43'}"
11330,그사람이싫은거지 특정MBTI싫어하는건 이상하다고 생각함,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-21 14:08:17'}"
11327,예쁘면 된다는데 내가 예쁜지 어떻게 알까,ㅇㅇ,(221.163),"{'class': ['gall_date'], 'title': '2021-07-21 12:48:58'}"
11325,호감 있는 사람한테 좋아한다고 들으면 어떰 ?,ㅇㅇ,(211.46),"{'class': ['gall_date'], 'title': '2021-07-21 12:40:07'}"
11324,좋아하는 사람이 없다,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-21 12:33:05'}"
11323,나만 그런지는 모르겠는데 친구들이랑 잡는 약속은,ㅇㅇ,(182.218),"{'class': ['gall_date'], 'title': '2021-07-21 12:11:48'}"
11322,잇프제가 이성에게 호감 느낄때는 언제야?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-21 12:03:35'}"
11320,enfp친구 손절했음,ㅇㅇ,(180.229),"{'class': ['gall_date'], 'title': '2021-07-21 11:31:59'}"
11319,아침부터 많이 나오네,Jayu,None,"{'class': ['gall_date'], 'title': '2021-07-21 10:38:30'}"
11318,ISFJ들은 절대 먼저 놀자고 안해? ,마싯다,(222.236),"{'class': ['gall_date'], 'title': '2021-07-21 10:28:18'}"
11317,여자친구랑 곧 1주년인데 어떤 선물이 좋을까?,ㅇㅇ,(221.149),"{'class': ['gall_date'], 'title': '2021-07-21 08:23:27'}"
11316,혹시 너희도 그래?,ㅇㅇ,(210.106),"{'class': ['gall_date'], 'title': '2021-07-21 07:03:58'}"
11315,난 intp인데 너무 힘들다 isfj들아 도와줘 제발,666c,None,"{'class': ['gall_date'], 'title': '2021-07-21 06:28:01'}"
11314,Isfj끼리 어때?,ㅇㅇ,(112.151),"{'class': ['gall_date'], 'title': '2021-07-21 05:32:04'}"
11313,잇프제 공략하려면 칭찬하라는 글 보고 다는건데.,인프피남,(39.115),"{'class': ['gall_date'], 'title': '2021-07-21 05:18:05'}"
11310,밑에 엔팁 강약약강 글 공감많아서 써봄,ㅇㅇ,(14.7),"{'class': ['gall_date'], 'title': '2021-07-21 03:47:07'}"
11308,잇프제공략법,ran,None,"{'class': ['gall_date'], 'title': '2021-07-21 01:40:44'}"
11307,잇프제가 연애할때 자기 생활 다 챙기는건 사바사가 아닐까?,ㅇㅇ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-21 01:02:08'}"
11306,꼭 카톡이 연락 수단이 아닌 사람이 있음,ㅇㅇ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-21 00:38:03'}"
11305,잇프제가 만나자고 안해,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-21 00:11:04'}"
11304,ISFJ는 혼란스러운 ISTJ 같은 느낌이야?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-20 23:12:59'}"
11303,지친다,ㅇㅇ,(59.7),"{'class': ['gall_date'], 'title': '2021-07-20 23:00:38'}"
11301,잇프제가 나한테,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-20 22:35:42'}"
11299,계획하는건 잘하는데 실천이 안됨,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-20 22:10:01'}"
11298,잇프제들은 진짜 표현이 적은 것 같아,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-20 22:02:11'}"
11296,이 유형에도 독재자가 있네,ㅇㅇ,(182.231),"{'class': ['gall_date'], 'title': '2021-07-20 21:12:18'}"
11295, ‘우리’ 라는 호칭,좋아해줘,(223.62),"{'class': ['gall_date'], 'title': '2021-07-20 21:03:45'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
11294,Isfj남자도 어장처?,엔팁도소심해,(1.236),"{'class': ['gall_date'], 'title': '2021-07-20 20:23:38'}"
11292,오옼..,ㅇㅇ,(175.209),"{'class': ['gall_date'], 'title': '2021-07-20 19:38:33'}"
11289,직장인 남자 isfj를 만난다면 infp 의심해보는게 좋음,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-20 17:04:46'}"
11288,잇프제는 보통 자기마음 얘기 잘 안해?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-20 15:30:28'}"
11287,잇프제 특,도지사,(110.70),"{'class': ['gall_date'], 'title': '2021-07-20 15:13:18'}"
11286,30살인데 폰 천지인 키보드 쓰는 사람 특,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-20 14:58:05'}"
11285,잇프제남은 이성이 볼땐,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-20 13:58:48'}"
11283,잇프제들은 친한사람들이랑 이야기할때도,ㅇㅇ,(182.218),"{'class': ['gall_date'], 'title': '2021-07-20 13:29:04'}"
11282,잇프제 이상형검사 해봤어,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-20 13:24:54'}"
11280,isfj분들은 어디가야 만날수있나요,ㅇㅇ,(218.145),"{'class': ['gall_date'], 'title': '2021-07-20 12:40:39'}"
11279,잇프제의 마음...,ㅇㅇ,(116.40),"{'class': ['gall_date'], 'title': '2021-07-20 12:37:43'}"
11277,연애는 잇프제처럼,ㅇㅇ,(211.252),"{'class': ['gall_date'], 'title': '2021-07-20 12:16:27'}"
11276,음 이렇게나오네,둘만아는비밀,None,"{'class': ['gall_date'], 'title': '2021-07-20 11:48:10'}"
11275,잇프제들아,도지사,(175.223),"{'class': ['gall_date'], 'title': '2021-07-20 11:00:30'}"
11274,잇프제는 원래 이렇게 사람 애간장 태움?,ㅇㅇ,(14.4),"{'class': ['gall_date'], 'title': '2021-07-20 10:55:39'}"
11273,ESTP인데 이상형테스트 잇프제 나옴,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-20 10:51:45'}"
11272,같은 잇프제랑 결혼하고 싶어?,하쿠,(222.102),"{'class': ['gall_date'], 'title': '2021-07-20 10:41:24'}"
11271,이거안흔한가,ㅊㅇㅎ,None,"{'class': ['gall_date'], 'title': '2021-07-20 10:28:22'}"
11270,"난 할말은 다 해야돼, 난 뒷끝없어 난 쿨해 이러는 사람들",ㅇㅇ,(69.209),"{'class': ['gall_date'], 'title': '2021-07-20 09:25:13'}"
11268,집에 박혀있는건 외로운데,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-20 08:53:00'}"
11267,isfj끼리 사귀어본 사람있어??,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-20 07:49:51'}"
11266,너넨 어떨때 손절해?,ㅇㅇ,(182.215),"{'class': ['gall_date'], 'title': '2021-07-20 07:31:21'}"
11262,너희 취미 뭐야? ,ㅇㅇ,(121.140),"{'class': ['gall_date'], 'title': '2021-07-19 23:46:05'}"
11261,그님가가 먼뜻이에여?,마동석fan,None,"{'class': ['gall_date'], 'title': '2021-07-19 23:29:07'}"
11260,엄마랑 너무 안 맞아,ㅇㅇ,(116.124),"{'class': ['gall_date'], 'title': '2021-07-19 23:16:36'}"
11259,내가 좋아하는 애들 다 isfj나온게 신기해,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-19 22:51:20'}"
11258,도통 모르겠는 ISFJ녀의 심리,ㅇㅇ,(125.180),"{'class': ['gall_date'], 'title': '2021-07-19 22:19:38'}"
11257,isfj라도 이상형이나 잘맞는 성향이 나이에따라 바뀌는거같아,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-19 21:52:30'}"
11255,이 세상의 모든 문제는,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-19 19:49:52'}"
11254,너네는 개인적으로 통찰력 어떻다고 생각해?,ㅇㅇ,(222.236),"{'class': ['gall_date'], 'title': '2021-07-19 19:44:40'}"
11253,잇프제남 이성인 각별한 친구 보통 두나?,ㅇㅇ,(116.40),"{'class': ['gall_date'], 'title': '2021-07-19 18:54:19'}"
11250,잇프제들아,도지사,(39.7),"{'class': ['gall_date'], 'title': '2021-07-19 16:44:46'}"
11249,여사친이랑 이야기하다가 ,설화련,None,"{'class': ['gall_date'], 'title': '2021-07-19 15:12:36'}"
11248,내가 누구?,Gen.G.Life,None,"{'class': ['gall_date'], 'title': '2021-07-19 15:03:15'}"
11247,너네 이불킥 할 때 말이야,ㅇㅇ,(121.190),"{'class': ['gall_date'], 'title': '2021-07-19 14:56:34'}"
11246,다음달에 소개팅나간다. 급하다.,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-19 14:21:03'}"
11245,잇프피갤 념글에서 퍼온 공감짤 ㅋㅋ,백기x,None,"{'class': ['gall_date'], 'title': '2021-07-19 14:06:04'}"
11242,서로 다른 성격끼리 사귀는거도 좋은거 같아,펜져,None,"{'class': ['gall_date'], 'title': '2021-07-19 10:27:44'}"
11241,끝까지 화이팅! 정말 열심히해서!!,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-19 08:44:14'}"
11240,잇프제 친구한테 내가 너무 부담스러운건가,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-19 07:49:40'}"
11239,사회생활하거나 나이먹으면 T로 변하지 않으냐,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-19 07:19:36'}"
11238,isfj가 인스타 안 올리다 첨 올렸는데,ㅇㅇ,(218.155),"{'class': ['gall_date'], 'title': '2021-07-19 01:58:53'}"
11237,남자가 ‘이자식아’ 요런말 하면 여자로 안보는거야?,ㅇㅇ,(1.225),"{'class': ['gall_date'], 'title': '2021-07-19 01:34:06'}"
11236,나 왜 여자애한테 선톡오면 긴장되냐,IsFj,None,"{'class': ['gall_date'], 'title': '2021-07-19 00:16:51'}"
11235,잇프제가 “한달 뒤쯤에 밥 같이 먹어요~” 하는건,ㅇㅇ,(58.120),"{'class': ['gall_date'], 'title': '2021-07-18 22:52:12'}"
11234,직업구닌 잇프제남인데 너무스트레스받는다..,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-18 22:49:02'}"
11232,걍 시간 맞아서...,ㅇㅇ,(121.133),"{'class': ['gall_date'], 'title': '2021-07-18 22:23:20'}"
11231,가끔 전연애의 트라우마가 떠오르는데,ㅇㅇ,(121.140),"{'class': ['gall_date'], 'title': '2021-07-18 22:21:50'}"
11230,아는 ISFJ 여사친 이거 맞냐,ㅇㅇ,(124.28),"{'class': ['gall_date'], 'title': '2021-07-18 22:17:55'}"
11228,잇프제 학교 누나 어떻게 지내나 너무너무 궁금하다,인프피남,(39.115),"{'class': ['gall_date'], 'title': '2021-07-18 19:47:54'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
11227,잇프제녀를 좋아하고 있는데 도와줘,ㅇㅇ,(119.201),"{'class': ['gall_date'], 'title': '2021-07-18 19:26:16'}"
11226,국힙원탑은 아이유 투탑은?,ㅇㅇ,(121.180),"{'class': ['gall_date'], 'title': '2021-07-18 18:52:00'}"
11225,잇프제들은 취미가 뭐야,엣햄,None,"{'class': ['gall_date'], 'title': '2021-07-18 18:32:56'}"
11224,잇프제 답장 느린 이유,ㅇㅇ,(116.40),"{'class': ['gall_date'], 'title': '2021-07-18 16:16:14'}"
11223,잇프제들은 언제까지 놀아야겠다가 머리속에 있나봐,그린메타_isfp,None,"{'class': ['gall_date'], 'title': '2021-07-18 16:06:01'}"
11221,너넨 이런 상황이면 어쩔거야?,esfj,(223.39),"{'class': ['gall_date'], 'title': '2021-07-18 15:10:36'}"
11219,잇프제는 호감있는 사람한테 어떤식으로 표현해?,ㅇㅇ,(211.109),"{'class': ['gall_date'], 'title': '2021-07-18 13:51:22'}"
11218,나 너 좋아하는거 같은데 어카냐,마동석fan,None,"{'class': ['gall_date'], 'title': '2021-07-18 13:16:40'}"
11217,잇프제들아,ㅇㅇ,(211.218),"{'class': ['gall_date'], 'title': '2021-07-18 12:32:13'}"
11216,남편이 이러면 뭔생각듬?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-18 12:11:44'}"
11215,estj isfj 궁합 어때?,ㅇㅇ,(122.35),"{'class': ['gall_date'], 'title': '2021-07-18 11:41:46'}"
11214,너네는 같이 술 마시다가 여친이 꽐라되면,ㅇㅇ,(218.39),"{'class': ['gall_date'], 'title': '2021-07-18 11:38:47'}"
11213,잇프제가 부정적이게 되면 되게 힘들거같아,ㅇㅇ,(122.35),"{'class': ['gall_date'], 'title': '2021-07-18 11:36:29'}"
11212,잇프제들아 도와줘 ㅠㅠ 나 우째?,에스파배고파,(1.247),"{'class': ['gall_date'], 'title': '2021-07-18 11:24:24'}"
11209,잘생긴 잇프제가 애매한거 같아,enfp,(128.1),"{'class': ['gall_date'], 'title': '2021-07-18 07:31:05'}"
11208,신의탑 이라는 웹툰 추천 할게,ㅇㅇ,(73.189),"{'class': ['gall_date'], 'title': '2021-07-18 05:56:38'}"
11207,잇프제 남자들은 누가 너네 좋아한다고 하면 아무 관심없었다가도,ㅇㅇ,(175.211),"{'class': ['gall_date'], 'title': '2021-07-18 02:59:27'}"
11206,연락느린건,ㅇㅇ,(110.8),"{'class': ['gall_date'], 'title': '2021-07-18 02:24:32'}"
11205,잇프제 남녀 비율 어떻게 될까,ㅇㅇ,(211.109),"{'class': ['gall_date'], 'title': '2021-07-18 02:08:36'}"
11204,잇프제들 기억력,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-18 01:36:22'}"
11202,다들 고백해본 적 있나요?,Womwdjdkls,(180.66),"{'class': ['gall_date'], 'title': '2021-07-18 00:18:52'}"
11201,하 헬스쌌다,ㅇㅇ,(49.142),"{'class': ['gall_date'], 'title': '2021-07-17 23:24:13'}"
11200,잇프제들아 너네 눈치 빨라?,ㅇㅇ,(58.120),"{'class': ['gall_date'], 'title': '2021-07-17 23:07:30'}"
11199,잇프제는 애초에 사람을 별로 싫어하지 않는듯,ㅇㅇ,(175.120),"{'class': ['gall_date'], 'title': '2021-07-17 21:58:22'}"
11198,친한잇프제여사친있는데,ㅇㅇ,(119.194),"{'class': ['gall_date'], 'title': '2021-07-17 21:35:15'}"
11197,얘 유형 뭐야?,패션여우,None,"{'class': ['gall_date'], 'title': '2021-07-17 21:22:48'}"
11196,코로나 이전부터 ,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-17 20:57:49'}"
11195,ISFx 가 내향형 중 인싸라는데,그린메타_isfp,None,"{'class': ['gall_date'], 'title': '2021-07-17 20:28:19'}"
11194,너흰 너랑 성격 비슷한사람한테 끌리냐,호베야임,None,"{'class': ['gall_date'], 'title': '2021-07-17 18:14:51'}"
11193,너네 전화하는거 좋아해?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-17 18:05:44'}"
11192,잇프제들아,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-17 17:09:42'}"
11191,오늘 조조로 랑종보고왔어,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-17 17:09:22'}"
11190,잇프제 꼬실땐 고냥 들이대라고,ㅇㅇ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-17 16:56:50'}"
11188,Esfp랑 연애중인데,ㅇㅇ,(180.229),"{'class': ['gall_date'], 'title': '2021-07-17 15:09:48'}"
11186,어쩌다보니 내 글이 실베로 가버렸네,Jayu,None,"{'class': ['gall_date'], 'title': '2021-07-17 12:42:00'}"
11185,여자들에게 interview ,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-17 09:32:16'}"
11184,뭔가 말을 어떻게 해야될지 모르겠다,V4V,None,"{'class': ['gall_date'], 'title': '2021-07-17 07:19:26'}"
11183,잇프제한테 용기를 주려면 어캐해야하나,빙봉,(106.102),"{'class': ['gall_date'], 'title': '2021-07-17 06:43:58'}"
11182,남자가 여자 머리 쓰다듬는거 무슨 심리야..?,ㅇㅇ,(1.225),"{'class': ['gall_date'], 'title': '2021-07-17 05:47:29'}"
11181,방 깨끗해?,ㅇㅇ,(39.119),"{'class': ['gall_date'], 'title': '2021-07-17 03:05:36'}"
11180,외로움을 너무 안타서 걱정인데,ㅇㅇ,(58.79),"{'class': ['gall_date'], 'title': '2021-07-17 02:41:38'}"
11178,Isfj랑 entp가 얼마나 반대인지 갤 념글만봐도,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-17 01:38:57'}"
11177,좋아하는 감정? 질투? ㅠㅠ,Womwdjdkls,(180.66),"{'class': ['gall_date'], 'title': '2021-07-17 00:13:53'}"
11175,infp?enfp??가 본 isfj,ㅇㅇ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-16 21:39:22'}"
11173,눈치안보는 잇프제,도지사,(121.187),"{'class': ['gall_date'], 'title': '2021-07-16 20:26:11'}"
11171,인간적 호감에서 이성적 호감으로 발전한 적 있어?,ㅇㅇ,(175.197),"{'class': ['gall_date'], 'title': '2021-07-16 18:51:14'}"
11170,아빠 차가 쪽팔려요…ㅠㅠ,ㅇㅇ,(121.180),"{'class': ['gall_date'], 'title': '2021-07-16 17:48:03'}"
11169,잇프제는 이성의 외적요소를 얼마나 봐?,esfj,(223.33),"{'class': ['gall_date'], 'title': '2021-07-16 17:45:21'}"
11168,isfj 매우 가까운 사람이 있는데,ㅇㅇ,(58.122),"{'class': ['gall_date'], 'title': '2021-07-16 16:22:53'}"
11167,4달이라는 시간은  잇프제한테 긴 시간임?,ㅇㅇ,(175.118),"{'class': ['gall_date'], 'title': '2021-07-16 15:56:28'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
11165,이런거 어때 잇프제들,ㅇㅇ,(220.121),"{'class': ['gall_date'], 'title': '2021-07-16 14:58:51'}"
11164,아는 잇프제 여자애 왜 이러냐?,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-16 14:14:51'}"
11163,안녕 친구들아,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-16 11:47:59'}"
11162,나 인프피인데 내가 이짤 주인공임 ,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-16 10:48:47'}"
