number,title,writer,ip,date_dict
10526,혹시 음악하는 엔프피있어?,ㅇㅇ,(211.114),"{'class': ['gall_date'], 'title': '2021-07-22 00:58:25'}"
10525,엥 엔프피도 이런게 잇네,ENFP,(112.140),"{'class': ['gall_date'], 'title': '2021-07-22 00:55:56'}"
10524,헤어진지 1년 된 엔프피 일기.txt,흰멍이,None,"{'class': ['gall_date'], 'title': '2021-07-22 00:34:34'}"
10522,너넨 하트시그널 박지현 김현우 같은 성격 좋아?,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-21 23:27:18'}"
10521,너네는 고백했다 까인 사람한테서 연락오면 어때,ㅇㅇ,(110.10),"{'class': ['gall_date'], 'title': '2021-07-21 22:52:04'}"
10520,나만 이런거니 다들 그러니,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-21 21:23:45'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
10519,와 근데 enfp중에 외모 못난사람 못봄,ㅇ,(59.6),"{'class': ['gall_date'], 'title': '2021-07-21 21:18:35'}"
10516,※ENFP만 들어와주세요.,뇌에핀트나감,None,"{'class': ['gall_date'], 'title': '2021-07-21 19:35:43'}"
10515,enfp한테는 뭔가 먼저 약속 잡기가 힘들어 ㅋㅋ,istp,(118.32),"{'class': ['gall_date'], 'title': '2021-07-21 19:25:51'}"
10514,하루종일 기분이 좋아서 기분나쁨,야짤아재,None,"{'class': ['gall_date'], 'title': '2021-07-21 18:53:57'}"
10513,ENFP 설문조사) 사랑하는 사람이랑...,ㅇㅇ,(124.5),"{'class': ['gall_date'], 'title': '2021-07-21 18:15:29'}"
10512,내가본 엔프피 친구 특징,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-21 17:51:30'}"
10511,엔프피 인스타,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-21 13:54:53'}"
10510,엔프피 패션은 대충 이런 느낌 일려나?,라이키리라이즈,None,"{'class': ['gall_date'], 'title': '2021-07-21 12:00:23'}"
10507,enfp 원래 연락 잘 안보냐?,ㅇㅇ,(180.229),"{'class': ['gall_date'], 'title': '2021-07-21 11:19:38'}"
10506,짝사랑 힘들다,ㅇㅇ,(59.5),"{'class': ['gall_date'], 'title': '2021-07-21 05:11:55'}"
10505,엔프피들도 노래 좋아함?,결국모두죽기마련,None,"{'class': ['gall_date'], 'title': '2021-07-21 05:00:29'}"
10504,혹시 나같은 엔프피있음?,모에머에,(223.38),"{'class': ['gall_date'], 'title': '2021-07-21 04:24:19'}"
10503,엔프피가 이상형임,결국모두죽기마련,None,"{'class': ['gall_date'], 'title': '2021-07-21 04:09:53'}"
10502,엔프핀데 이거설명좀,모비우스,(211.108),"{'class': ['gall_date'], 'title': '2021-07-21 03:04:29'}"
10501,enfp 남자 호의인지 호감인지 알려주라,ㅇㅇㅇㅇ,(218.49),"{'class': ['gall_date'], 'title': '2021-07-21 01:28:12'}"
10500,니네 플러팅 왜이렇게 잘해,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-21 01:04:05'}"
10499,estj estp 특징이 뭐얌,ㅇ,(59.6),"{'class': ['gall_date'], 'title': '2021-07-21 00:45:33'}"
10498,이별할때 나 보라고 만든 최근 이별하면서 느낀것,ㅇㅇ,(125.182),"{'class': ['gall_date'], 'title': '2021-07-20 23:36:42'}"
10497,나그래서 둘중 누구한테 플러팅해?,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-20 23:14:02'}"
10496,Enfp남,ㅇㅇ,(175.119),"{'class': ['gall_date'], 'title': '2021-07-20 22:21:11'}"
10495,enfp아빠가 운동 중독에 걸렸어,ㅇㅇ,(115.137),"{'class': ['gall_date'], 'title': '2021-07-20 22:16:05'}"
10494,엔프피 친구 너무 좋아,CosmoPolitan,None,"{'class': ['gall_date'], 'title': '2021-07-20 21:46:53'}"
10493,내가 지금까지 본 엔프피 여자들,ㅇㅇ,(180.71),"{'class': ['gall_date'], 'title': '2021-07-20 21:17:51'}"
10492,너네 현실에서 esfp enfp 구분가능?,ㅇㅇ,(182.211),"{'class': ['gall_date'], 'title': '2021-07-20 21:17:19'}"
10491,왜 나의 욕심은 끝이 없을까,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-20 20:16:06'}"
10489,나만 이런거임? 아님 엔프피들 다 이럼?,야짤아재,None,"{'class': ['gall_date'], 'title': '2021-07-20 19:27:57'}"
10487,엔프피 남자들아 대시 적극적으로 하는 편이야?,ㅇㅇ,(175.126),"{'class': ['gall_date'], 'title': '2021-07-20 18:17:59'}"
10486,엔프피남이 칼답안하고 5분뒤에 톡오면,ㅇㅇ,(59.2),"{'class': ['gall_date'], 'title': '2021-07-20 18:13:15'}"
10485,인팁) 엔프피는 어떤 MBTI 좋아?,ㅇㅇ,(221.167),"{'class': ['gall_date'], 'title': '2021-07-20 17:55:53'}"
10484,Enfp랑 사귀기로 했는데 티키타카가 잘 안돼ㅜㅜ,ㅇㅇ,(59.2),"{'class': ['gall_date'], 'title': '2021-07-20 17:36:05'}"
10483,ENFP랑 어케 친해져야함..?,ㅇㅇ,(119.204),"{'class': ['gall_date'], 'title': '2021-07-20 15:05:25'}"
10482,성격을 mbti로 한정하고 상상하는게 별로 안좋은것같음,ㅇㅇ,(119.202),"{'class': ['gall_date'], 'title': '2021-07-20 14:00:59'}"
10481,엔프피의 애정표현은 진심이겠지??,ㅇㅇ,(1.250),"{'class': ['gall_date'], 'title': '2021-07-20 12:27:29'}"
10480,엔프피가 자기 좋아하는 지 가늠할 수 있는 방법 알려드림,ㅇㅇ,(119.67),"{'class': ['gall_date'], 'title': '2021-07-20 12:22:14'}"
10479,소개팅 일주일만에 고백 이거 가벼운거야?,ㅇㅇ,(1.250),"{'class': ['gall_date'], 'title': '2021-07-20 11:49:58'}"
10477,엔프피가 원래 말실수 많이하는 성격임?,ㅇㅇ,(119.202),"{'class': ['gall_date'], 'title': '2021-07-20 11:10:47'}"
10476,엥뿌삐들 우울증 있는 칭구칭긔잇어?,ㅇㅇ,(183.107),"{'class': ['gall_date'], 'title': '2021-07-20 11:08:06'}"
10475,너네는 isfp 어떻게 생각해?,ㅇㅇ,(211.210),"{'class': ['gall_date'], 'title': '2021-07-20 11:05:25'}"
10474,엔프피 여사친 좋아하게됨,ㅇㅇ,(59.6),"{'class': ['gall_date'], 'title': '2021-07-20 10:22:43'}"
10473,너네들은 같은 enfp가 좋아?,ㅇㅇ,(119.67),"{'class': ['gall_date'], 'title': '2021-07-20 09:20:02'}"
10471,엔프피 슬플 때,ㅎㅎ,(49.216),"{'class': ['gall_date'], 'title': '2021-07-20 03:57:08'}"
10470,연애상담해줄 엔프피 있나요?,ㅇㅇ,(121.140),"{'class': ['gall_date'], 'title': '2021-07-20 03:27:04'}"
10469,플러팅인지 친구로썬지,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-20 02:37:03'}"
10468,거울처럼만 생겼음 좋겠당,ㅇㅇㅇ,(59.6),"{'class': ['gall_date'], 'title': '2021-07-20 02:03:22'}"
10467,엔프피 안읽씹,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-20 01:55:28'}"
10465,엔프피가 어려운이유,ㅇㅇ,(180.224),"{'class': ['gall_date'], 'title': '2021-07-20 01:39:14'}"
10464,Enfp는 무뚝뚝한 사람 보면 바로 알지?,아이시스8.0,None,"{'class': ['gall_date'], 'title': '2021-07-20 00:17:48'}"
10462,그님가가 뭔뜻이야??,마동석fan,None,"{'class': ['gall_date'], 'title': '2021-07-19 23:26:21'}"
10461,진짜 좋아하는데 .....,ㅇㅇ,(122.32),"{'class': ['gall_date'], 'title': '2021-07-19 22:15:55'}"
10460,아니 어떻게 사람이 이렇게 귀여워?,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-19 20:49:54'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
10459,내 맘을 정했어,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-19 20:47:38'}"
10458,재밌는여자어때?,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-19 20:19:15'}"
10457,아 나 25살인데 방금 엄마가 전화와서 탐폰쓰지마라고함,ㅇㅇ,(182.31),"{'class': ['gall_date'], 'title': '2021-07-19 19:10:32'}"
10456,최근에 엔프피랑 친해져서 와봤는데,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-19 13:26:16'}"
10455,진짜 엔프피는 갤에 많이 보이지도 않는데,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-19 12:38:51'}"
10454,엔프피랑 대화하는 방법 알려준다,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-19 12:27:25'}"
10453,너넨 연애하면서 사람이 바뀔수 있다고 생각함?,ㅇㅇ,(58.231),"{'class': ['gall_date'], 'title': '2021-07-19 11:22:18'}"
10452,너넨 정말 밝구나,여고생효재짱,None,"{'class': ['gall_date'], 'title': '2021-07-19 11:20:34'}"
10451,I인지 e인지,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-19 10:55:35'}"
10450,놀때 폰만 보는 엔프피 친구,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-19 10:03:47'}"
10449,엔프피는 간섭하는 걸 싫어한다던데,ㅇㅇ,(58.238),"{'class': ['gall_date'], 'title': '2021-07-19 09:13:56'}"
10447,엔팁이랑 잘맞는거 같아,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-19 06:16:55'}"
10446,연애시작하기전 꼭 체크해야 할 것 ,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-19 03:13:57'}"
10445,여자외모보는거,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-19 02:41:32'}"
10444,글고 연애안해본 엔픞있으면 싸하다싶으면 바로 걸러라진짜,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-19 02:39:21'}"
10443,나진짜 어쩌지,ㅇㅇ,(112.154),"{'class': ['gall_date'], 'title': '2021-07-19 02:26:29'}"
10441,고3인데 연애가 하고싶어요,ㅇㅇ,(203.251),"{'class': ['gall_date'], 'title': '2021-07-19 01:50:06'}"
10440,엔프피 싫으면 나오는 표정,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-19 01:27:26'}"
10439,엔프피한테 어떻게 다가가?,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-19 01:23:58'}"
10437,유튭에서 enfp 이별 댓글중 가장 공감갔던거,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-19 00:26:49'}"
10434,연애가 너무 힘들다,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-19 00:11:19'}"
10433,남자 enfp 여러분..!,ㅇㅇ,(1.250),"{'class': ['gall_date'], 'title': '2021-07-19 00:00:58'}"
10432,인팊 놀러옴,ㅇㅇ,(183.96),"{'class': ['gall_date'], 'title': '2021-07-18 22:54:56'}"
10431,엔프피친구들 ㅎㅇ,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-18 22:43:21'}"
10430,엔프피는 카톡대화 재미없으면,ㅇㅇ,(222.237),"{'class': ['gall_date'], 'title': '2021-07-18 22:34:25'}"
10429,S유형 좋아함?,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-18 22:30:26'}"
10428,내가느낀 각유형 좋았던것 서운했던것,ㅇㅇ,(112.186),"{'class': ['gall_date'], 'title': '2021-07-18 21:58:51'}"
10426,플러팅당하는거좋아해?,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-18 20:06:00'}"
10425,너희는 좋아하는 이성 mbti유형이 뭐야?,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-18 19:51:50'}"
10424,istj 어떠냐,ㅇㅇ,(124.49),"{'class': ['gall_date'], 'title': '2021-07-18 19:36:45'}"
10420,나는 ENFP 간택 이런얘기 처음엔 아닌거같았는데,ㅇㅇ,(119.202),"{'class': ['gall_date'], 'title': '2021-07-18 18:48:23'}"
10419,썸타는데 연락,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-18 18:39:52'}"
10418,금사빠는 맞는데 금사식은 아님,ㅇㅇ,(119.202),"{'class': ['gall_date'], 'title': '2021-07-18 18:27:55'}"
10417,엔프피앞에서 뚝딱이됨,ㅇㅇ,(1.245),"{'class': ['gall_date'], 'title': '2021-07-18 18:19:38'}"
10414,Infp도 enfp 친구들/이성이 가장 끌리는듯,ㅇㅇ,(222.235),"{'class': ['gall_date'], 'title': '2021-07-18 16:46:28'}"
10413,엔프피들 너무 조아해,Hallo윈,None,"{'class': ['gall_date'], 'title': '2021-07-18 16:34:58'}"
10412,intp인데 enfp가 제일 끌리는 듯.,ㅇㅇ,(112.169),"{'class': ['gall_date'], 'title': '2021-07-18 16:00:08'}"
10411,난 내가 enfp인게 마음에들어,ㅇㅇ,(211.208),"{'class': ['gall_date'], 'title': '2021-07-18 15:23:35'}"
10410,Enfp들아 상대방이 ,ㅇㅇ,(210.100),"{'class': ['gall_date'], 'title': '2021-07-18 14:56:51'}"
10408,내가 저 사람을 좋아하는지 안 좋아하는지 잘모르겠으면뭐냐,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-18 14:37:37'}"
10407,mbti 할때마다 다르게나오는데 enfp가 맞는거같으면,ㅇㅇ,(119.202),"{'class': ['gall_date'], 'title': '2021-07-18 14:17:40'}"
10405,나는 진짜 괜찮은사람인데,마동석fan,None,"{'class': ['gall_date'], 'title': '2021-07-18 12:08:03'}"
10403,내 성격중에 친구들한테 맨날 듣는것 2가지,feminine,(211.36),"{'class': ['gall_date'], 'title': '2021-07-18 10:22:09'}"
10402,왜 enfp랑 entp랑 환상케미임?,ㅇㅇ,(124.5),"{'class': ['gall_date'], 'title': '2021-07-18 10:11:08'}"
10400,난 경제관념 완전투철한데,ㅇㅇ,(211.208),"{'class': ['gall_date'], 'title': '2021-07-18 09:26:13'}"
10396,자취생활 지친다,흰멍이,None,"{'class': ['gall_date'], 'title': '2021-07-18 02:29:55'}"
10395,요즘 외롭다,야말공,None,"{'class': ['gall_date'], 'title': '2021-07-18 02:01:03'}"
10394,"ENFP 여성분들 질문 좀,,",ㅇㅇ,(1.251),"{'class': ['gall_date'], 'title': '2021-07-18 00:21:13'}"
10393,내 인생의 남자 3명,ㅇㅇ,(219.250),"{'class': ['gall_date'], 'title': '2021-07-17 23:10:01'}"
10392,mbti 바뀌는게 솔직히 가능한가..?,ㅇㅇ,(182.211),"{'class': ['gall_date'], 'title': '2021-07-17 23:09:25'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
10391,근데 INFP들 왜 여기서 극딜먹음?,딱풀조,None,"{'class': ['gall_date'], 'title': '2021-07-17 22:12:15'}"
10390,엔프피 남친으로 잇팁 어떠냐,미적,None,"{'class': ['gall_date'], 'title': '2021-07-17 21:13:11'}"
10389,자기가 인프피같다고 느끼는 엔프피 분들에게,ㅇㅇ,(221.167),"{'class': ['gall_date'], 'title': '2021-07-17 20:35:19'}"
10388,얘들아 제발 간보지 말고 지레짐작 하지 말고,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-17 20:20:06'}"
10386,너네들 원래 같이 뭐 하자 이런 말 잘해?,ㅇㅇ,(175.126),"{'class': ['gall_date'], 'title': '2021-07-17 18:55:48'}"
10385,Enfp남,ㅇㅇ,(175.119),"{'class': ['gall_date'], 'title': '2021-07-17 18:19:31'}"
10382,무슨말을해도재미없어요어떡하죠?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,양,None,"{'class': ['gall_date'], 'title': '2021-07-17 17:02:47'}"
10381,isfj녀랑 두달넘게 연락중,마동석fan,None,"{'class': ['gall_date'], 'title': '2021-07-17 16:43:25'}"
10380,우울해,ㅇㅇ,(58.227),"{'class': ['gall_date'], 'title': '2021-07-17 16:42:17'}"
10379,원래 수치 이정도로 나와?,고치도슴,None,"{'class': ['gall_date'], 'title': '2021-07-17 15:23:21'}"
10378,인티제는 싫은데 인프제는 좋음,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-17 14:58:42'}"
10377,난 내가 엔프피 나오길래 잘못된줄 알았어,ㅇㅇ,(211.208),"{'class': ['gall_date'], 'title': '2021-07-17 14:19:33'}"
10376,찐따주제에 귀엽지도않은 유형,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-17 14:15:09'}"
10375,인티제 공략법.,ㅇㅇ,(118.218),"{'class': ['gall_date'], 'title': '2021-07-17 14:14:58'}"
10374,가끔 나 엔프피 맞나 싶네,ㅇㅇ,(211.226),"{'class': ['gall_date'], 'title': '2021-07-17 14:12:33'}"
10373,ㅅㅂ 나 매년여름에남친이랑 제주도놀러가는데 연중행산데,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-17 13:25:44'}"
10372,남자엔프피들 친구사이엿던여자랑 잘된적잇냐,Fksne,None,"{'class': ['gall_date'], 'title': '2021-07-17 11:43:00'}"
10371,애들아 좋은하루보냉 ,오렌쥐,None,"{'class': ['gall_date'], 'title': '2021-07-17 11:21:12'}"
10368,엔프피게시판 며칠보다보니까,ㅇㅇ,(218.51),"{'class': ['gall_date'], 'title': '2021-07-17 06:46:35'}"
10367,인프피에 관하여,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-17 04:13:48'}"
10366,주변 사람들의 생일,ㅎㅎ,(49.216),"{'class': ['gall_date'], 'title': '2021-07-17 03:01:09'}"
10365,아무튼 고마워,ENTPA,None,"{'class': ['gall_date'], 'title': '2021-07-17 02:23:08'}"
10362,나 엔프피인데 썸남도 엔프피야 ,00,(58.234),"{'class': ['gall_date'], 'title': '2021-07-17 00:51:40'}"
10361,과연 답이 올까,ENTPA,None,"{'class': ['gall_date'], 'title': '2021-07-16 23:31:45'}"
10360,이거 그냥 이제 놔주는게 맞는거겠지,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-16 23:15:51'}"
10359,나 소심한데 엔프피 알바 동료,ㅇㅇ,(125.176),"{'class': ['gall_date'], 'title': '2021-07-16 23:04:34'}"
10358,엔프피 연락때문에 헷갈리지 말자,ㅇㅇ,(1.230),"{'class': ['gall_date'], 'title': '2021-07-16 22:51:26'}"
10357,infp와 enfp 사이임,ㅋㅋ,(211.221),"{'class': ['gall_date'], 'title': '2021-07-16 22:44:46'}"
10356,카톡 안읽씹할때,ㅇㅇ,(175.117),"{'class': ['gall_date'], 'title': '2021-07-16 22:14:31'}"
10352,이성적 접근을안하는 엔프피녀,ㅇㅇ,(14.7),"{'class': ['gall_date'], 'title': '2021-07-16 20:38:18'}"
10351,엔프피는 재택보단 출근이 낫나?,ㅇㅇ,(58.77),"{'class': ['gall_date'], 'title': '2021-07-16 19:50:25'}"
10349,ENFP 여자들은 코로나 때문에 우울함?,ㅇㅇ,(128.134),"{'class': ['gall_date'], 'title': '2021-07-16 18:32:08'}"
10348,엔프피들 헤어지면 ㅠㅠ ,Qwer,(117.111),"{'class': ['gall_date'], 'title': '2021-07-16 17:58:47'}"
10347,사회생활하다보면 인류애 진짜...,ㅇㅇ,(183.107),"{'class': ['gall_date'], 'title': '2021-07-16 17:32:42'}"
10346,질문 하나 더,ㅇㅇ,(110.14),"{'class': ['gall_date'], 'title': '2021-07-16 17:23:11'}"
10345,질문 하나,ㅇㅇ,(110.14),"{'class': ['gall_date'], 'title': '2021-07-16 17:20:03'}"
10344,Enfp남 카톡..,ㅇㅇ,(218.146),"{'class': ['gall_date'], 'title': '2021-07-16 16:55:04'}"
10343,엔프피들 이거 공감함?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-16 16:40:50'}"
10341,에니어그램 5번 손,노이즈캔슬링곰,None,"{'class': ['gall_date'], 'title': '2021-07-16 15:21:16'}"
10339,흐이구... 이 아이들은 어쩜좋을까...,ㅇㅇ,(118.218),"{'class': ['gall_date'], 'title': '2021-07-16 13:12:13'}"
10337,enfp 여자들 좋아하는 사람 생기면 어떻게함??,ㅇㅇ,(14.47),"{'class': ['gall_date'], 'title': '2021-07-16 11:35:10'}"
10336,너넨 연락 늦게보면 어떤 생각들어..?,ㅇㅇ,(218.234),"{'class': ['gall_date'], 'title': '2021-07-16 11:28:05'}"
10334,나 존나 금사빤데,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-16 04:51:37'}"
10333,인팁이 본 엔프피,ㅇㅇ,(58.77),"{'class': ['gall_date'], 'title': '2021-07-16 03:30:13'}"
10332,나 파랑새 증후군 걸린거 같아,ㅇㅇ,(119.192),"{'class': ['gall_date'], 'title': '2021-07-16 00:13:45'}"
10330,나도 이거저거많이물어보는데,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-15 19:29:53'}"
10329,엔프피 자기중심적으로 얘기 안해주면,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-15 18:45:17'}"
10328,ㅡ,엔까,None,"{'class': ['gall_date'], 'title': '2021-07-15 18:17:58'}"
10327,Enfp여자들 프사바꾸면 아는척해주는거좋아함?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-15 17:18:00'}"
10326,Enfp친구 ㄹㅇ하나하나 물어보는데 ,ㅇㅇ,(106.101),"{'class': ['gall_date'], 'title': '2021-07-15 16:47:21'}"
