number,content
10556,"
다다음주에 ENFP인 친구들 두명이랑 놀러 가기로 했는데계획대로 어디어디 가자 하면 싫어할라나 걱정이다계획 짤때 애들보고 어디 가고 싶은지랑 뭐 먹고 싶은지랑 다 물어봐서 짜긴했는데 너무 딱 맞춰서 하면 거부감 느끼지는 않겠지..?? "
10554,"
별로 긍정적이지 않고 ㅏ하여튼애들한테 인프피 같다고 다구리 맞고약간 ㅏ상처 받았음근데 내가 인프피한테 데인 적이 너무 많아서 차라리 내가 인프피인게 아니라 우울증 땜에 이런 거였으면 좋겎음 ㄹㅇ내가 인프피인게 죽ㅇㄴ는 것보다 싫어 엔프피 중에 우울증 걸린 사람 있ㅇ음???아님 ㄹㅇ 내가 인프피 된건가 + 덧붙이자면 친구들이 5~6년 넘은 친구들이라 가면 안 쓴 너무 내추럴한 내 본모습(엔프피들 어두운 그런거 있잖아) 그런 것만 봐서 그럴 수도 있지 않을까....?ㅎ 처음 보는 사람들 (새로 등록한 학원이나 어디서든 만나는 사람들)은 걍 엔프피면 ㅇㅎ 하던ㅔ데 "
10553,"
이성한테도 동성 이성 차별없이 좋으면 좋은대로 다 표현하는듯 안 그러는 나는 오해하게 되고 ㅋㅋ 친구로서다 친구로서다 염불을 외는중  "
10552,"
친구로라도 지내고싶은데 친구로도 싫어할까봐 걱정임ㅋㅋ초반엔 엔프피남이 먼저 선톡하더니나에 대한 호기심과 재미가 사라졌는지내가 먼저 선톡해야만 이어짐 ㅋㅋㅋ근데 대화는 내가 대충 끊으려고 마무리식으로 말해도 안끊기고계속 이어나가서 또 나혼자 착각중 ㅋㅋㅋ힘들구만 "
10551,"
인팁은 호기심을 유발하는 건 뭐든 분석해야 직성이 풀림그런 의미에서 엔프피들은 나에게 미지의 탐구대상이자 알게 모르게 내 모성애를 자극하는 무언가가 있었음본론 ㄱㄱ1.귀엽다엔프피 연예인들 보면 엔프피들 특유의 통통 튀는 성격과 발랄함이 있는 거 같음. 모태 인팁인 나는 음침 아싸 우울 오라를 풍기는데 엔프피들은 대가리  꽃밭이라 오히려 나랑 대조되는 모습에 끌렸음2.끼가 많다끼쟁이들이다. 얘네들은 가만히 노력하지않아도 어케 사람의 호감을 끄는지 존나 잘 아는 애들임가마니 있어도 그냥 태생적으로 만인의 관심을 받을 수 밖에 없는 애들. 쟤네는 그냥 암 생각없이, 혹은 사회생활한답시고 한 행동들이 상대방한테는 어..이거 뭐지. 나한테 관심있나? 하는 오해를 사기 좋음그래서 mbti 16개 갤을 탐방하면유독 엔프피갤만, 엔프피의 의미없는 호의에 반해 맘고생하는 이들의 한탄이 많음 3.대가리 꽃밭같지만 의외로 심오함 내가 엔프피를 사랑하는 이유가 바로 이 양면성때문이다.엔프피들은 겉만 봐서는 하하하호호 살 거 같고당근 던져주면 좋다고 마냥 헥헥거릴거 같지만 실은 아니다.16개 유형중에 가장 밝으면서도 가장 어두운, 양극성을 오가는 유형임.인팁은 내내 어둠속에서 살아가는 반면 엔프피는 기복이 심함의외로 자살 확률이 높은게 e유형들이더라. 인팁인 나는 고독과 함께 살아가는 방법을 터득했는데 엔프피들은 그걸 유독 못견딤. 기본 베이스가 댕댕이에 사람 좋아하고 애정을 갈망하는 지라  우울과 고독에 빠지면 한 없이 땅굴 파는 타입. 뭐,  가장 어두운 곳에서만 빛이 가장 밝을 수 있잖아.마찬가지로 제일 밝은 엔프피가 어두워지면 젤 시컴해지는듯4. 팝콘형 아이디어이거는 n p들의 특징이라고도 볼 수 있는데생각과 아이디어가 두서가 없음. 그래서 엔프피들과 대화하면 굉장히 의식의 흐름으로 흘러감. 핀트가 이상한데 뭔가 맞는 말 같고, 논리가 안맞는데 존나 웃기고 예를 들면 만두 얘기를 하다가 만두콘 얘기가 나오고 디시 얘기를 하는..사고방식이 저런식임. 그래서 엔프피들과 대화하면 대화거리가 계속 생김 5.의외로 긴급상황에서 빛을 발함엔프피들은 단기적 집중력과 몰입감이 뛰어남개인적으로 도파민과 아드레날린에 가장 민감한 유형이라 상각.시험도 진짜 좆될거 같은 극한의 상황까지 쳐미루고 미친 집중력으로 휘뚜루 마뚜루 끝내는거 보고저새끼 나보다 더한 새끼네...생각함그래서 엔프피들한테 무대위나 연주회, 대회, 운동과 같은단 시간안에 폭발적인 집중력으로 승부를 볼 수 있는 필드가 참 잘 어울림 6. 자극에 약함 다만 도파민과 아드레날린에 민감해서 각종 자극에 약하고 다소 충동적인 경향을 보임얘네는 사랑도 뭔가에 꽂혀서섹스도 꽂혀서취미도 꽂혀서모든것에 강하게 꽂혀서 할 애들임. 제어장치가 너무나도 약함갠적으로 16개 유형중에 바람기 젤 심하다고 생각바람기는 단순히 이성을 좋아한다고 생기는게 아님충동성 + 의지박약 +  절제못함 +  회피+ 애정결핍 등온갖 졷같은게 다 모인 총합체가 바람임 애인이 엔프피라구요? 음 긴장좀 하셔야겠네요;..7. 엔프피가 널 좋아하게 만드는 방법a. 존나게 칭찬해줘라엔프피는 칭찬에 약하고 또 고파한다. 와 너 정말 대단해 최고야 천재야 개쩌네 등등 그냥 온갖 미사여구 붙여서 칭찬해줘라 b.호기심을 유발해라엔프피들은 호기심과 재미에 약하다. 겉에 보여지는 이미지에 굉장히 민감함. 처음부터 모든 걸 엔프피한테 보여주지마라. 나 알고싶지 나 궁금하지? 이런 느낌을 엔프피한테 줘야함그럼 엔프피들은 저 사람은 뭘까 궁금하다 알고싶다. 이러다가 어느새 좋아하는 감정이 생김 c.고삐를 채우지마라내가 보는 엔프피들은 망아지야. 잔디밭에 마구 뛰어다니는 골든 리트리버야. 그런 댕댕이들한테 입마개를 씌우면 존나 답답해하겠지? 이게 인간인지 개새끼인지 고민할정도로 어디로 튈지 모르는 엔프피지만..... 고삐를 채우지마셈 간섭하지마셈대신 걔네의 단점을 고치고싶다면 자연스럽게 유도하는 방법을 써라.강아지들 소변 교육 시킬때패드에다 쉬할때마다 간식 주거든? 첨부터 이 패드에다만 쉬해 이렇게 강압적으로 하지않자나엔프피들도 똑같음. 쟤네가 어떤 방향으로 가게끔 당근으로 유인해야함 d. 무한대의 사랑을 줘라엔프피들은 애정의 갈구가 높은건지. 아니면 애정결핍이 패시브인지 모를 정도로 항상 인정받고 사랑 받고싶어하는 욕구가 있음. 그걸 채워주지않으면 당신의 엔프피는 남몰래 울고 있을겁니다,,,, 8.결론글이 너무 길어졌다.그럼에도 엔프피는 단점보다 장점이 더 많은 유형이라 생각함 특히나 요즘같이 관종이 성공하는 시대에는 더 ㅇㅇ엔프피들아 너네의 끼를 썩히지말고 인플루언서라도 하렴난 간다 ㅂㅂ  "
10550,"
짝녀가 자기는 눈치가 지이이인짜 없다고 하면서 자기가 눈치 없던 썰 막 풀어주는데그거 듣다보면 진짜 눈치가 없는 거 같고. 근데 원래 착한 사람은 나 착해 이렇게 말 안 하잖아? 그래서 이 친구가 곰인지 곰인척 하는 여우인지 잘 모르겠네다른 엔프피들은 어때?  "
10549,"
나랑 좀 안맞거나 아니다 싶으면 바로 손절각 몇년을 알았건 간에 뒤도 안돌아 보는 듯 좀 차가워 보일수있는데 한번 지나간 사람이라고 생각하면 크게 미련두거나 아쉽지 않은듯근데 이건 정말 필요없는 관계거나 오래참은 경우 해당되고왠만하면 사소한걸로 서운한일 있을때 싸우면 좀 놔두면 풀리거나 상대가 굳이 미안하다고 하지 않아도 미안한감정 조금만 내비추거나 말 걸면 바로풀림 오히려 상대가 감정 가지고 있다가 꺼내는 일 대다수.. "
10548,"
근데 A에서 ENFP T 로 바뀜엥뿌삐 좋아.. "
10547,"
얘가 되게 잘삐짐 뭔 말을 할때마다 삐져서 대화가 힘듬.. 그리고 친구랑 만났을때 내 연락도 잘안봄. 그렇다고 집착하는것도 아니구 머해? 한개? 두개? 정도 보내는데.. 이해해야지 해도 서운함 그리고 약간 자존감이 낮은느낌임 너무 막 자길 대체 왜 좋아하냐고 계속 떠봄.. 자기가 왜 좋녜. 그때마다 뭐라고 해야되는지 말문이 막힘. 좋으니까 사귀는거지. 하 "
10546,"
혹시나 했더니 엣프피가 나오네 근데 외향 51 내향 49야ㅜㅜㅠ  - dc official App "
10545,"
혹시나 했더니 엣프피가 나오네 근데 외향 51 내향 49야ㅜㅜㅠ  - dc official App "
10544,"
내가 좋아하는 노래 꽉꽉채워서 신나게만들구 현수막에 궁서체로 울면 데리러온다! 써둔다음에 나 갈때 아무도 안울었으면 좋겠어 ㅠ 그리고 좋아하는 향수남겨놔서 관짝에 시체썩은내 안나게 뿌려달라할꺼임  "
10543,"
나는 존나 3년동안 참고 아무말도 안했는데걔가 선 넘어버림그래서 손절했는데어떻게 안볼 생각을 할 수가 있냐고나한테 ㅈㄹ함난 3년동안 참았는데(물론 티 하나도 안내긴했어)이제 끝이야 존나후련 집가서 김볶해먹을거임- dc official App "
10541,"
너네 어떤식으로 연락하는거 좋아함? 평소에 연락을 거의 안하는데 관심있는 enfp여자애 생겨서 고민임...  "
10540,"
좋은거임?  "
10539,"
자기말로는 하나도 안맞는거같다는데 ESFP랑...먼가 사람을 보면 뭘 말하는지 뭘원하는지 딱딱 캐치한다 해야하나?나는 말하기전까지 모르거든ㅡㅡㅋ 나이들어서 어느정도 안다고해도 긴가민가하슨데 친구는 그냥 딱보면 딱이더라....?전에 놀란게 술먹다가 내가 화장실갈라는데 옆옆테이블 여자분이 나 계속 쳐다봤어 진짜 뚫어져라......  그래서 아 ㅅㅂ 내가 그렇게 빻았나 싶다가 경험이라는 빅데이터를 분석한결과 아 시그널이 맞는거같은데 어떡하지 싶었거든? 근데 나한테 그럴일은 없지 싶어서 화장실 갔다왔늣데 그사이에 친구가 말해서 합석해서 같이 먹었어,,,,  또 걔 회사 동료랑,,,  아 아니다 "
10538,"
4명에서 여행가기로했는데다같이 여행계획짜기로했으면 같이 좀 알아보고해야하잖아 궁금한게있으면 자기가 보면 되잖아infp친구만 안알아보고 자꾸 그럼 몇시간걸려? 거리얼마나돼? 가는방법은?? 질문충이야ㄹㅇ피곤해결제도 하는김에 내것도같이 해줘~이러면서 계속 떠넘기고원래infp이래?? 아 참다 짜증폭팔할꺼같애다신 같이 어디안가려구 "
10537,"
자취하는거 어땡? 조아?  "
10536,"
너네가 친구한테 연락 먼저 잘 안해? "
10535,"
노래방 친구들이랑 가서 내가 노래부를때 뒤에서 같이 따라불러주면 입이 귀에 걸림 ㅋㅎㅋㅎㅋ 이상하게 기분이 좋아져 ㅋㅋ "
10534,"
아니 뭔 너무 잘해줘도 질린다고하고 시팔  - dc official App "
10533,"
이 친구가 나보고 예쁘다고 해주고카톡 답장도 다정하게 해주는데이게 다 가식 같아 보이고 나를 좋아하는건지 의심이 돼내가 말주변이 없다보니깐 같이 있으면 침묵이 자주 흐르는대그 친구 표정도 안좋아보여서 괜히 더 위축되고 그래힘들다 연애.. "
10532,"
왜 내가 좋아하는 여자애한테만 갑자기 말을 바보같이 하게 될까 어?? 매번 이러네 바본가봐 "
10531,"
나 좋아할때까지 난 아무것도 안하는게 나은거지?하필 좋아해도 좋아하는 사람 확고하다는 엔프피를 좋아해서 답답하다 나는 인프피라.. "
10530,"
동성친구가 엔프피임enfp-t답답해서 엔프피 갤 왔음거의 일주일째 단톡방에 말이 없고걱정되어서 개인카톡을 보내도대화를 이어가려고 하지 않는다가끔 동굴 들어가긴 했어도이렇게까지 오래 극단적으로 동굴 들어간 적은 없었어동굴 한번 들어가면 평균 며칠 정도 걸려?더 기다려야할까? "
10529,"
나는 잇프피이고 상대는 엔프피임.근데 몇 년 전에는 동네 친구로 잘 지내다가 내가 한 3~4년? 전쯤 그 애한테 많이 못되게 굴었던 때가 있음. 그리고 나는 그냥 내가 뭐하는거지 싶어서 그냥 그 애와 친구 사이를 끊어버림. 그때 내가 한 모든 행동들 때문에 그 애가 상처를 많이 받았을 거임. 근데 얼마 전에 학교에서 그 애랑 해야하는 과제가 생겨서 나도 조금 그렇고 상대는 더 싫겠구나 생각했는데 의외로 그 애는 그때의 나의 못된 행동들을 기억하지 못하는 것처럼 나한테 생각보다 잘 해주더라. 근데 그 애가 진짜로 그때를 잊은건지 아니면 겉으로는 기억 못하는 척 하지만 속으로 나를 욕하고 있는지 모르겠음. 나는 그 애와 다시 친해지고 싶고 다시 잘 지내고 싶어서 사과를 먼저 해야겠다는 생각이 드는데 사과 할 용기가 나질 않음. 혹시 그 사람은 내가 한 행동들을 깔끔하게 잊고 살아가고 있는데 내가 한 사과 때문에 그때의 기억이 떠올라 나를 더 싫어하게 될지... 아니면 계속 기억하며 내 사과를 받고싶어 하는지...  내가 먼저 사과하면 그 애가 받아줄까..? 정말 그 애한테는 내가 큰 상처가 된 것 같은데... +) 긴 글이지만 열심히 읽어줘서 고마워 "
10528,"
티키타카가 안돼... "
10526,"
현직 작사/작곡가인데추구하는 음악 스펙트럼이 명확해서 고민임Call me maybe같은 따뜻 온화 하이틴 재질 만들거나딥블루같은 몽환적임과 시티팝+재즈 분위기 만듦항상 왜 엄청 대중적인 곡보다스토리텔링형식의 곡을 더 만들고싶은지 모르겠다•••너넨 어때? "
10525,"
얘들아 왜 찐따같이 여기서 놀아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ "
10524,"
아름다운 추억이란 말을 믿었다.우리는 썩 아름답게 이별했고, 다투지도 않았다.너의 행복을 바랬고 그렇기에 이별을 택했다.마지막 그 순간까지 두 손을 놓지 않으며기차를 타기 전 갑작스레 내 두 손을 잡아당기고 키스를 해준 네 모습에다시금 네가 행복하길 바랬고, 우리의 이별은 아름답다 확신했다.이게 아름다운 이별이 아니라면, 도대체 어떤 이별을 아름다운 이별이라 할 수 있을까?그런데사업으로 돈을 몽땅 잃은 로또 당첨자는로또 1등이 당첨됐을 때의 희열과통장에 가득했던 잔고를 아름다운 추억으로 보진 않더라하루가 지나고위로연이란 핑계로 좀처럼 모이기 힘든 대학 동기들과밤새도록 술을 퍼마시고 목청 터지게 노래를 불렀을 때는아직 몰랐다.첫 이별이었기에 헤어지면 누구나 그렇게 하는 줄 알았고그다지 슬프지 않았기에 막 이별한 사람을 연기했을 뿐이었다.일 주일이 지나고스마트폰이 전화기로써의 기능을 상실했을 때 비로소가슴에 구멍이 났다는 표현이 결코 과장이 아니었다는 사실을왼쪽 가슴에 뚫린 구멍으로 바람이 관통하는 그 감촉을 생생히 겪을 때 즈음연기를 그만두었다.한 달이 지나고친구 몇몇이 진심으로 날 걱정하고 도움의 손길을 건넸다는 걸 알고 있었다.하지만 그들을 외면할 수 밖에 없었다.이미 몸은 무기력에 침식 돼 있었다.화장실 한 번 가는 게 그렇게 힘든 일인 줄 누가 알았겠는가?지금 와서 생각하면 코로나라 퍽 다행이었다.두 달이 지나고배가 고파도 잠에 들 수 있다는 사실을 깨달았다.어렸을 적부터 심한 불면증을 달고 살았고 성년 즈음엔 수면제도 달고 살았기에 수면에 참 예민했다.잠에 들기 전엔 반드시 뜨거운 물로 목욕을 해야 했으며 배가 고프면 잠들기 전 공복을 달랠 우유와 씨리얼은 필수품이었다.불면증에 시달려 1년 넘게 졸피뎀을 먹었던 게 무색할 정도로불면증은 말끔히 사라졌으며, 잠 들기전 공복을 달래는 습관도 사라졌다.세 달이 지나고몸무게가 16kg이 빠졌다.어렸을 적 즐겨했던 게임을 다시 시작했다.네 달이 지나고게임을 그만뒀다.담배피러 밖에 나가는 게 지쳐방에서 담배를 꼬나물었다.다섯 달이 지나고일에 복귀했다.별로 할 마음은 없었지만 왠지 모르게 다시 시작하게 됐다.어떤 매커니즘으로 다시 일을 한 지는 모르겠다.일은 한 만큼 돈을 벌었고, 시간을 보내기 퍽 좋았다.여섯 달이 지나고하루에 담배를 두 갑씩 태우고, 커피를 이 리터씩 마셨다.일 때문에 어쩔 수 없었다.한 달 반 동안의 정산금은 722만원이었다.클라이언트는 내게 대필을 의심했다.일곱 달이 지나고습관성 코피를 방치해 코에 염증이 생겼다.급하게 수술을 했다.병원에 가지 말걸.더 오래 방치했으면 과로사 했을지도 모르는 일인데.일 주일 정도의 입원 기간동안 자연스레 일은 쉬었고수액을 맞는 시간은 생각보다 지루하지 않았다.문병을 온 친구들이 내게 거울을 보여주었다.아이러니하게도 거울에 비친 장발에 수염이 덥수룩해진 내 얼굴엔 어머니 얼굴이 보였다.여덟 달이 지나고일의 양을 줄였다.생각해보면 돈을 과하게 벌 이유가 없었다.하루 20시간씩 시달렸던 마감은 두어 시간만 하게 됐고 빈자리는 유튜브가 채워주었다.아홉 달이 지나고내 모든 행동에 감정이 실리기 시작했다.의역을 핑계삼아 감정을 담았고.어느 순간 내가 하고 있는 건 번역이 아닌 창작과도 같은 무언가였다.열 달이 지나고번역을 할 수 없게 되었다.다시 일을 그만두었다.일 년이 지난 오늘날머릿속에 문득 진부한 표현이 하나 떠올랐다.며칠동안 그걸 떨쳐내려 밤새도록 공상에 잠기다 이내 그만두었다.인생이 문학도 아닌데 진부한 표현 하나 쯤 뭐 어떻겠는가.일 년이나 지났는데 진부한 표현 하나 정도는 해도 괜찮지 않을까.잘 지내니 "
10522,"
난 옆에 있으면 너무 답답할 것 같은데사람들은 되게 매력 있대서 이해가 안 되는 중 "
10521,"
별로야?- dc official App "
10520,"
인싸중에 아싸 아싸중에 인싸란 말 그대로 약간 어디에도 있지만 어디에도 없는 느낌 여러 그룹에는 속해 있지만 그렇다고 거기에서 핵심 멤버는 아닌 느낌 아는 사람은 많지만 찐친은 거의 없는 느낌 새로운 사람을 만나는걸 좋아해서 그런지 그룹이든 개인이든 a가 가까워지는듯 하면 b로 가버리고 c로 가버리고  "
설문,
10519,"
본인들은 자기 못났다고 피부 안좋다 뚱뚱하다 못생겼다 하는데하나같이 다 ㅍㅅㅌㅊ이상삘이고 꾸미는거 신경씀 "
10516,"
3, 4, 5, 6월 플리에 이어 7월 갤 믹스테잎을 만들고자 합니다.https://gall.dcinside.com/mgallery/board/view?id=entp&no=168803 <--- 6월 갤 믹스 테잎본 게시물에 <댓글>로 믹스테잎에 들어갈 원하는 노래 '한 곡'만 써주세요.신청 곡은 금월 22일 까지 받습니다. "
10515,"
뭔가 괜히 항상 약속 있을것 같고바쁠것 같고f라 싫어도 거절 못할 것 같아그런 트라우마 생긴 이유가ㅅㅌㅊ 엔프피남1한테 뭐하냐고 하면 안읽씹해서 ‘아 싫나보군’ 이러고 속으로 정뚝떨 되면꼭 하루 뒤에 이때 잠깐 시간 된다고 보자고 하거나아님 하루 뒤에 이날은 안되고 이날은 된다고 해서…안읽씹 쭉 하다가 답장 오는게 포인트임되면 된다 안되면 안된다 하면 되는데 안될것 같으니까 안읽씹해서..?그것때문인지는 모르겠는데 다른 엔프피랑 뭐 하고싶은데 톡 보내기 고민되네어떤데t들한테는 존나 편하게 톡 보내기도 하고 거절도 하고 그러는데이상하게 엔프피는 못그러겠어내 주위 f가 엔프피 뿐이야 "
10514,"
오늘 하루 진짜 화나는일 많았고 힘들고 억울한일도 많았는데 하루종일 기분이 좋아서 너무 복잡함. 그래서 화남  - dc official App "
10513,"
매일 꾸준히 시간내서 보는게 좋아아니면일주일에 2번 정도 제대로 5시간이상 데이트하는게 좋아?전자는 그냥 적당히 얘기나누고 같이 운동하는거고후자는 술마시고 산책하면서 데이트하는거 "
10512,"
리액션 혜자 기분 안좋아도 막 바닥찍진 않음 굉장히 충동적 산만함 인간관계 좁고 넓은편 대부분 뜬금없이 용건없는 연락 후 썰풀이 내가 먼저 연락하거나 내 얘기하면 별 관심 없는것처럼 보임 (ex. 대충 리액션하다 자기 얘기로 넘어감) intp 입장에서 본 엔프피  "
10511,"
좋아하는 사람이 스토리 올렸는데바로 안보고 일부로 늦게봐?어때 "
10510,"
유행에 따르는 패션이나 연예인 따리하기 보다 자기만의 개성이나 독특함을 살리는 패션이 많을듯 함  - dc official App "
10507,"
지가 먼저 연락해서 답장해줬는데 ㅆㅂ 뭔 하루지났는데ㅜ안보냐  - dc official App "
10506,"
잇픕남자 짝사랑하는 엔픕여잔데힘들다... 낮엔 현생살고 밤엔 운다난 의지가 되는 사람이고 싶은데 그렇게 안봐준다매일매일 카톡으로 이것저것 챙겨주는데나를 안생각해주는 사람을 맨날 혼자 걱정한다사랑받고 싶다 챙김받고싶다 내가 그사람이었으면 좋겠다 "
10505,"
https://youtu.be/Sv6dMFF_yts급한사람은 46초부터 들어보셈. 좋음. "
10504,"
엔프피가 나오긴하는데 혼종인지 자기애랑 자존심 개쌔고 남들한테 지는거 못참는데 이기면 진사람들의 마음이 공감되서 괜히 눈치보임. 그리고 모든사람 다좋아하지 않고 호불호 되게 심함 근데 기본적으로 정많고 사람자채를 좋아하는 편이기도함. 그리고 팩폭 날리는것도 좋아하는데 나름 자기객관화가 잘되서 팩폭 날리고 내가 이런말할 자격이 있나..? 하고 고민하기도 함. 그리고 굉장히 성격이 예민한데 남들 신경은 많이 씀. 근데 또 이렇게 혼자주저리주저리 말많고 기본적으로 정많고 사람좋아하는거 보면 천상 앤프피같기도 하고 암튼 나같은 앤프피도 있냐요 "
10503,"
밝고 에너지있고 공감도 잘해줌. 생각이 깊지 않아서 나를 깊은 내면에서 꺼내줄수 있음. 엔프피 특징이 이게 맞나? 아니면 ㅈㅅ "
10502,"
붕이들아 나 엔프핀데 요기 설문엔 뭐가 이렇게 복잡한게 많냐 ㅠㅠ  "
10501,"
알게 된지 얼마 안됐는데, 상대는 enfp 남자임일단 기본 정보부터 말하자면,, 연인사이가 되기에 조금 조심스러운 사회적 환경임(나이, 신분 둘다. 상대가 나이 더 많고 내 상사임)1. 우연히 만나서 이야기 나눈 뒤에 카톡으로 고생많다고 만원정도 기프티콘 줌2. 이후 내가 인스타 팔로우 걸었는데 디엠 오고 거의 2시간 정도 디엠 주고받음(계속 칼답)3. 다음날 연결해서 카톡 2시간정도 함(칼답)4. 상대가 스토리 올렸길래 답장했더니 4시간 정도 디엠 함(칼답)5. 내가 인스타 올렸는데 답장 와서 또 4시간 동안 디엠(칼답..)근데 아직 만나자고는 한번 함. 상대도 나도 좀 바쁜 시기라 날짜를 잡지도 않고 뭐 끝나고 한번 만나자~ 이런 식임.호의냐 호감이냐?? enfp 남자분들 알려주라 "
10500,"
시발럼들아아아아아  "
10499,"
나 엔프피인데 성격적으로 남자든 여자든 완전 끌리는 사람들은 다 저 2개더라물론 외관도 다 왕자 공주느낌나서 따라다닌거도 있는데 ㅋㅎㅋㅎ "
10498,"
enfp남이다 21살 5번째연애 최근에 끝났다간단히 요약하자면 이성친구관련 거짓말 3번 들통나서 내가 끊었다선폭풍 어제 끝났고 한달 약간안됐던듯 이젠 미련도 다 털어버려서 편안하다이번 연애가 되게 상대가 좀 많이 별로였는데 느낀점 적어봄1. 거짓말 무조건거르자 난 삼진아웃이였는데 되게 상처 많이받아서 이제는 두번으로 줄여질듯2. 바뀐거같으면 바뀐거맞다 이미 아웃오브 안중이니까 다른여자만나자3. 나는 엄청노력했는데 상대가 우린 안맞는거같다고 하면 너만 노력한거맞다 상대는 노력할생각도없었음 그냥 그런애이다양은냄비식 연애만해와서 상대가 나한테 다 맞춰줬었던거같다 무조건거르자4. 초반에 엄청 달리는 상대는 제 발 마음 조금만줘라 니 스타일엔 무조건 100퍼 후회한다5. 남사친 많은여자 만나지말자... 무슨 5명씩이나 쳐있냐등등 더 많이있는데 개인적인 사정이라 더 안적음+ 오는거 다받고 가는건 다 보내주는 내 마인드는 좋은거같다 근데 내가 가본적이없어서 다가가는법을 모르겠다 추천좀해줘 "
10497,"
시발 갑자기 좋아하는 사람이 둘이되는 미친 경우는 첨이라 나도 헷갈림 뭐노?  "
10496,"
장난으로 디엠으로 귀엽다면서 고백함? "
10495,"
맨날 라이딩 하러가고 5시간 운동해 ㅋㅋㅋ나도 운동에 재미좀 붙이고 싶다 "
10494,"
포옹하고 싶어 "
10493,"
다 자기관리 잘하구 이쁜듯… 진심…- dc official App "
10492,"
짧게봐선 거의 구분안되던데... "
10491,"
한번 사랑 받은것에 만족 못하고  왜 더 큰 사랑에 목말라할까   - dc official App "
