number,title,writer,ip,date_dict
3057,Estp랑 Entp 차이가 뭐임?,공쥬,None,"{'class': ['gall_date'], 'title': '2021-07-21 18:38:46'}"
3056,ENTJ 엔티제에 대해 어떻게 생각해?,ㅇㅇ,(1.210),"{'class': ['gall_date'], 'title': '2021-07-21 18:18:21'}"
3055,건강형 엣팁같은 성격이랑 친해져야징,ㅇㅇ,(210.222),"{'class': ['gall_date'], 'title': '2021-07-21 18:02:26'}"
3054,간지나는 닉네임 추천좀,ㅇㅇ,(59.17),"{'class': ['gall_date'], 'title': '2021-07-21 17:32:18'}"
3053,분위기 타서 사겻는데,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-21 16:21:28'}"
3052,내가 estp가 된ㄱㅔ,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-21 10:38:06'}"
3051,남 estp 여사친 estp 고민이다 도와줭 ㅜ,ㅎㅇ,(39.122),"{'class': ['gall_date'], 'title': '2021-07-21 03:08:50'}"
3050,재테크 하는 엣팁 있냐 ,ㅇㅇ,(221.143),"{'class': ['gall_date'], 'title': '2021-07-21 01:26:02'}"
3048,estp랑 어케 친해져?,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-20 20:45:01'}"
3047,훈수 진짜 못참겠어,ㅇㅇㅇ,(218.145),"{'class': ['gall_date'], 'title': '2021-07-20 17:47:24'}"
3046,1년전엔 enfp였는데 헬스장 에프씨하다보니 estp됨,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-20 15:39:19'}"
3045,다른곳 가보니 여긴 ㄹㅇ정전갤이네ㄷㄷ,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-20 12:42:32'}"
3044,계획없던 벼락치기무계획여행 존나 좋지 않냐,ㅇㅇ,(222.111),"{'class': ['gall_date'], 'title': '2021-07-20 00:22:59'}"
3043,좋아하는연예인 씹프피인거 알면 관심식음,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-19 23:05:48'}"
3042,여기가 일진양아치갤이냐,ㅇㅇ,(1.228),"{'class': ['gall_date'], 'title': '2021-07-19 22:14:54'}"
3041,성격이 튀는게 싫어서 자아성찰 매일하는데,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-19 18:48:20'}"
3040,엣팁이 원래 급발진 심함?,ㅇㅇ,(211.231),"{'class': ['gall_date'], 'title': '2021-07-19 18:34:52'}"
3039,나 엣팁같다 보고 비슷한지 아닌지 평가좀 ,ㅇㅇ,(222.111),"{'class': ['gall_date'], 'title': '2021-07-19 18:18:04'}"
3038,후,ESTP,(223.39),"{'class': ['gall_date'], 'title': '2021-07-19 13:56:15'}"
3037,사람 많은곳가면 기빨린다는 애랑 나랑 상극인듯,ㅇㅇ,(110.11),"{'class': ['gall_date'], 'title': '2021-07-19 12:11:29'}"
3036,니네 망상할때,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-19 01:56:27'}"
3035,내가 멋대로 오해하고 지레짐작한것에 대한 사과문을 썼는데,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-19 00:11:50'}"
3034,나만 국내음악 아이돌음악 안듣고 국내영화 안 봄?,ㅇㅇ,(211.178),"{'class': ['gall_date'], 'title': '2021-07-18 23:12:26'}"
3033,자아성찰인지 뭔지 ㅈㄴ 오글거림,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-18 21:50:49'}"
3032,나는 intp entp estp 세개가 나오더라,ㅇㅇ,(175.193),"{'class': ['gall_date'], 'title': '2021-07-18 19:59:35'}"
3031,니네 논리 펼쳐야하는데 펼칠만한 소재가 없으면 어떻게 대처함?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-18 19:08:22'}"
3030,이성관계에 관심적고 성적으로 담백한estp있냐,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-18 17:44:24'}"
3029,자아성찰 리젠인가 이망갤,ㅇㅇ,(125.176),"{'class': ['gall_date'], 'title': '2021-07-18 09:44:05'}"
3028,이거 ㅈㄴ 궁금한데 별일 없는날 아침 일찍,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-18 04:22:40'}"
3027,나 인프피여자고 내남친 estp인데 어제헤어졌거든?,ㅡ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-18 03:54:27'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
3026,오예! 존나 조아 ㅋㅋㅋㅋ하다가 ,ㅇㅇ,(1.238),"{'class': ['gall_date'], 'title': '2021-07-18 00:02:04'}"
3025,아 ㅋㅋ,ㅇㅇ,(175.213),"{'class': ['gall_date'], 'title': '2021-07-17 20:52:51'}"
3024,여자친구 만들고싶어,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-17 19:06:46'}"
3023,나도 자아성찰 해보겠음,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-17 17:10:01'}"
3022,무슨말을해도재미없어요어떡하죠?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,양,None,"{'class': ['gall_date'], 'title': '2021-07-17 17:03:36'}"
3021,가식적인 사람 존나 싫어,ㅇㅇ,(61.99),"{'class': ['gall_date'], 'title': '2021-07-17 02:50:17'}"
3019,잇티제에 대해서 어떻게 생각해?,ISTJ-a,(125.128),"{'class': ['gall_date'], 'title': '2021-07-17 00:34:02'}"
3018,너네는 오냐오냐해주면 호구취급하는거 어케 대처함?,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-16 20:38:00'}"
3017,엣팁남이 나한테 자꾸 야한 얘기 하려고 해,ㅇㅇ,(211.172),"{'class': ['gall_date'], 'title': '2021-07-16 18:52:25'}"
3016,ESTP 여친 사귀다 헤어졌는데,ㅇㅇ,(106.102),"{'class': ['gall_date'], 'title': '2021-07-16 16:44:03'}"
3015,"감정이 분노,기쁨  이 두가지밖에 없다",ㅇㅇ,(110.11),"{'class': ['gall_date'], 'title': '2021-07-16 14:08:37'}"
3014,근데 estp라고 전부,ㅇㅇ,(121.182),"{'class': ['gall_date'], 'title': '2021-07-16 13:52:28'}"
3012,나 빼빡 esfp인데 이건 뭐지.? ,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-16 12:42:25'}"
3011,INTP 친구들 너무 좋아,ㅇㅇ,(175.192),"{'class': ['gall_date'], 'title': '2021-07-16 12:18:12'}"
3010,ESTP 맞지?,ㅇㅇ,(175.192),"{'class': ['gall_date'], 'title': '2021-07-16 12:02:33'}"
3009,야estp들아 니네 이성이 봤을때 첫인상 어떰?,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-16 10:31:08'}"
3008,개인적으로 싫어하는 부류,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-16 06:32:13'}"
3007,씹프피만 멸종하면 세상 살만 할거같음,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-16 01:41:27'}"
3006,카톡 말투가 단순하고 가벼워서 나에게 반감가지는 애들있음,ㅇㅇ,(110.11),"{'class': ['gall_date'], 'title': '2021-07-16 00:24:11'}"
3004,mbti검사 할때마다 estp나오는 5g통피입갤,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-15 20:56:28'}"
3003,병신같다는말 많이 들어봄,ㅇㅇ,(218.145),"{'class': ['gall_date'], 'title': '2021-07-15 17:19:41'}"
3002,아래에서 성취향하니까 생각난건데,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-15 13:47:25'}"
3001,나랑 같은 엣팁은 남자만 만나서,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-15 11:58:48'}"
3000,여기는 걍 망갤이네,ㅇㅇ,(125.141),"{'class': ['gall_date'], 'title': '2021-07-15 00:35:44'}"
2999,카톡으로 꽁냥거리면서 현타옴,ㅇㅇ,(125.184),"{'class': ['gall_date'], 'title': '2021-07-15 00:11:39'}"
2998,이런것도 엣팁 성향 중에 속하는 걸까,ㅇㅇ,(210.90),"{'class': ['gall_date'], 'title': '2021-07-14 23:29:43'}"
2997,나만 이러냐,ㅇㅇ,(61.99),"{'class': ['gall_date'], 'title': '2021-07-14 23:06:25'}"
2996,estp 소통 이렇지 않누,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-14 22:56:34'}"
2995,엣팁,ㅇㅇ,(210.90),"{'class': ['gall_date'], 'title': '2021-07-14 22:53:42'}"
2994,estp 연애가 어렵다,ㅇㅇ,(125.184),"{'class': ['gall_date'], 'title': '2021-07-14 18:36:26'}"
2993,인간관계,Oo,(106.101),"{'class': ['gall_date'], 'title': '2021-07-14 16:46:58'}"
2991,근데 왜자꾸 이갤에 딴새끼들이 쳐오는거임?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-14 00:46:25'}"
2990,"여자 estp 남자 isfp 가망 잇을까,,,?",ㅇㅇ,(222.112),"{'class': ['gall_date'], 'title': '2021-07-14 00:39:12'}"
2989,잇프피 너무 귀여움,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-14 00:34:57'}"
2988,estp 쓰레기네,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-14 00:29:01'}"
2986,내 주변엔 왜 정상적인 인프피가,ㅇ,(118.43),"{'class': ['gall_date'], 'title': '2021-07-13 17:17:23'}"
2984,엣팁 이상형이,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-13 12:29:12'}"
2983,본인 자아성찰,apink,None,"{'class': ['gall_date'], 'title': '2021-07-13 11:10:29'}"
2982,괜히 나서서 욕먹는걸 즐김,Xquear,None,"{'class': ['gall_date'], 'title': '2021-07-13 01:52:32'}"
2980,Intp 남자,ㄹㄹ,(107.77),"{'class': ['gall_date'], 'title': '2021-07-13 00:29:08'}"
2979,누가 나한테 오해할때,엣팁,(110.70),"{'class': ['gall_date'], 'title': '2021-07-13 00:18:30'}"
2978,esfj,ㅇㅇ,(175.115),"{'class': ['gall_date'], 'title': '2021-07-12 22:57:56'}"
2975,ESTP 여 ENFJ 남 연애하기 힘듦?,ㅇㅇ,(222.232),"{'class': ['gall_date'], 'title': '2021-07-12 14:57:53'}"
2974,나도 자아성찰 간다,ㅇㅇ,(185.168),"{'class': ['gall_date'], 'title': '2021-07-12 13:44:46'}"
2973,자아성찰 해봄 (요약 수정본),ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-12 11:17:39'}"
2972,"그러고보면 선망,존경같은 감정 느껴본적없는듯",ㅇㅇ,(182.226),"{'class': ['gall_date'], 'title': '2021-07-12 00:14:49'}"
2971,자아성찰 해봄,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-12 00:11:06'}"
2970,진짜 무시당하는 느낌 개좆같다,ㅇㅇ,(182.226),"{'class': ['gall_date'], 'title': '2021-07-12 00:08:44'}"
2969,MBTI 공화국 건국 계획,ㅇㅇ,(112.156),"{'class': ['gall_date'], 'title': '2021-07-11 23:43:28'}"
2968,과시욕 유치한거 좋아함?,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-07-11 23:06:50'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
2967,혹시 내 종아리때려줄사람 있어?,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-11 21:16:08'}"
2966,엣팁아 너넨 잇팁이랑 어떤 차이가 있다 생각하니,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-11 15:53:39'}"
2965,추정 stp 인물들,ㅇㅇ,(172.107),"{'class': ['gall_date'], 'title': '2021-07-11 12:33:22'}"
2963,얼마전까지 나 동족혐오있다고 생각했는데,ㅇㅇ,(125.176),"{'class': ['gall_date'], 'title': '2021-07-11 08:59:04'}"
2962,딸 몇번치냐 너네,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-11 02:53:36'}"
2961,너넨 관심있거나 좋아하면 먼저 선톡하거나 말걸고 그래?,두뎌지,None,"{'class': ['gall_date'], 'title': '2021-07-10 17:55:16'}"
2958,자아성찰 한번해봄,ㅇㅇ,(182.226),"{'class': ['gall_date'], 'title': '2021-07-10 11:38:25'}"
2957,주변 소중하다고 생각하는 친구 중 isfj 진짜 많은 것 같음,apink,None,"{'class': ['gall_date'], 'title': '2021-07-10 03:29:26'}"
2956,ESTP남 & INFJ여 연애,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-10 01:55:11'}"
2955,니네 통금 있을때,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-09 22:55:35'}"
2954,이 ESTP녀 심리좀 알려줘,두뎌지,None,"{'class': ['gall_date'], 'title': '2021-07-09 22:33:45'}"
2953,엣팁 우케 꼬셔,ㅇㅇ,(211.172),"{'class': ['gall_date'], 'title': '2021-07-09 18:33:12'}"
2952,회사 estp? 이사 사람 잘 찔러봄,ㅇㅇ,(220.76),"{'class': ['gall_date'], 'title': '2021-07-09 11:24:12'}"
2951,주변인들 mbti 보고 느낀점,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-09 08:04:25'}"
2949,기분 병1신같을때 내가 만들어낸 꿀팁.tip,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 21:06:30'}"
2948,ESTP가 원래 관심받는거 좋아하냐?,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 21:03:11'}"
2947,근데 심리학계에서는 이미 MBTI가 사장된 비과학적인 검사라고 결론냈는데,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 20:59:16'}"
2946,근데 ESTP가 한국에서 별로 없는 성격이지 않냐,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 20:58:02'}"
2945,아 개 씨발 글내역보니까 ISTP랑 연애했었던 게시글잇네,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 20:38:43'}"
2944,ESTP인데 신경성이 너무 높아서 진짜 힘들다 너무,플러피,None,"{'class': ['gall_date'], 'title': '2021-07-08 20:36:21'}"
2942,근데 인프피나 이런애들 왜 싫어하는거냐,100111,None,"{'class': ['gall_date'], 'title': '2021-07-08 19:03:34'}"
2941,혼전순결 섹스리스 드립치는 씨발련은 자궁터트려야됨,ㅇㅇ,(218.50),"{'class': ['gall_date'], 'title': '2021-07-08 18:47:30'}"
2940,능글맞은거 절대 못함,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-08 14:22:05'}"
2939,야나는 엣팁인데,E,(122.39),"{'class': ['gall_date'], 'title': '2021-07-08 11:02:48'}"
2938,너넨 이런 말투 어떻게 생각하냐,ㅇㅇ,(116.121),"{'class': ['gall_date'], 'title': '2021-07-08 09:08:40'}"
2937,나 estp고 istj랑 존나 안 맞는다고 생각해ㅆ늠데,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-08 06:10:52'}"
2935,이렇게 나왔는데,ㅇㅇ,(1.231),"{'class': ['gall_date'], 'title': '2021-07-08 03:51:47'}"
2934,너흰 물타기 잘함?,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-08 01:39:42'}"
2933,사랑해❤,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-07 23:10:34'}"
2932,요즘 자존감 바닥인데,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-07 22:45:29'}"
2931,나 이거 나옴,ESTPㄴ,None,"{'class': ['gall_date'], 'title': '2021-07-07 20:40:46'}"
2930,수험생 아닌데 9모신청해서 백신맞는건,feeee,None,"{'class': ['gall_date'], 'title': '2021-07-07 20:18:04'}"
2928,너네 돈거래할때. 돈 빌려주면 제때 갚니?,말하는감자,(222.110),"{'class': ['gall_date'], 'title': '2021-07-07 13:33:57'}"
2927,헤이 엣팁들 난 인프피인데 엣팁한테 궁금한게 잇다,갸갸갸,(46.139),"{'class': ['gall_date'], 'title': '2021-07-07 02:27:14'}"
2926,너넨 직진 잘하냐?,ㅇㅇ,(1.248),"{'class': ['gall_date'], 'title': '2021-07-07 02:17:06'}"
2925,주변에 nfp 천지임,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-07 02:10:17'}"
2923,♡MBTI 성격유형별 퍼스널컬러♡,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-06 22:51:13'}"
2922,나만 인터넷 하는 거 좋아함?,ㅇㅇ,(1.233),"{'class': ['gall_date'], 'title': '2021-07-06 22:01:54'}"
2921,나 티존 기름 좔좔인데 파우더 바르면,oo,(211.36),"{'class': ['gall_date'], 'title': '2021-07-06 17:57:34'}"
2920,여자등에 오줌싸고 자살한거 잘햇다고 생각해.,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-06 17:20:54'}"
2919,야니네사고치면 어떻게 감당하냐,E,(122.39),"{'class': ['gall_date'], 'title': '2021-07-06 17:12:31'}"
2918,어머임 여기 주딱있는곳이엇슴?,deck,None,"{'class': ['gall_date'], 'title': '2021-07-06 16:10:39'}"
2917,엣팁오빠들 좋아하는 여자 성격 유형,ㅇㅇ,(112.148),"{'class': ['gall_date'], 'title': '2021-07-06 14:23:38'}"
2916,나는 누가 타인을 흉봐도,꿀꿀이는소중한친구옛요,None,"{'class': ['gall_date'], 'title': '2021-07-06 06:17:37'}"
2915,주변에 사람이 없다는 건 ,꿀꿀이는소중한친구옛요,None,"{'class': ['gall_date'], 'title': '2021-07-06 06:17:10'}"
2904,이거 왜 100퍼냐,ㅇㅇ,(1.246),"{'class': ['gall_date'], 'title': '2021-07-06 01:03:11'}"
2893,esfp갤인 줄 알았네 ,ㅇㅇ,(211.202),"{'class': ['gall_date'], 'title': '2021-07-05 16:51:07'}"
2892,저사람 벤좀,ESTPㄴ,None,"{'class': ['gall_date'], 'title': '2021-07-05 16:50:20'}"
2891,인천지하철게이는,ㅇㅇ,(124.49),"{'class': ['gall_date'], 'title': '2021-07-05 16:09:13'}"
2889,원래 이런가,ㅇㅇ,(112.171),"{'class': ['gall_date'], 'title': '2021-07-05 15:18:18'}"
설문,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
2887,흑역사생성하기싫으면관심끄세여,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-05 14:33:22'}"
2851,여기 왜 이러냐,ㅇㅇ,(118.35),"{'class': ['gall_date'], 'title': '2021-07-05 03:36:08'}"
2849,여기 찐따들 많노,ㅇㅇ,(211.59),"{'class': ['gall_date'], 'title': '2021-07-04 20:48:34'}"
2848,매너 문제 때문에 요즘 하는 방법인데 핑까점,100111,None,"{'class': ['gall_date'], 'title': '2021-07-04 20:46:21'}"
2847,전에 사겼었던 여자가 가슴수술 (아직도 좋아함),oo,(211.36),"{'class': ['gall_date'], 'title': '2021-07-04 18:58:37'}"
2846,ESTP 썸녀 심리가 뭘까,ㅇㅇ,(14.44),"{'class': ['gall_date'], 'title': '2021-07-04 18:49:14'}"
2845,2년 사이에 대가리 꽃밭에서 ESTP로 변함,ㅇㅇ,(112.171),"{'class': ['gall_date'], 'title': '2021-07-04 16:59:05'}"
2844,estp 공감능력 신경 안 쓰는거 맞음?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-04 16:27:57'}"
2843,Estp랑 Istj랑 좀 안 맞냐..?,ㅇㅇ,(223.39),"{'class': ['gall_date'], 'title': '2021-07-04 13:43:50'}"
2840,엣팁이랑 키스함,ㅇ,(125.191),"{'class': ['gall_date'], 'title': '2021-07-04 04:59:13'}"
2838,씹프피년 왤캐 끈질기냐,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-03 22:03:40'}"
2837,씹프피 개씨발 존나 빡치네 씨발,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-07-03 16:28:38'}"
2836,헤어지고,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-07-03 14:28:09'}"
2835,엣팁남이랑 연락중인데,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-03 10:35:31'}"
2834,Esfp여 어떰? 잘 맞음?,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-03 08:57:46'}"
2833,고3 Estp남 여친한테 진짜 잘하더라,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-03 08:56:35'}"
2832,엣팁은 뭐든 평균이거나 약간 이상인듯,ㅇㅇ,(203.229),"{'class': ['gall_date'], 'title': '2021-07-03 06:17:40'}"
2830,엣팁으로서 연애하면서 다른 건 다 이해하고 참는데,내가나기,None,"{'class': ['gall_date'], 'title': '2021-07-03 02:56:06'}"
2829,남자estp들아 너넨 관심있는 상대한테 연락 잘해?,ㅇㅇ,(112.146),"{'class': ['gall_date'], 'title': '2021-07-03 01:16:52'}"
2828,엣팁이 비교적 외모 출중한 거 찐임? 아님 주입식임?,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-03 01:01:36'}"
2827,스스로 Estp 아니라고 생각했는데,ㅇㅇ,(221.154),"{'class': ['gall_date'], 'title': '2021-07-03 00:42:37'}"
2826,니네 통금 시간보다 늦게 들어가게 되거나 약속시간 늦을때,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-02 23:56:37'}"
2825,니들이 효과본 골반교정 동영상 있냐?,ㅇㅇ,(1.254),"{'class': ['gall_date'], 'title': '2021-07-02 22:13:51'}"
2824,좋아하는 사람이 INFJ야,ㅇㅇ,(112.171),"{'class': ['gall_date'], 'title': '2021-07-02 21:51:42'}"
2823,다맞으면 개추ㅋㅋㅋ,ㅇㅇ,(118.32),"{'class': ['gall_date'], 'title': '2021-07-02 19:26:44'}"
2822,인프피 싫어하는 이유가 뭐야?,ㅇㅇ,(122.202),"{'class': ['gall_date'], 'title': '2021-07-02 10:55:56'}"
2820,estp-a 나왔는데 혹시 법쪽으로 일하는 사람 있음?,ㅇㅇ,(114.199),"{'class': ['gall_date'], 'title': '2021-07-02 06:48:36'}"
2819,나 estp a 나왔는데 그닥 안맞는듯,ㅋㅋㅋ,(211.175),"{'class': ['gall_date'], 'title': '2021-07-02 06:28:15'}"
2818,INFP 어떻게 생각함?,oo,None,"{'class': ['gall_date'], 'title': '2021-07-02 03:52:50'}"
2817,estp들 가면 쓰는거 너무 귀여움 ㅋㅋ,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-02 01:36:34'}"
2816,동족혐오 왜잇는지 알겠음,ㅇㅇ,(116.42),"{'class': ['gall_date'], 'title': '2021-07-02 01:20:48'}"
2815,니네 명령같지 않는 명령 잘함?,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-02 00:04:02'}"
2814,엣팁들 질문,ㅇㅇ,(1.229),"{'class': ['gall_date'], 'title': '2021-07-01 23:49:36'}"
2813,평생 잇팁인줄 알았는데 돈주고 검사하니 엣팁이라네,00,(223.38),"{'class': ['gall_date'], 'title': '2021-07-01 22:26:49'}"
2811,궁금한게 있는데,Enfj&infj,None,"{'class': ['gall_date'], 'title': '2021-07-01 20:25:47'}"
2810,정이 분노로 바뀌는 엣팁 있어??,ㅇㅇ,(122.202),"{'class': ['gall_date'], 'title': '2021-07-01 16:07:56'}"
2807,강도 강:간 상해 성폭력 절도 폭행,ㅇㅇ,(175.203),"{'class': ['gall_date'], 'title': '2021-07-01 13:08:33'}"
2806,나는 기센건 아닌거 같은데 급발진 오짐,맙소사,None,"{'class': ['gall_date'], 'title': '2021-07-01 12:11:53'}"
2805,Se기능(esxp)과 Ne(enxp)의 차이,ㅇㅇ,(221.138),"{'class': ['gall_date'], 'title': '2021-07-01 08:28:23'}"
2803,Estp들,Enfj&infj,None,"{'class': ['gall_date'], 'title': '2021-07-01 00:36:39'}"
2802,너네 주접 좋아함?,ㅇㅇ,(39.115),"{'class': ['gall_date'], 'title': '2021-06-30 23:37:33'}"
2801,estp로 사는 인생이 제일 편한 인생같다,apink,None,"{'class': ['gall_date'], 'title': '2021-06-30 17:07:06'}"
2800,난 긴장은 하는데 막상 닥치면 다풀림,맙소사,None,"{'class': ['gall_date'], 'title': '2021-06-30 16:06:50'}"
2799,estp는 취미도 오감충족적이야? ,ㅇㅇ,(106.102),"{'class': ['gall_date'], 'title': '2021-06-30 13:33:43'}"
2796,니들도 긴장 많이하냐,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-06-30 00:04:47'}"
2794,엣팁 남자애 배 만졌는데 가만히 있었어,ㅇㅇ,(117.111),"{'class': ['gall_date'], 'title': '2021-06-29 22:54:08'}"
2793,이게 어케 조절하냐?,ㅇㅇ,(203.229),"{'class': ['gall_date'], 'title': '2021-06-29 21:10:49'}"
