number,title,writer,ip,date_dict
1539,리더를 맡았는데,ㅇㅇ,(110.11),"{'class': ['gall_date'], 'title': '2021-07-21 10:02:07'}"
1538,들으면 제일 기분 좋은 말 뭐 있어?,ㅇㅇ,(110.11),"{'class': ['gall_date'], 'title': '2021-07-21 09:56:19'}"
1537,나는 esfj 만 친구관계 다끊고 집에서 겜만하는 겜돌이임,ㅇㅇ,(211.195),"{'class': ['gall_date'], 'title': '2021-07-21 06:34:36'}"
1536,우우우우,BIBI,None,"{'class': ['gall_date'], 'title': '2021-07-21 00:15:54'}"
1535,하..진짜 상대방 상처줄바에 내가 상처받는게 낫다 진짜...,ㅇㅇ,(211.55),"{'class': ['gall_date'], 'title': '2021-07-20 22:14:15'}"
1534,Esfj들은 질투 심함?,ㅇㅇ,(112.145),"{'class': ['gall_date'], 'title': '2021-07-20 17:17:50'}"
1533,너넨 인프피랑 잘맞음?,ㅇㅇ,(116.127),"{'class': ['gall_date'], 'title': '2021-07-20 16:04:31'}"
1531,엣프제갤이 망갤인 이유,ㅇㅇ,(118.222),"{'class': ['gall_date'], 'title': '2021-07-20 04:43:37'}"
1530,여기 ESFJ들도 벙개모임 좋아함? ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-19 16:18:36'}"
1529,불건강 엣프제는 왜 뒷담 잘함?,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-19 06:06:50'}"
1527,여자친구랑 헤어졋는데 어케 괜찮아져야할까,ㅇㅇ,(211.55),"{'class': ['gall_date'], 'title': '2021-07-18 19:49:39'}"
1526,남자친구 esfj이고 CC인데 헤어지고 나니 나만 나쁜년되어있는데,ㅂㅂ,(116.125),"{'class': ['gall_date'], 'title': '2021-07-18 16:59:41'}"
1524,이거 너네냐?,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-18 04:27:26'}"
1523,무슨말을해도재미없어요어떡하죠?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,양,None,"{'class': ['gall_date'], 'title': '2021-07-17 17:03:56'}"
1521,이게 예쁘면 틀딱 취향임?,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-17 03:37:43'}"
1520,MBTI 유형 일러스트 모음집 가져와봤어요~,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-17 00:00:12'}"
1519,엣팁 오빠야가 가져온 짤 엣프제 버전,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-16 22:42:28'}"
1518,엣프제가 들으면 좋아하는 말 추천좀해주세용,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-16 21:21:35'}"
1517,밖에서 E유형 보고 옴,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-16 13:46:18'}"
1516,estp 놀러와따,ㅇㅇ,(175.192),"{'class': ['gall_date'], 'title': '2021-07-16 12:23:39'}"
1514,안녕 타갤에서 놀러왔어,ㅇㅇ,(1.225),"{'class': ['gall_date'], 'title': '2021-07-16 10:11:27'}"
1513,E유형은 다들가네,둘만아는비밀,None,"{'class': ['gall_date'], 'title': '2021-07-15 20:32:07'}"
1512,MBTI를 맹신하진 않지만,ㅇㅇ,(183.97),"{'class': ['gall_date'], 'title': '2021-07-15 18:40:30'}"
1511,나 잇프핀데 엣프제들이 보기에,ㅇㅇ,(110.70),"{'class': ['gall_date'], 'title': '2021-07-15 18:28:06'}"
1507,에니어그램 해봤으니까 나도 분석해 줘,이노리잉,None,"{'class': ['gall_date'], 'title': '2021-07-15 07:28:33'}"
1504,엣프피 엔프피거쳐 여기옴,둘만아는비밀,None,"{'class': ['gall_date'], 'title': '2021-07-14 19:14:05'}"
1503,아.. 장볼것리스트어디갔나요?,vv1z4rd,None,"{'class': ['gall_date'], 'title': '2021-07-14 11:57:18'}"
1501,ESFJ 남자는 이별을 어케 극복해?,istj녀자,(98.153),"{'class': ['gall_date'], 'title': '2021-07-14 08:55:38'}"
1500,mbti 완전 구라같은데,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-14 05:17:29'}"
1498,본인 ESFJ 떴는데 ESFJ가 제일 흔한가요?,ㅇㅇ,(118.222),"{'class': ['gall_date'], 'title': '2021-07-14 00:52:58'}"
1494,담력훈련하러 왔습니다,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-13 23:13:16'}"
1493,안녕 사랑스러운 엣프제들아,Pia.,None,"{'class': ['gall_date'], 'title': '2021-07-13 23:03:06'}"
1492,오라길래 왔습니다,당유,None,"{'class': ['gall_date'], 'title': '2021-07-13 23:01:41'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
1492,오라길래 왔습니다,당유,None,"{'class': ['gall_date'], 'title': '2021-07-13 23:01:41'}"
1490,ESFJ 남들아 ENFJ 여자 어때!!!!,차차,None,"{'class': ['gall_date'], 'title': '2021-07-13 15:30:46'}"
1489,ESFJ 남자친구 의대가면 잘못해줄거같고 공부때문에 헤어지자고 연락받음,istj녀자,(98.153),"{'class': ['gall_date'], 'title': '2021-07-13 08:40:08'}"
1488,엣프제 너무 헷갈림,ㅇㅇ,(1.253),"{'class': ['gall_date'], 'title': '2021-07-13 03:07:13'}"
1487,거 엣프제분들 뭐 하나만 여쭙시다,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-13 01:55:22'}"
1486,타유형이 타유형갤에서 타유형분석,BIBI,None,"{'class': ['gall_date'], 'title': '2021-07-13 01:30:13'}"
1485,오랜만에 mbti/8기능/에니어 테스트 ✨,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-13 00:01:57'}"
1483,ㅗㅗㅗㅗㅗ,분탕,(125.177),"{'class': ['gall_date'], 'title': '2021-07-12 22:52:06'}"
1481,파딱님 애니어 대강 분석,BIBI,None,"{'class': ['gall_date'], 'title': '2021-07-12 19:17:41'}"
1477,친구 관계 고민,ㅢㅢ,(27.126),"{'class': ['gall_date'], 'title': '2021-07-12 02:07:58'}"
1474,엣프제들 원래 아무나한테 플러팅 잘 해..?,ㅇㅇ,(223.38),"{'class': ['gall_date'], 'title': '2021-07-12 01:15:06'}"
1473,나를좋아하는사람 vs 내가 좋아하는사람,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-12 00:54:44'}"
1472,MBTI 공화국 건국 계획,ㅇㅇ,(112.156),"{'class': ['gall_date'], 'title': '2021-07-11 23:40:37'}"
1471,엣프제 남자 원래 가족애 넘침?,ㅇㅇ,(223.62),"{'class': ['gall_date'], 'title': '2021-07-11 22:43:39'}"
1470,엣프제 외로움 잘타는거맞지,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-11 18:16:36'}"
1468,이번주 버거킹 맘스터치 꽁으로먹는법,ㅇㅇ,(125.133),"{'class': ['gall_date'], 'title': '2021-07-11 03:57:10'}"
1467,엣프제들 실제로 어떤 느낌인지 모르겠다 ㅋㅋㅋ,진수성찬,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:51:24'}"
1466,광희가 엣프제라는데 딱인듯,이명호,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:50:46'}"
1465,엣프제들아 너네는 흑화하면 어찌 변할거같애,진수성찬,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:49:20'}"
1464,엣프제는사랑스러워,잇티제,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:48:42'}"
1463,아이돌 노래 은근 좋은거 많지 않음?,이명호,None,"{'class': ['gall_date'], 'title': '2021-07-11 02:48:30'}"
1462,앞으로 사람 대할 때 좀 악의적으로 해석해야 될 듯,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-10 23:51:51'}"
1461,엣프제들은 어쩔때 or 어떤 사람이랑 결혼하고 싶어?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-10 21:15:08'}"
1459,앞치마 사야겠음,닉언밴,None,"{'class': ['gall_date'], 'title': '2021-07-10 13:08:27'}"
1458,노짱 드립 좋아하는 ESFJ 있노?,ㅇㅇ,(122.32),"{'class': ['gall_date'], 'title': '2021-07-10 12:05:50'}"
1457,엣프제들 대체 좃병신 사회부적응자들 왜 좋아하는거임??,잇팁,(221.161),"{'class': ['gall_date'], 'title': '2021-07-10 05:39:32'}"
1456,내 지적 취향,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-10 02:07:58'}"
1455,내 잠,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-10 01:54:13'}"
1454,하루 커피 세잔 마시는 수면장애인,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-10 01:09:38'}"
1453,모두가 궁금해하는 내 수면 습관! ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-10 00:51:23'}"
1449,엣프제들 자존감 높은편임? ,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-09 19:06:08'}"
1448,엣프제여러분!!!!!!!,Sd,(222.99),"{'class': ['gall_date'], 'title': '2021-07-09 16:03:52'}"
1447,엔프제여자어떄?,ㄴㄴ,(121.128),"{'class': ['gall_date'], 'title': '2021-07-09 13:25:41'}"
1446,대학교때 제일 친했던 친구?가 esfj인데,ㅇㅇ,(220.76),"{'class': ['gall_date'], 'title': '2021-07-09 10:41:19'}"
1445,주딱이 잘 지내고 있을까 신교대라,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-09 10:38:34'}"
1444,블랙 위도우 보고 옴,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-09 01:12:14'}"
1442,나 진짜 호감있는 상대한테 대놓고 대시하는거 못해,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-08 11:52:32'}"
1441,애들아 너네가 관심있는 사람이 생겼어,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-08 08:13:54'}"
1440,엣프제 갤이 아니라 탭만 보면 밀갤이지 말입니다?,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-08 07:29:45'}"
1439,좋좋소 보고있는데,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-07 23:50:13'}"
1438,에이프런 주딱 현재모습,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-07 22:58:05'}"
1437,5주뒤에 주딱이 너무 좋아서 눈물 줄줄일 듯^^,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-07 22:26:54'}"
1436,수험생 아닌데 9모신청해서 백신맞는건,feeee,None,"{'class': ['gall_date'], 'title': '2021-07-07 20:18:43'}"
1435,관심병사 탭은 무엇인가요?,Guile,None,"{'class': ['gall_date'], 'title': '2021-07-07 19:54:40'}"
1434,여기는 이제부터 맨체스터 유나이티드 갤러리입니다.,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-07 18:03:23'}"
1433,이제부터 3인 이상 집합금지랍니다 ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-07 16:23:10'}"
1431,하루 한 노래,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-07 00:16:01'}"
1430,이낙연 갤러리입니다,INTJ-A5w6,None,"{'class': ['gall_date'], 'title': '2021-07-07 00:15:25'}"
1427,카우슈즈 프로즌피트 vs 돼지장갑녹은,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:57:08'}"
1426,아냐 이곳은 이제 인팁들의 엣프제 덕질 저장소야,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:56:22'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
1425,난 그저 댝고 소듕한 엣프제들을 사랑할 뿐이야,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:55:12'}"
1424,카우슈즈 프로즌피트,당유,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:55:09'}"
1423,이곳은 이제부터 슈퍼 겁쟁이 직관형들의 쉼터다,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:52:35'}"
1422,근데 말이야,서리동백,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:50:46'}"
1420,완장의 독재다!!! ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:48:41'}"
1417,야 파딱아 나와봐라,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:37:08'}"
1416,여기가 공동묘지입니까?,서리동백,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:33:43'}"
1415,ESFJ갤 정모때 찍은 사진입니다,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:33:04'}"
1414,주딱이를 위한 에이프런 들박 팁,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:31:28'}"
1413,글 쓰라는 독촉을 받아서 왼손예술을 보여드리러 왓어요,팁쟝,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:23:16'}"
1412,요망한 ENFP 놈들,당유,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:21:41'}"
1411,이 갤은 이제 제 덕질 일기장입미다,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-06 23:21:34'}"
1410,♡MBTI 성격유형별 퍼스널컬러♡,ㅇㅇ,(223.33),"{'class': ['gall_date'], 'title': '2021-07-06 22:47:31'}"
1409,영화캐 테스트,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-06 21:25:27'}"
1408,여긴 정모하면,엣프제아싸,(223.38),"{'class': ['gall_date'], 'title': '2021-07-06 10:38:15'}"
1406,주딱을 위한 훈련소 팁,INTP5w4,(118.235),"{'class': ['gall_date'], 'title': '2021-07-06 09:12:06'}"
1399,ㅎㅇㅎㅇ,ENFP입니다근데이제T를곁들인,None,"{'class': ['gall_date'], 'title': '2021-07-06 00:38:04'}"
1398,이제부터 이 갤은 enfp 갤러리다.,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-06 00:35:33'}"
1397,하루 한 노래,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-05 23:28:49'}"
1396,쿠키 테스트~!,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-05 23:24:29'}"
1395,파딱 잘관리하고 있으셈,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-07-05 22:47:07'}"
1394,쿠키런 테스트 결과,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-05 20:08:53'}"
1393,내 꺼,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-07-05 20:07:58'}"
1391,ESFJ갤 공동묘지화 '심각' 단계 격상...이대로 가면,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-05 14:00:30'}"
1390,잇팁 istp 만나는 애들 있음?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-07-05 02:13:28'}"
1389,머지?,ㅇㅇ,(222.100),"{'class': ['gall_date'], 'title': '2021-07-05 02:06:27'}"
1388,여기 갤주누구야,ㅇㅇ,(222.100),"{'class': ['gall_date'], 'title': '2021-07-05 02:05:53'}"
1383,"속보) 엣프제갤 반고닉 ㅇㅇ, ""하루 두 글이 말이 되냐""며 눈물 글썽여",ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-04 22:53:06'}"
1382,일하는거 지겹네,히밍,None,"{'class': ['gall_date'], 'title': '2021-07-04 18:56:14'}"
1381,"너희, [망갤]이군...?",로승진,None,"{'class': ['gall_date'], 'title': '2021-07-04 14:41:49'}"
1380,ESFJ 여자 질문,bbibbi,None,"{'class': ['gall_date'], 'title': '2021-07-03 22:22:40'}"
1379,Esfj남자들아 여친이 ESFP나 ISFP 라면 누가 더 좋아?,ㅇㅇ,(112.158),"{'class': ['gall_date'], 'title': '2021-07-03 08:53:07'}"
1378,20대중반 ESFJ 는  진짜 애인이 1순위가 아니야?,istj녀자,(98.153),"{'class': ['gall_date'], 'title': '2021-07-03 03:16:08'}"
1375,ESFJ 짝녀 ,ioep0012,None,"{'class': ['gall_date'], 'title': '2021-07-03 01:56:22'}"
1373,ESFJ 남자 개인시간가질때 연락잘안해?,istj녀자,(98.153),"{'class': ['gall_date'], 'title': '2021-07-03 01:15:35'}"
1372,사는 게 왤케 밍밍하냐,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-07-03 00:22:14'}"
1370,esfj 내가 느끼는 나,나야나,(59.151),"{'class': ['gall_date'], 'title': '2021-07-02 23:13:04'}"
1369,안녕하세요. 주딱이의 각성제 맨티에요.,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-02 22:11:10'}"
1368,안녕하세요. 분탕 종자 입니다.,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-07-02 22:01:57'}"
1359,안냥 너희가조아,ISTJ,None,"{'class': ['gall_date'], 'title': '2021-07-02 00:40:48'}"
1357,헐 이거 뭐에요??? ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-02 00:15:04'}"
1355,esfj 여자애 소개 받았는데,ㅇㅇ,(58.239),"{'class': ['gall_date'], 'title': '2021-07-01 22:32:29'}"
1354,술먹자아아아아아,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-07-01 21:46:12'}"
1353,엣프제들은 애인이 일주일 잠수 타면 어떨거같음?,ㅇㅇ,(114.204),"{'class': ['gall_date'], 'title': '2021-07-01 19:13:56'}"
1351,갤 관리 안합니까,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-07-01 15:42:06'}"
1349,분탕하세요 안녕치러왔습니다,INTJ-A5w6,None,"{'class': ['gall_date'], 'title': '2021-07-01 13:33:20'}"
1348,esfj 너무 좋다,듀듀바,None,"{'class': ['gall_date'], 'title': '2021-07-01 11:03:16'}"
1347,엣프제  좋은데,오렌쥐,None,"{'class': ['gall_date'], 'title': '2021-07-01 01:24:52'}"
1344,궁금한 게 있는데요,ㅇㅇ,(118.235),"{'class': ['gall_date'], 'title': '2021-07-01 01:03:33'}"
1343,7월입니다,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-07-01 00:48:20'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
1341,[공지] MBTI 갤러리 주의사항안내,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-07-01 00:17:35'}"
1339,여긴 뭐하는 갤이냐?,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-06-30 23:48:38'}"
1338,작년크리스마스에,vv1z4rd,None,"{'class': ['gall_date'], 'title': '2021-06-30 19:45:57'}"
1336,엔프피가 엣프제에게 무러봐요!!,Sd,(222.99),"{'class': ['gall_date'], 'title': '2021-06-30 17:33:37'}"
1335,에프제남 연애할때 특징,ㅇㅇ,(125.142),"{'class': ['gall_date'], 'title': '2021-06-30 14:23:55'}"
1334,J유형에게 추천하는 노래,홍대입구역,None,"{'class': ['gall_date'], 'title': '2021-06-30 13:30:25'}"
1333,엣프제 남자 어케 꼬시냐,ㅇㅇ,(39.7),"{'class': ['gall_date'], 'title': '2021-06-30 08:56:41'}"
1331,니들 원래 선톡 안하냐?,ㅇㅇ,(58.239),"{'class': ['gall_date'], 'title': '2021-06-29 23:54:01'}"
1330,사교성부족하면 싫어하나요,ㅇㅇ,(182.213),"{'class': ['gall_date'], 'title': '2021-06-29 19:53:51'}"
1329,제 판단하에 분류합니다,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-06-29 03:19:42'}"
1324,야식달리자 -ㅁ-ㅋ,SFP,None,"{'class': ['gall_date'], 'title': '2021-06-29 01:34:59'}"
1323, 엣프제사랑해,ISTJ,None,"{'class': ['gall_date'], 'title': '2021-06-29 01:16:29'}"
1322,MBTI갤이 복구됐던 말던간에,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-06-29 01:12:11'}"
1321,- 심리테스트 갤러리가 MBTI갤로 이전했습니다 - ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-06-29 00:03:48'}"
1320,esfj-A는 머임???,ㅇㅇ,(110.70),"{'class': ['gall_date'], 'title': '2021-06-28 18:49:49'}"
1319,esfj가 제일 인싸 관종유형임???,ㅇㅇ,(110.70),"{'class': ['gall_date'], 'title': '2021-06-28 18:22:35'}"
1318,인싸유형아 안농,오렌쥐,None,"{'class': ['gall_date'], 'title': '2021-06-28 18:00:46'}"
1317,엣프제들아 할 말 있다.,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-06-28 14:19:01'}"
1315,어 뭐야 규칙 위반이야?,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-06-28 13:17:30'}"
1313,너네어케꼬심,ㅇㅇ,(59.12),"{'class': ['gall_date'], 'title': '2021-06-28 12:47:55'}"
1312,istp어떰?,ㅇㅇ,(110.13),"{'class': ['gall_date'], 'title': '2021-06-28 07:15:17'}"
1311,성격유형 중에서 병신 뽑아봄,ㅇㅇ,(67.205),"{'class': ['gall_date'], 'title': '2021-06-28 05:16:20'}"
1310,나 혼자서도 카페가서 음악듣거나 책읽고 혼자서 잘싸돌아다니는데,ㅇㅇ,(125.142),"{'class': ['gall_date'], 'title': '2021-06-28 02:10:41'}"
1309,엣프제들은 어떤 남자 좋아해?,ㅇㅇ,(58.239),"{'class': ['gall_date'], 'title': '2021-06-28 00:11:10'}"
1307,안녕하세요,ㅇㅇ,(110.13),"{'class': ['gall_date'], 'title': '2021-06-27 22:19:45'}"
1306,배고프다,히밍,None,"{'class': ['gall_date'], 'title': '2021-06-27 20:43:34'}"
1305,꽃이 지고서야 봄인줄 알았습니다.,vv1z4rd,None,"{'class': ['gall_date'], 'title': '2021-06-27 20:24:29'}"
1303,나 엔팁인데 엄마가 엣프제임 안싸울려면 어케해야되냐,ㅇㅇ,(122.35),"{'class': ['gall_date'], 'title': '2021-06-27 17:40:36'}"
1302,애들아,이명호,None,"{'class': ['gall_date'], 'title': '2021-06-27 10:02:02'}"
1301,ENFJ에서 놀러왓습니다,단무지젤리,None,"{'class': ['gall_date'], 'title': '2021-06-27 04:49:24'}"
1300,isfp인데 너네랑 제일 잘 맞는다고 하더라구,ㅇㅇ,(180.230),"{'class': ['gall_date'], 'title': '2021-06-27 03:29:12'}"
1299,연애고수 엣프제들아,ㅇㅇ,(211.36),"{'class': ['gall_date'], 'title': '2021-06-27 00:37:08'}"
1298,몇달전에 ESFJ나왔는데,호2호2,None,"{'class': ['gall_date'], 'title': '2021-06-26 15:31:51'}"
1297,다 여깄네,맛있는거,None,"{'class': ['gall_date'], 'title': '2021-06-26 13:33:26'}"
1296,나랑 잘 맞는 유형이 얘들은 아닌 것 같아,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-06-26 03:26:47'}"
1295,하루 한 노래,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-06-26 02:18:32'}"
1294,띵동~ 주문하신~ 엣프제 빙고결과 나왔습니다~!,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-06-26 01:20:08'}"
1293,운동하니,D로즈,None,"{'class': ['gall_date'], 'title': '2021-06-26 00:30:09'}"
1292,결혼 유형 테스트,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-06-26 00:26:01'}"
1291,헐 대박 글 왤케 많이 올라와 있어 짱이다!,ㅇㅇ,None,"{'class': ['gall_date'], 'title': '2021-06-25 23:59:40'}"
1290,개인공간 자유시간 선넘는거 어떻게 강요해?,ㅇㅇ,(175.223),"{'class': ['gall_date'], 'title': '2021-06-25 23:42:57'}"
1288,주딱 타갤에서보면 한번 들르게되는 엣프제갤,잇티제,None,"{'class': ['gall_date'], 'title': '2021-06-25 20:58:16'}"
1285,엣프제들 왤케 연락 많이해?,무쟌,None,"{'class': ['gall_date'], 'title': '2021-06-25 17:06:56'}"
1284,안아줘요! ,진권파한준기,None,"{'class': ['gall_date'], 'title': '2021-06-25 15:38:56'}"
1283,진짜 날씨는..,히밍,None,"{'class': ['gall_date'], 'title': '2021-06-25 11:46:55'}"
1282,집청소 도우미를 부른 적 있는데,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-06-25 10:45:06'}"
1280,울 여친겔에 와봤다.,빛인팁,None,"{'class': ['gall_date'], 'title': '2021-06-25 10:31:36'}"
1279,엣프제 인싸 새끼들.....,QueenMantis,None,"{'class': ['gall_date'], 'title': '2021-06-25 10:24:06'}"
1278,엣하,잇티제,None,"{'class': ['gall_date'], 'title': '2021-06-25 09:01:28'}"
1277,아 나 없을때 달렷네,히밍,None,"{'class': ['gall_date'], 'title': '2021-06-25 07:30:34'}"
1778,한번 전화하면 안 끊을 것 같은 수다왕 스타는?,None,None,{'class': ['gall_date']}
1276,좋은 아침입니다,D로즈,None,"{'class': ['gall_date'], 'title': '2021-06-25 06:38:51'}"
1275,머임,ㅇㅇ,(222.233),"{'class': ['gall_date'], 'title': '2021-06-25 02:46:07'}"
1274,여기 그냥 내 일기장으로 써야겠다 ,사팔팔,None,"{'class': ['gall_date'], 'title': '2021-06-25 01:57:31'}"
1273,불끈불끈 ㅗㅜㅑ,맛있는거,None,"{'class': ['gall_date'], 'title': '2021-06-25 01:52:05'}"
1272,오늘 아침에 갤보고 화들짝 놀랄 엣프제들 볼생각에,ESFJ,None,"{'class': ['gall_date'], 'title': '2021-06-25 01:43:14'}"
1271,안녕,빼앰,None,"{'class': ['gall_date'], 'title': '2021-06-25 01:32:34'}"
